,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c
0,1.718495244466251,225.94854736328125,5211.70947265625,-350.0,eta_4_x,0,2.1497169351810363,225.94854736328125,1975.9962158203125,-350.0,eta_3_top,0
0,1.8183382026929917,225.94854736328125,5211.70947265625,-352.941162109375,eta_4_x,0,2.3556098781428796,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,2.1976033759298823,225.94854736328125,5211.70947265625,-352.941162109375,eta_4_x,0,2.5407721512687873,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,2.686676995239405,225.94854736328125,5211.70947265625,-352.941162109375,eta_4_x,0,2.7245780593196542,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,3.232903235752054,225.94854736328125,5211.70947265625,-352.941162109375,eta_4_x,0,2.9081934376403167,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,3.398619993435537,225.94854736328125,2506.003662109375,-352.941162109375,eta_1_x,0,3.091240267759585,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,3.48310966499243,225.94854736328125,2506.003662109375,-352.941162109375,eta_1_x,0,3.275746901054053,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,3.5539455596016345,225.94854736328125,1975.9962158203125,-352.941162109375,eta_1_x,0,3.4620513927104524,225.94854736328125,1975.9962158203125,-352.941162109375,eta_3_top,0
0,3.611570792563792,225.94854736328125,2506.003662109375,-352.941162109375,eta_1_x,0,3.509707527389155,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0
0,3.6607799741512155,225.94854736328125,1975.9962158203125,-352.941162109375,eta_1_x,0,3.501718603582257,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0
