,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,0.9989499344411241,4740.1728515625,2012.0731201171875,-210.0,eta_1,603,0.8164051924906117,4740.1728515625,2141.06982421875,-210.0,eta_3_top,86,0.08578353992446024,4811.4,0.0,-364.675,bot,91,0.08578353992446024,4811.4,0.0,-364.675,bot,80,0.9756210057556122,4740.1728515625,2141.06982421875,-210.0,eta_y_top_stresses,0
0,0.999117419469677,4740.1728515625,2012.0731201171875,-204.5454559326172,eta_1,399,0.9134647313260706,4740.1728515625,2141.06982421875,-204.5454559326172,eta_3_top,59,0.09479232221602972,4811.4,0.0,-364.675,bot,88,0.09479232221602972,4811.4,0.0,-364.675,bot,79,0.9881685173060687,4740.1728515625,2141.06982421875,-204.5454559326172,eta_y_top_stresses,1
0,0.9994267183424501,4740.1728515625,2012.0731201171875,-212.5,eta_1,222,1.0627297518903032,4740.1728515625,2012.0731201171875,-212.5,eta_3_top,0,0.11541094450579581,4811.4,0.0,-364.675,bot,82,0.11541094450579581,4811.4,0.0,-364.675,bot,72,1.0034963209605627,4740.1728515625,2141.06982421875,-212.5,eta_y_top_stresses,2
0,0.9997170988767161,4740.1728515625,2012.0731201171875,-208.3333282470703,eta_1,112,1.1824863750789993,4740.1728515625,2012.0731201171875,-208.3333282470703,eta_3_top,0,0.13133029704065222,4811.4,0.0,-364.675,bot,76,0.13133029704065222,4811.4,0.0,-364.675,bot,65,1.0243970439880639,4740.1728515625,2012.0731201171875,-208.3333282470703,eta_y_top_stresses,3
0,0.9998274217666583,4740.1728515625,2012.0731201171875,-203.125,eta_1,78,1.3693188920898356,4740.1728515625,2012.0731201171875,-203.125,eta_3_top,0,0.14795500760436353,4811.4,0.0,-364.675,bot,70,0.14795500760436353,4811.4,0.0,-364.675,bot,61,1.0784501533446396,4740.1728515625,2012.0731201171875,-203.125,eta_y_top_stresses,4
0,1.0023022796882777,4740.1728515625,2012.0731201171875,-200.0,eta_1,0,1.5029737484127015,4740.1728515625,2012.0731201171875,-200.0,eta_3_top,0,0.16199139612788038,4811.4,0.0,-364.675,bot,66,0.16199139612788038,4811.4,0.0,-364.675,bot,57,1.1261161932251536,4740.1728515625,2012.0731201171875,-200.0,eta_y_top_stresses,5
0,1.0113623196143036,4740.1728515625,2012.0731201171875,-196.42857360839844,eta_1,0,1.6099214256778052,4740.1728515625,2012.0731201171875,-196.42857360839844,eta_3_top,0,0.17566263508804167,4811.4,0.0,-364.675,bot,62,0.17566263508804167,4811.4,0.0,-364.675,bot,53,1.1675813147364906,4740.1728515625,2012.0731201171875,-196.42857360839844,eta_y_top_stresses,6
0,1.0202061085338896,4740.1728515625,2012.0731201171875,-192.3076934814453,eta_1,0,1.733850436195887,4740.1728515625,2012.0731201171875,-192.3076934814453,eta_3_top,0,0.18699850038510027,4811.4,0.0,-364.675,bot,63,0.18699850038510027,4811.4,0.0,-364.675,bot,52,1.2182341303683053,4740.1728515625,2012.0731201171875,-192.3076934814453,eta_y_top_stresses,7
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,8
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,9
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,10
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,11
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,12
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,13
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,14
