,ID,d1_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.3714355758017065,9642.4013671875,5240.0,-3261.850341796875,eta_1,0,3.746949268472377,9642.4013671875,5240.0,-5939.7373046875,eta_3_bot,0,1.218158713526122,9536.4,5400.0,-6035.0,bot,0,1.8675558011858704,9536.4,5400.0,-1365.0,bot,0,2.16197561146203,9642.4013671875,5240.0,-5939.7373046875,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.6381508561719975,9642.4013671875,5245.71435546875,-3261.850341796875,eta_1,0,3.877241094915946,9642.4013671875,5245.71435546875,-5939.7373046875,eta_3_bot,0,1.2206359809887837,9536.4,5400.0,-6035.0,bot,0,1.872926485067964,9536.4,5400.0,-1365.0,bot,0,2.2256355068024147,9642.4013671875,5245.71435546875,-5939.7373046875,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.8968666001834344,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,3.923397520042194,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.222045159137626,9536.4,5400.0,-6035.0,bot,0,1.8764665112304888,9536.4,5400.0,-1365.0,bot,0,2.248214316938793,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.1738256840201453,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.005342016147853,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2260970454164646,9536.4,5400.0,-6035.0,bot,0,1.8823700406596664,9536.4,5400.0,-1365.0,bot,0,2.2883330436465243,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.4630691330522545,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.090651037308188,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2299530931594918,9536.4,5400.0,-6035.0,bot,0,1.8877889868955469,9536.4,5400.0,-1365.0,bot,0,2.3301400380388317,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.76431444086714,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.179439490809998,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2336817104081998,9536.4,5400.0,-6035.0,bot,0,1.8926933249696785,9536.4,5400.0,-1365.0,bot,0,2.373694181474945,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.0785166742514414,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.271481887678688,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2373089752898807,9536.4,5400.0,-6035.0,bot,0,1.897420310854237,9536.4,5400.0,-1365.0,bot,0,2.418885991865318,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.405238788248476,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.3670370543882,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2408785191216782,9536.4,5400.0,-6035.0,bot,0,1.9018729317345215,9536.4,5400.0,-1365.0,bot,0,2.465844554037699,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.7455016813447615,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.466132667897029,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2443773565615468,9536.4,5400.0,-6035.0,bot,0,1.9061801750735512,9536.4,5400.0,-1365.0,bot,0,2.5145844973741527,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.1002378148976,9642.4013671875,5247.05859375,-3261.850341796875,eta_1,0,4.568897547343666,9642.4013671875,5247.05859375,-5939.7373046875,eta_3_bot,0,1.2487833748443529,9536.4,5400.0,-6035.0,bot,0,1.912775000989477,9536.4,5400.0,-1365.0,bot,0,2.56517030094633,9642.4013671875,5247.05859375,-5939.7373046875,eta_y_bot_stresses
