,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsu_fac,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c
167,167,15331.997211770624,9745.766875872909,653.9634984660233,1185.3157417536936,3053.365716843769,10.674899481887724,23.619318887948346,12.484744531345177,242.97864943552256,22.51901717403345,24.411771006460853,333.3469395208363,46.73839301527438,356.3432307303925,0.7825204310356847,46.13736781768801,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9745.766875872909,0.33,0.33,-0.002,384.850689188824,1.8854177438464697,3555.92431640625,7536.1708984375,-611.7722778320312,eta_1_x,0.0,4.0024394993930485,9395.6484375,328.8500061035156,-611.7722778320312,eta_3_bot,0.0
168,168,12865.274962023826,14199.887689717543,846.9840990546073,497.65270943903454,3613.406730716833,27.09331074590127,12.258922439493231,15.232482682291298,217.0626839394494,19.99619236418764,20.936917923725392,311.6673253479783,40.83654240069188,304.2282957591399,0.3764119080589286,-31.758411266122238,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14199.887689717543,0.33,0.33,-0.002,328.5665594198711,2.2245450720769666,2590.546142578125,11294.6787109375,-786.4852294921875,eta_4_x,0.0,3.3608362919872983,247.56517028808597,5779.185546875,-786.4852294921875,eta_3_top,0.0
169,169,17660.86955695273,3693.269613508289,1083.061348443768,939.744460842182,3211.493713041597,13.6382140499334,21.28541010884096,21.498345273262853,500.3088660252752,19.574607751841786,26.5246423773836,257.3628958395564,33.018702782652745,427.5000417340101,0.5434858535238013,28.161035603397348,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3693.269613508289,0.33,0.33,-0.002,461.70004507273086,0.0,,,,,,0.0,,,,,
170,170,14988.11472324988,12579.862601812349,1083.726205954778,561.4499894086864,2047.1840450644895,15.63870043742517,29.216004833659465,28.276002582945008,341.6842532788273,26.334637339854304,29.563360387060253,314.2197173638839,34.28591928178347,401.99501084328296,0.5207679112983742,40.668150691250304,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12579.862601812349,0.33,0.33,-0.002,434.1546117107456,1.7230959075069938,12278.5732421875,7685.322265625,-1037.6102294921875,eta_1_x,0.0,2.9178941448560347,12278.5732421875,14193.72265625,-1616.5321044921875,eta_3_bot,0.0
171,171,12508.334519270458,5177.413497678036,1198.9799236047058,345.64492491438386,2072.7044866128545,14.506053521146043,16.187589042077914,26.580904313624423,497.98245847814286,24.646537027797763,16.570271588247223,156.05673323447712,42.048332142860815,392.06960769536187,0.8581371828606258,-20.477216967055696,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5177.413497678036,0.33,0.33,-0.002,423.43517631099087,1.6703056212077705,4991.4130859375,5265.98974609375,-1157.6357421875,eta_1_x,0.0,0.1455818074978286,180.5291290283203,12037.54296875,-2732.236572265625,eta_3_top,144.0
172,172,14490.750238931254,14442.270103283812,827.2622568799684,842.4175106748623,2064.307508912648,16.258204875680136,10.126097936880232,23.813118113800936,370.614668671011,15.992544799913302,12.489949693556012,358.5791003799904,29.32455687845465,376.590164715468,0.3040171441195959,44.43709182414768,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14442.270103283812,0.33,0.33,-0.002,406.7173778927055,0.0,,,,,,0.0,,,,,
173,173,15107.96928923011,9879.473354399744,1111.4489977389835,617.3334167860112,4129.757307016593,15.231498733920995,16.512677397423804,14.578641986871542,428.7864069346415,25.820473869002814,25.36395513921299,157.82201923226964,42.42456966381607,442.6337162474746,0.1823623527205382,36.20623279371991,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9879.473354399744,0.33,0.33,-0.002,478.0444135472727,1.055715640655319,9524.55078125,6771.23486328125,-1068.700927734375,eta_1_x,0.0,0.0183035364662066,8554.884765625,7719.40087890625,-1068.700927734375,eta_3_top,122.0
174,174,6280.05020413477,4189.045429734448,265.3095916380413,599.9173298911044,3412.2859676139906,12.143605760111134,24.648823832390725,11.940089094950125,418.9506487475284,17.916636986512504,12.072641714678122,479.245431816091,49.32638670111746,392.0953557716443,0.2244315609144907,31.24493261956098,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4189.045429734448,0.33,0.33,-0.002,423.46298423337583,1.6984638137974268,4038.552734375,3025.90087890625,-219.16879272460935,eta_1_x,0.0,0.6275268534227102,4038.552734375,2654.232177734375,-219.16879272460935,eta_3_top,66.0
175,175,15454.986164708038,12413.190165660735,835.4102211084879,808.3797117248289,4274.816700355169,29.751938934812586,20.39181483647349,20.793455699191437,203.4396218199496,22.28406099955285,23.82819378353553,258.4558635339292,29.19261550490372,448.51471248938464,0.3846762655639041,-17.237508747282096,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,12413.190165660735,0.33,0.33,-0.002,484.3958894885354,1.6934690254637363,432.83050537109375,14289.9677734375,-1947.986083984375,eta_4_x,0.0,3.0049992485695536,432.83050537109375,6844.11767578125,-786.2684326171875,eta_3_top,0.0
176,176,12852.402455432592,17511.046161001457,774.3914460162906,796.8603507729949,3833.1109112649847,16.441711454867843,20.59532506179672,26.091591149075494,490.5674363118022,16.015505335903836,19.829543067060857,470.2337364403834,46.831989981600586,310.4517107244035,0.6494646496645483,29.97180379429794,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17511.046161001457,0.33,0.33,-0.002,335.28784758235577,2.1214269702495283,17091.654296875,11635.1826171875,-726.736572265625,eta_4_x,0.0,0.4835505213378566,15107.068359375,6460.869140625,-726.736572265625,eta_3_top,180.0
177,177,14982.263354473487,3516.132914955521,776.7451634655029,1162.261615132378,4518.858497102911,13.211298197465066,13.919600513756006,27.93862493516588,368.7890817706658,12.961160187318306,25.091129388138874,381.4667424259373,42.12588390642272,449.34808219243865,0.8089161880301478,-44.44032047303635,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3516.132914955521,0.33,0.33,-0.002,485.2959287678338,0.0,,,,,,0.0,,,,,
178,178,9658.314123994496,4950.213149153732,777.5683524004738,651.0516719004064,2872.55603040067,15.131551753587315,19.86410503191637,14.55795439306856,393.5274096674578,18.2068981852965,21.076510468573364,417.3719046621103,46.41019247196474,327.4964757567522,0.5655084815220122,-5.134879040926418,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4950.213149153732,0.33,0.33,-0.002,353.6961938172924,2.0385747769297886,4594.5380859375,3295.98486328125,-735.155517578125,eta_1_x,0.0,2.293112639004328,4594.5380859375,4180.04296875,-735.155517578125,eta_3_top,0.0
179,179,11055.890663592878,3882.567585318678,563.5881677971889,568.514946859967,3511.909824437117,21.258075431249075,20.49395034898796,22.078413725734396,189.98741268306563,26.444412172804327,19.003331674683995,195.3023800052077,36.324612008287474,333.7771847972354,0.5257584043518105,-9.082822454758466,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3882.567585318678,0.33,0.33,-0.002,360.4793595810143,2.0504229520526294,270.75933837890625,5586.7978515625,-515.6232299804688,eta_1_x,0.0,1.5637814876353824,270.75933837890625,4900.5771484375,-515.6232299804688,eta_3_top,0.0
180,180,11432.524750427376,15902.505039315549,1165.8161159368444,451.2672491766085,4681.516282155279,10.787488636412808,27.39137605475221,14.391565582603349,121.36838028815804,24.40844430275053,29.698538454479,309.83999466114864,29.117024501270578,432.16505317362896,0.2059936240911598,-18.618386917950392,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15902.505039315549,0.33,0.33,-0.002,466.7382574275193,1.6153287308744666,277.2491455078125,5131.35986328125,-1110.301025390625,eta_1_x,0.0,2.5318499621361754,277.2491455078125,10779.375,-1329.0538330078125,eta_3_bot,0.0
181,181,12687.413190957064,3192.6122069428734,997.1278074884596,971.8686348465096,2647.3094042070898,14.44050462511796,11.123657342478191,28.44565913693973,277.68455753137755,16.257049233249823,12.43431984214308,406.9832216165105,33.139390791702574,372.6878881031718,0.6790751040182988,-6.094659232111671,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3192.6122069428734,0.33,0.33,-0.002,402.5029191514256,1.7883053138749094,2963.221435546875,1524.560302734375,-951.8038330078124,eta_4_x,0.0,1.2214968287766936,222.6438446044922,437.9407958984375,-2955.44091796875,eta_3_top,0.0
182,182,3949.429351650744,6234.514604312187,221.2991132175412,242.56095685243824,3267.170000935038,14.575807951300552,14.651101033633548,17.93723175385954,112.58494692018078,13.0315408265347,16.323404002807834,350.5735565523498,36.69636761444345,440.56132092230274,0.104714021633395,15.773595613951276,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6234.514604312187,0.33,0.33,-0.002,475.806226596087,1.6577110676308338,108.6943130493164,3623.88671875,-646.4603271484375,eta_4_x,0.0,3.023277422043327,108.6943130493164,1356.43701171875,-174.70982360839844,eta_3_top,0.0
183,183,7261.650309080685,7309.075116824078,225.8182760324852,335.5501427130933,3585.1534570426293,19.500706925279086,27.27465331308152,16.415133329785636,280.7887623251682,20.181380467644424,12.434619059580784,324.73243723017146,25.30445310079632,319.229529735886,0.8232549911697699,-6.013504454075784,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7309.075116824078,0.33,0.33,-0.002,344.7678921147569,0.0,,,,,,0.0,,,,,
184,184,6120.881774418487,17857.608419321383,288.63406244687377,1030.0064098146615,3442.356708415164,27.4648924757884,20.22958910589264,28.51856741310955,125.54797278877862,16.558512960519312,10.721212484987335,446.1812504770662,27.807579873610745,437.7646502420361,0.1492671025320469,-2.195900401363984,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17857.608419321383,0.33,0.33,-0.002,472.785822261399,4.516566435018276,2347.670166015625,662.4823608398438,-242.45260620117188,eta_4_x,0.0,4.714001035139948,2347.670166015625,1862.8798828125,-242.45260620117188,eta_3_top,0.0
185,185,9916.587679993372,10943.740977426414,550.1001704762037,223.983813337703,4277.446792100034,24.084244877868493,29.390668893572197,22.687743091548544,253.71504648129525,14.868772270405143,20.488580431949085,363.7711672532242,26.380704441466104,436.4378362375743,0.1281129620585482,-22.62358874900121,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10943.740977426414,0.33,0.33,-0.002,471.35286313658025,1.5427754559853126,729.1036987304688,9627.7666015625,-921.1866455078124,eta_4_x,0.0,1.0502814252341877,127.1977081298828,9627.7666015625,-649.5323486328125,eta_3_bot,0.0
186,186,13189.9193942447,7948.606533010611,1063.05923100962,1062.8381128657663,3690.096112438349,20.38701541569355,23.53383949758447,26.83830731908589,356.27469733502755,11.50739999263118,12.103885686269653,470.19254157544367,49.698810397571805,418.5770389772168,0.1490076364179124,43.08109884455859,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7948.606533010611,0.33,0.33,-0.002,452.0632020953942,1.592476731089872,7377.49560546875,11641.375,-2023.4539794921875,eta_4_x,0.0,4.108076762557393,7377.49560546875,11641.375,-1320.39599609375,eta_3_bot,0.0
187,187,6754.240622856483,4871.106136265322,314.05027260408195,881.9486601839584,2734.0017716486777,11.01088844042931,12.913013508692435,26.857897043613526,164.2532518438676,12.604393769191727,26.192936814717303,403.9395362422253,36.47195205084098,412.1641268633618,0.6678034511135473,0.4264837850338438,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4871.106136265322,0.33,0.33,-0.002,445.1372570124309,1.6171233730208832,4696.1103515625,3128.266845703125,-270.7330017089844,eta_1_x,0.0,0.8550967831591438,4696.1103515625,3128.266845703125,-270.7330017089844,eta_3_top,4.0
188,188,6584.873977471356,6939.045188217438,319.21857975797934,275.73305525890135,3362.664016209512,22.385539903078747,28.458113781535268,12.08037957140458,244.95527610440075,27.16176634681665,10.964227607794426,233.8226495627644,31.17098131482357,379.3899070487727,0.1921603075621362,49.47945693828932,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,6939.045188217438,0.33,0.33,-0.002,409.7410996126746,1.7576371261746158,6772.85400390625,6224.30029296875,-756.8067016601562,eta_4_x,0.0,0.689243364056383,6772.85400390625,3360.983154296875,-277.58135986328125,eta_3_top,48.0
189,189,8559.478442152207,19380.84377992088,311.16828612786776,952.193634950414,3322.8276880394887,27.246115455690926,11.772659882505105,10.671335967349243,133.38057134889942,10.921745765775135,16.03804719061804,238.50056005428084,42.81816547341436,401.5743962443036,0.2403155230203368,10.972360395584795,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19380.84377992088,0.33,0.33,-0.002,433.70034794384793,1.7439487433576195,5288.92919921875,176.83685302734375,-259.3069152832031,eta_4_x,0.0,3.217081067315032,5288.92919921875,3554.758544921875,-259.3069152832031,eta_3_top,0.0
190,190,12165.814143612924,10447.384341596617,532.5318714920722,254.69727490371235,3941.1649012289167,20.090997709146983,12.954298548987012,25.5952012243575,113.94900434777354,23.192886877394777,25.151561267319806,274.9657753855567,32.45487495161723,381.22114454056015,0.20708980819005,48.27331541806802,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,10447.384341596617,0.33,0.33,-0.002,411.71883610380496,1.7372530781381574,10297.25390625,5812.92138671875,-484.119873046875,eta_1_x,0.0,0.2240648466863087,10297.25390625,5423.2314453125,-484.119873046875,eta_3_top,360.0
191,191,12789.014765394264,3578.6577150477547,475.5149699322675,1080.784558308536,2185.813536869628,29.41809343793568,17.43639514194171,21.97050803422433,304.9401471278419,20.383372705750528,27.948488599758644,136.7565012034686,45.694777546715336,343.4223269088987,0.3771612815960126,-49.893767614036,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3578.6577150477547,0.33,0.33,-0.002,370.8961130616106,2.0428752559010173,249.56558227539065,1015.7386474609376,-427.9634704589844,eta_4_x,0.0,5.059663676764547,249.56558227539065,272.1663513183594,-427.9634704589844,eta_3_bot,0.0
192,192,15519.624419794183,7105.777193072799,1138.1295017035122,608.3789978348428,4944.874240103498,28.890996603338223,12.974453638113689,18.38614270307001,350.8598012996934,11.407978230463083,20.078941914038783,461.1303194569107,25.12651039265895,422.28041567378745,0.1066078388945985,-30.948175110620237,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7105.777193072799,0.33,0.33,-0.002,456.0628489276905,1.627660268030078,247.7684783935547,13617.630859375,-1093.4969482421875,eta_4_x,0.0,4.364049933697308,247.7684783935547,259.1243896484375,-2425.096435546875,eta_3_bot,0.0
193,193,9516.430152258306,5548.105832365376,1128.2556817758332,459.47055374412673,4822.038233908877,17.5450504718305,13.970880164610964,13.113222974466709,459.5959033642207,13.505783309007526,13.37658863227056,413.9144997697834,40.0999947664959,305.9934589609352,0.5228853469790051,-15.028298561229304,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5548.105832365376,0.33,0.33,-0.002,330.47293567781,0.0,,,,,,0.0,,,,,
194,194,9142.814684208664,4704.314951872659,466.3718103438656,291.363241708936,2085.3710921591164,27.482018840415417,24.25306452455837,29.411774340214308,215.96334007709137,24.98742679441096,15.055258866824394,253.8128113766623,29.74598258606198,351.6144947293347,0.2111397153929169,-47.79907489487478,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,4704.314951872659,0.33,0.33,-0.002,379.7436543076815,2.0358386913727857,164.03289794921875,8752.3876953125,-611.7998657226562,eta_4_x,0.0,5.549685670419975,612.1790771484375,99.0634994506836,-1009.1161499023438,eta_3_bot,0.0
195,195,17248.756089372448,7480.526011613373,860.7876169001336,649.4877296467978,4049.853231651286,24.2674733629445,28.743810899643183,17.054269836699103,232.0918637418552,14.942622721535765,29.330476573184484,171.46901698586086,32.6800475601465,306.04476848260987,0.7731266973953907,-22.84574780203883,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7480.526011613373,0.33,0.33,-0.002,330.5283499612187,2.006060621004909,260.8355407714844,8842.7041015625,-813.8355712890625,eta_1_x,0.0,0.0674469460324216,260.8355407714844,7756.56396484375,-813.8355712890625,eta_3_top,96.0
196,196,7108.4257758061285,16500.241473327234,446.758769509368,941.929209404792,4183.645475364876,27.30486623659076,11.234512882164466,10.39975906105695,356.36274289370215,24.142779818077056,20.7570553740374,453.45687441144736,45.36230877712467,315.2530411646049,0.7916591862354471,41.14654278186932,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16500.241473327234,0.33,0.33,-0.002,340.4732844577734,2.1257701571205674,16263.130859375,5951.47998046875,-394.8100891113281,eta_4_x,0.0,4.429906683485656,16263.130859375,2861.71533203125,-394.8100891113281,eta_3_top,0.0
197,197,16133.822123827098,8909.285636722641,1153.209426603427,1037.3708825848912,3113.6455891162627,23.11946262919185,27.365106897501,15.197713892256392,312.8379895287165,11.018790226992738,22.1058556888863,236.5880038909835,24.793492991688247,448.1497791754734,0.6062767874470999,22.801944899084937,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8909.285636722641,0.33,0.33,-0.002,484.0017615095113,1.90471054373269,8269.1494140625,14621.4443359375,-3456.489013671875,eta_1_x,0.0,5.0463561672163095,8269.1494140625,14621.4443359375,-1370.345947265625,eta_3_bot,0.0
198,198,12775.387121356967,8845.263314417163,1112.622103198813,274.29525955986566,2257.8960787416418,29.87969097257116,12.787206069913196,23.74395916814301,236.50825838967864,16.111859607133226,19.02700830344967,285.06327687442905,42.8141307635216,304.46234249050326,0.4547654469166637,-22.660567273646738,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8845.263314417163,0.33,0.33,-0.002,328.8193298897435,2.223257958104714,1305.257080078125,12411.6474609375,-1700.2685546875,eta_4_x,0.0,1.5744711925940271,154.2109375,12411.6474609375,-1270.0814208984375,eta_3_bot,0.0
199,199,5585.6854671985575,17208.525532139567,321.87297227480263,1077.9284874471916,2580.121137066005,14.123217302079125,15.700660660442407,29.49519656702605,474.8868918874009,13.204105610931885,12.04521269089252,425.0265535027474,43.3524625118715,327.9352587970597,0.2692676893367956,-5.000752656114827,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17208.525532139567,0.33,0.33,-0.002,354.1700795008245,2.126948372484617,4532.33251953125,1649.5020751953125,-274.1880798339844,eta_1_x,0.0,5.986842674908918,4532.33251953125,2091.93603515625,-274.1880798339844,eta_3_top,0.0
200,200,8114.514658625371,7197.04277935006,314.426817747298,1147.2112056178405,3434.6298372414662,13.56641251027458,19.315044383471854,19.56948937147189,204.7548945301895,23.969407522238367,19.27262415555203,179.99185976475724,36.99043054853578,428.2860577744842,0.4199707499559034,-47.441862572622725,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,7197.04277935006,0.33,0.33,-0.002,462.548942396443,1.6599258959643393,167.3006134033203,604.4429931640625,-267.8450622558594,eta_4_x,0.0,2.2500220759231078,167.3006134033203,604.4429931640625,-267.8450622558594,eta_3_bot,0.0
201,201,16450.529877522033,11472.139607215617,671.9386678215875,1109.0363631873429,3563.358653709093,21.643339765523745,20.69900458492182,24.349360491518286,466.10547618825575,26.76878752296504,16.836761075593294,219.4804362749511,41.41535090474797,395.3655127122226,0.2817331843078458,-14.258715544679193,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,11472.139607215617,0.33,0.33,-0.002,426.99475372920045,0.0,,,,,,0.0,,,,,
202,202,8034.199061542532,16622.484722792695,1101.3181344968093,287.96885202687866,4174.382047237926,15.682040668008838,12.379627313869351,15.067471734093262,429.9845273357211,21.77265562165256,24.910232977414346,295.9461291358176,40.25962055269898,447.6544005037805,0.2660348485668995,19.613592254100706,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,16622.484722792695,0.33,0.33,-0.002,483.4667525440829,1.592619274175344,4536.18798828125,3353.828369140625,-1055.429931640625,eta_1_x,0.0,5.189166786995541,6434.65185546875,7650.240234375,-1246.872802734375,eta_3_bot,0.0
203,203,13647.035275221886,17168.761524781465,791.5046323357357,903.2229959080126,3161.330496697895,10.547441622055784,19.51289122166084,12.038516739878606,460.64259237266623,18.603646712846192,25.281359755761606,314.7347656493769,33.78845979149178,358.2328814072365,0.4505378688606375,32.632890040851684,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,17168.761524781465,0.33,0.33,-0.002,386.89151191981546,0.0,,,,,,0.0,,,,,
204,204,4717.263595749801,15653.724282525847,863.1486071792405,269.2744889733138,4678.968930226027,26.873283752088454,25.745021337423022,22.22598101622315,159.81543590015374,18.61833141029696,17.787626582633834,127.07259194773764,39.51016480490093,402.8688519659863,0.3136445687319486,-7.310700445085773,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15653.724282525847,0.33,0.33,-0.002,435.09836012326525,2.355265904510792,4583.71728515625,87.80690002441406,-5378.96875,eta_4_x,0.0,3.458520276333445,4583.71728515625,87.80690002441406,-4933.2373046875,eta_3_bot,0.0
205,205,10043.99023860234,19214.430208877635,642.3644267407052,527.725143192817,3174.8722964438925,18.09743168419034,18.05483712500497,9.983795021472156,388.5594786392719,18.545547457671447,22.485086247656795,243.97768054602787,30.98341515830974,310.97659704770723,0.4375795529124952,-42.46382599768491,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,19214.430208877635,0.33,0.33,-0.002,335.85472481152385,2.148149254242313,2804.297119140625,5069.47216796875,-593.8840942382812,eta_1_x,0.0,1.664080366201205,3536.46484375,4446.7939453125,-593.8840942382812,eta_3_top,0.0
206,206,9088.247439061674,14665.169150696667,278.85166748371535,759.3226318782774,4111.023862450831,11.005768975866252,16.45026843347147,15.823988566996766,109.11077109392484,12.749664704716103,19.347840585904517,490.59429440899873,29.721725676182608,445.7447682939252,0.3780517868329512,45.84201437588827,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,14665.169150696667,0.33,0.33,-0.002,481.4043497574392,1.4961655658747095,9508.560546875,4014.852783203125,-235.951416015625,eta_1_x,0.0,0.5941502654121954,9042.87890625,3606.113037109375,-235.951416015625,eta_3_top,84.0
207,207,16862.110163309288,3006.990074737049,670.1934048151713,1182.956742165266,2655.3530208292245,30.266770709607545,11.778656416845369,17.298405186922555,269.8107010625996,27.719992209282708,11.88813904625163,177.99498706692674,36.88974903037132,405.4274808591069,0.2742719204912926,-20.189480620068096,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,3006.990074737049,0.33,0.33,-0.002,437.86167932783553,1.647530522626925,209.6991424560547,1360.2335205078125,-623.1622924804688,eta_4_x,0.0,2.715785534142806,209.6991424560547,7326.609375,-623.1622924804688,eta_3_top,0.0
208,208,15007.03839615464,15129.974455523652,499.31486621304913,1056.5849596047874,2408.403173711088,16.190629790346073,26.03986754669675,26.651867525083308,389.89266742861497,28.12618819024016,22.449775765223336,163.91398561284475,26.951219029939647,339.89947388120254,0.1857927073450763,8.19096625255587,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15129.974455523652,0.33,0.33,-0.002,367.0914317916988,1.9533453279134456,263.7805480957031,13042.7568359375,-451.7610778808594,eta_4_x,0.0,0.2881704103161901,263.7805480957031,243.21632385253903,-451.7610778808594,eta_3_bot,288.0
209,209,12792.5722838424,8594.545561590703,381.7806208258182,535.8679501368069,3820.3404116148818,20.92434473118227,18.428637614448803,23.402830904856696,204.00324145059108,27.83965519105116,22.151068511546708,134.22274270131217,37.9485951057878,323.2356856917741,0.4997830838796035,-48.74000221027273,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,8594.545561590703,0.33,0.33,-0.002,349.0945405471161,2.057430245819424,199.7865295410156,5306.6943359375,-334.0580444335937,eta_1_x,0.0,0.4867821816190782,199.7865295410156,5908.189453125,-334.0580444335937,eta_3_top,108.0
210,210,13461.74540376312,5726.479499759544,474.0724968763009,903.4028318252784,2622.8057482594704,15.615096179964452,10.924544919235837,26.2035783836697,183.8798803885392,20.631825548788377,25.018939652998867,290.45047601010407,33.36877899953213,390.68483402356617,0.8528375128923589,37.47654658928766,90,0,0,30,30,12,12,12,1.08,0.045,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,5726.479499759544,0.33,0.33,-0.002,421.93962074545146,1.703850211141869,199.67431640625,12266.4150390625,-430.9750061035156,eta_4_x,0.0,0.4655937472289101,5520.75390625,6053.59033203125,-430.9750061035156,eta_3_top,72.0
