,ID,d4_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.48171078060073,2570.1162109375,5240.0,-3915.376953125,eta_4,0,11.911047222669987,9642.4013671875,5240.0,-3915.376953125,eta_3_bot,0,0.5136400677010772,9536.4,178.20000000000005,0.0,bot,27,6.298779210967737,8434.800000000003,534.6000000000001,0.0,top,0,6.216602844719847,9642.4013671875,5240.0,-3915.376953125,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.939426428855828,2570.1162109375,5245.71435546875,-3915.376953125,eta_4,0,12.108041969344326,9642.4013671875,5245.71435546875,-3915.376953125,eta_3_bot,0,0.5162942004997191,9536.4,178.20000000000005,0.0,bot,27,6.297743855920963,8434.800000000003,534.6000000000001,0.0,top,0,6.314914370239707,9642.4013671875,5245.71435546875,-3915.376953125,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.439454507918901,2570.1162109375,5247.05859375,-3915.376953125,eta_4,0,12.34336860602306,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.52158824303376,9536.4,178.20000000000005,0.0,bot,27,6.297379929201291,8434.800000000003,534.6000000000001,0.0,top,0,6.432369673934361,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.9780711438764818,2570.1162109375,5247.05859375,-3915.376953125,eta_4,0,12.592897005187648,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5275420380734541,9536.4,178.20000000000005,0.0,bot,27,2.160557689726959,9536.4,5221.8,0.0,bot,0,6.556918146227468,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.095306024232534,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,12.83588245514645,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5333027946589005,9536.4,178.20000000000005,0.0,bot,27,2.1193824245253103,9536.4,5221.8,0.0,bot,0,6.678207948908263,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.0942430340665386,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.07848554399549,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5386311146777518,9536.4,178.20000000000005,0.0,bot,27,2.0832290994235847,9536.4,5221.8,0.0,bot,0,6.799316354332334,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.0940284285700255,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.31217486039012,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5440381621953622,9536.4,178.20000000000005,0.0,bot,27,2.052235127930658,9536.4,5221.8,0.0,bot,0,6.91598151462853,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.094031884702846,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.54310259944018,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.549069541036285,9536.4,178.20000000000005,0.0,bot,27,2.0252513788213395,9536.4,5221.8,0.0,bot,0,7.031274922982598,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.094202813460952,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.774721797109752,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5540327868066761,9536.4,178.20000000000005,0.0,bot,27,2.0011780335525944,9536.4,5221.8,0.0,bot,0,7.1469161803147285,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,4.095320171820372,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.990179872696944,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5587665287312157,9536.4,178.20000000000005,0.0,bot,27,1.980903151559324,9536.4,5221.8,0.0,bot,0,7.254504604037748,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
