,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu
0,13410.0,10980.0,750,500,4810,90,0,0,24,24,28,18,18,28,200,18,14,14,18,200,35,390,1.046,0.045,3540.0,0,7440.0,0,785,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10980.0,0.33,0.33,-0.002,407.94
