,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,10.41963698370143,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,16.995654348742377,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.469189222005178,534.5999999999999,0.0,-1658.7,bot,0,8.756135071833867,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,0
0,10.359678113062644,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,16.524760544188652,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.488577441427015,534.5999999999999,0.0,-1658.7,bot,0,8.520836606979739,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,1
0,10.313985161134706,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,16.214756729251967,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.503306654761224,534.5999999999999,0.0,-1658.7,bot,0,8.365940072084339,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,2
0,10.279950815800643,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.991720343824605,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.5121398957691365,534.5999999999999,0.0,-1658.7,bot,0,8.254510425953868,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,3
0,10.252387188731177,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.823751889418027,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.518934077394701,534.5999999999999,0.0,-1658.7,bot,0,8.170595486002837,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,4
0,10.229641599890389,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.690691181351134,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.524103112539069,534.5999999999999,0.0,-1658.7,bot,0,8.10412203797279,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,5
0,10.208578933374122,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.584453603580823,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.528467401207325,534.5999999999999,0.0,-1658.7,bot,0,8.051053603435749,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,6
0,10.191234456564665,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.496120750697155,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.532000775963708,534.5999999999999,0.0,-1658.7,bot,0,8.006927914362048,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,7
0,10.174921791989062,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.422604170082186,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.5351369688443,534.5999999999999,0.0,-1658.7,bot,0,7.970206182771035,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,8
0,10.161006334543076,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.357888054402023,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.537546574552601,534.5999999999999,0.0,-1658.7,bot,0,7.937877748067547,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,9
0,10.148302990997253,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.30238512290434,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.539697879462441,534.5999999999999,0.0,-1658.7,bot,0,7.910152490417193,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,10
0,10.13641194124884,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.253869819038716,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.541603044053276,534.5999999999999,0.0,-1658.7,bot,0,7.885921026477818,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,11
0,10.126041380870255,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.209588650975352,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.5430739275883445,534.5999999999999,0.0,-1658.7,bot,0,7.8638012351715805,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,12
0,10.115976113169808,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.171252274987665,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.544618988662901,534.5999999999999,0.0,-1658.7,bot,0,7.844653054203739,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,13
0,10.1073368174066,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.135853521177637,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.545904075232828,534.5999999999999,0.0,-1658.7,bot,0,7.826972034896635,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses,14
