,ID,d1_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.239030631617463,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.541287889539138,9642.4013671875,5240.0,-3915.376953125,eta_3_bot,0,0.5522478870404951,9536.4,178.20000000000005,0.0,bot,27,2.075201538986834,9536.4,5221.8,0.0,bot,0,7.030364883955689,9642.4013671875,5240.0,-3915.376953125,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.240064725852626,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.900054115151256,9642.4013671875,5245.71435546875,-3915.376953125,eta_3_bot,0,0.5570716791533278,9536.4,178.20000000000005,0.0,bot,27,2.0218882411022108,9536.4,5221.8,0.0,bot,0,7.209497629514723,9642.4013671875,5245.71435546875,-3915.376953125,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.243953830577532,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.026532788188558,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5597310419773139,9536.4,178.20000000000005,0.0,bot,27,1.9934381409551607,9536.4,5221.8,0.0,bot,0,7.272657908143444,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.245454903508039,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.20181585734093,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5627894382294877,9536.4,178.20000000000005,0.0,bot,27,1.9584642113956636,9536.4,5221.8,0.0,bot,0,7.360181501883324,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.249299684599775,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.375677627576742,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5661631372911624,9536.4,178.20000000000005,0.0,bot,27,1.9277219651356856,9536.4,5221.8,0.0,bot,0,7.447002262879079,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.249495706272785,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.560691921212326,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5688264465197694,9536.4,178.20000000000005,0.0,bot,27,1.8951662394205808,9536.4,5221.8,0.0,bot,0,7.539393875122287,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.251148947005715,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.755824721713054,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5710257642296894,9536.4,178.20000000000005,0.0,bot,27,1.866806689874172,9536.4,5221.8,0.0,bot,0,7.636843115433495,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.252062786254746,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.957409417907042,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5735083117199943,9536.4,178.20000000000005,0.0,bot,27,1.8390925144110983,9536.4,5221.8,0.0,bot,0,7.737516246223485,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.2503740357928095,9642.4013671875,2438.801513671875,-1129.4117431640625,eta_1,0,15.163147784005584,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5756427035453702,9536.4,178.20000000000005,0.0,bot,27,1.8120339603867468,9536.4,5221.8,0.0,bot,0,7.840270627914269,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,7.251532842878936,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,15.37986720126585,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.5777533840543794,9536.4,178.20000000000005,0.0,bot,27,1.7871447362060209,9536.4,5221.8,0.0,bot,0,7.948518697518904,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
