,ID,d1_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,9.612961813235923,5270.68359375,160.0,-2814.114501953125,eta_1,0,12.697188635153614,9642.4013671875,5240.0,-3738.8232421875,eta_3_bot,0,0.6541735204496624,9536.4,178.20000000000005,0.0,bot,27,3.9784140037554896,9536.4,5221.8,0.0,bot,0,6.608871942594157,9642.4013671875,5240.0,-3738.8232421875,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.82539473148394,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,12.959988415884895,9642.4013671875,5245.71435546875,-3738.8232421875,eta_3_bot,0,0.6583240599561287,9536.4,178.20000000000005,0.0,bot,27,3.6640281519878912,9536.4,5221.8,0.0,bot,0,6.74009501590674,9642.4013671875,5245.71435546875,-3738.8232421875,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.815086596934384,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.113738259851695,9642.4013671875,5247.05859375,-3738.8232421875,eta_3_bot,0,0.6636833411414172,9536.4,178.20000000000005,0.0,bot,27,3.481254823464924,9536.4,5221.8,0.0,bot,0,6.816890413782931,9642.4013671875,5247.05859375,-3738.8232421875,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.811608671160398,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.319248405680415,9642.4013671875,5247.05859375,-3738.8232421875,eta_3_bot,0,0.6714371023123175,9536.4,178.20000000000005,0.0,bot,26,3.3092729173545488,9536.4,5221.8,0.0,bot,0,6.919528302278378,9642.4013671875,5247.05859375,-3738.8232421875,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.80274494491875,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.553812612971898,9642.4013671875,5247.05859375,-3738.8232421875,eta_3_bot,0,0.6790458160935811,9536.4,178.20000000000005,0.0,bot,26,3.1504344589544897,9536.4,5221.8,0.0,bot,0,7.036657658322486,9642.4013671875,5247.05859375,-3738.8232421875,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.797113976378157,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.83258295280189,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.6873620821170352,9536.4,178.20000000000005,0.0,bot,26,2.9998138150040954,9536.4,5221.8,0.0,bot,0,7.175781375239421,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.797960224188609,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,13.994561738694983,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.6896272311119255,9536.4,178.20000000000005,0.0,bot,26,2.949430140164037,9536.4,5221.8,0.0,bot,0,7.256659064855661,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.79751669966956,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.157767962264067,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.6911305696519219,9536.4,178.20000000000005,0.0,bot,26,2.9058594767884047,9536.4,5221.8,0.0,bot,0,7.338154101769225,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.797737839652427,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.328592178201337,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.693200256983879,9536.4,178.20000000000005,0.0,bot,26,2.861386121597026,9536.4,5221.8,0.0,bot,0,7.4234565083214195,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,30,12,14,30,200,24,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,10.79798616964785,9642.4013671875,2226.798583984375,-1129.4117431640625,eta_1,0,14.511460167881896,9642.4013671875,5247.05859375,-3915.376953125,eta_3_bot,0,0.6953055941252639,9536.4,178.20000000000005,0.0,bot,26,2.8188170267155086,9536.4,5221.8,0.0,bot,0,7.514785156629503,9642.4013671875,5247.05859375,-3915.376953125,eta_y_bot_stresses
