val/h_w_loss,val/t_p_loss,val/s_walls_loss,epoch,val/ODP_loss,val/b1_loss,val/d1_walls_loss,val/d2_plate_loss,val/d4_walls_loss,val/z_loss,val/L_loss,val/loss,val/s_plate_loss,val/d1_plate_loss,val/eta_min_tot_loss,val/AP_loss,val/GWP_loss,val/ADP-minerals-metals_loss,val/decorrelation_loss,step,val/fcc_loss,val/fsy_loss,val/POCP_loss,val/d4_plate_loss,val/features_loss,val/s_loss,val/beta_loss,val/ADP-fossil_loss,val/t_w_loss,train/loss,train/fsy_loss,train/s_loss,train/t_p_loss,train/d1_walls_loss,train/POCP_loss,train/fcc_loss,train/ADP-minerals-metals_loss,train/b1_loss,train/d4_plate_loss,train/beta_loss,train/h_w_loss,train/GWP_loss,train/eta_min_tot_loss,train/ADP-fossil_loss,train/t_w_loss,train/z_loss,train/AP_loss,train/d2_plate_loss,train/s_walls_loss,train/s_plate_loss,train/L_loss,train/decorrelation_loss,train/d4_walls_loss,train/ODP_loss,train/d1_plate_loss,train/features_loss
0.07320372015237808,0.09334354102611542,0.08187554031610489,0,0.11248967051506042,0.08277416974306107,0.09271843731403351,0.028023483231663704,0.0877150148153305,0.7000919580459595,0.07761167734861374,2.471466541290283,0.0720428079366684,0.08288499712944031,0.16280269622802734,0.02042279951274395,0.06380486488342285,0.04913180321455002,0.0,21,0.0861433669924736,0.08068431168794632,0.03913230821490288,0.08050615340471268,1.7713744640350342,0.0680341124534607,0.0883333757519722,0.06626398861408234,0.0814315676689148,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07169603556394577,0.08055144548416138,0.07612288743257523,1,0.08383341878652573,0.0624518096446991,0.09379636496305466,0.003951597027480602,0.08692373335361481,0.27161744236946106,0.07010156661272049,1.7971707582473755,0.06988362967967987,0.07578771561384201,0.14536641538143158,0.00997096672654152,0.04826894402503967,0.028670955449342728,0.0,43,0.07660473138093948,0.08180299401283264,0.029525209218263626,0.06433943659067154,1.5255532264709473,0.06816764175891876,0.088091641664505,0.03828427940607071,0.0713597759604454,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2,,,,,,,,,,,,,,,,49,,,,,,,,,,1.7259507179260254,0.08143288642168045,0.094293013215065,0.07313235104084015,0.09366734325885773,0.036531150341033936,0.1033930853009224,0.035753149539232254,0.07547393441200256,0.07470131665468216,0.08585475385189056,0.08685974776744843,0.05259888619184494,0.15706446766853333,0.047997843474149704,0.07980045676231384,0.04525905102491379,0.011352553963661194,0.0039574336260557175,0.07193458080291748,0.09326594322919846,0.06910916417837143,0.0,0.07406071573495865,0.09112478792667389,0.08733215928077698,1.6806917190551758
0.07243496924638748,0.0721878930926323,0.07055842876434326,2,0.04984162002801895,0.05127149075269699,0.09145090728998184,0.0020944911520928144,0.08217334002256393,0.12098433822393417,0.0679464116692543,1.4691369533538818,0.07055879384279251,0.07334839552640915,0.11401718109846115,0.008657285943627357,0.022063184529542923,0.015930773690342903,0.0,65,0.07121147960424423,0.0812220647931099,0.03143792226910591,0.07205995917320251,1.3481525182724,0.0676220953464508,0.08313318341970444,0.01721254177391529,0.05971809849143028,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06993371248245239,0.07165142893791199,0.06100901588797569,3,0.02373618632555008,0.046255022287368774,0.09027364104986191,0.0017228479264304042,0.07785852253437042,0.0752333477139473,0.069147989153862,1.2974354028701782,0.07067671418190002,0.07300169765949249,0.06915595382452011,0.007053682580590248,0.01508393045514822,0.013343997299671173,0.0,87,0.06503177434206009,0.08460452407598495,0.025346405804157257,0.07370465248823166,1.222201943397522,0.06896249949932098,0.08106900006532669,0.00784223061054945,0.055736616253852844,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,4,,,,,,,,,,,,,,,,99,,,,,,,,,,1.3205159902572632,0.10211772471666336,0.08955562114715576,0.09146977216005325,0.10260149836540222,0.020380107685923576,0.06452488899230957,0.012431325390934944,0.053256310522556305,0.06769661605358124,0.10428264737129211,0.08596651256084442,0.01559187937527895,0.06156967580318451,0.008511845022439957,0.07115893810987473,0.01148562878370285,0.009116167202591896,0.0017137504182755947,0.06614921987056732,0.07593291997909546,0.04735979065299034,0.0,0.08019276708364487,0.01453061867505312,0.06292000412940979,1.3090304136276245
0.07134375721216202,0.07118570059537888,0.05631764233112335,4,0.01277551893144846,0.047878146171569824,0.08903567492961884,0.0013223898131400347,0.07897663116455078,0.060015611350536346,0.06742939352989197,1.2138718366622925,0.0678313747048378,0.06374026089906693,0.039556942880153656,0.0066194660030305386,0.01516985148191452,0.013930879533290863,0.0,109,0.07112456113100052,0.08020886778831482,0.0169499684125185,0.07249370962381363,1.1538561582565308,0.06967511773109436,0.08145126700401306,0.006237610708922148,0.05260154604911804,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07131126523017883,0.07099943608045578,0.048925865441560745,5,0.010433240793645382,0.04447536543011665,0.08959024399518967,0.0011017171200364828,0.08245262503623962,0.07604746520519257,0.06653071194887161,1.1884304285049438,0.06785470247268677,0.06172516942024231,0.02721439301967621,0.005606574472039938,0.011312889866530895,0.011720091104507446,0.0,131,0.07490293681621552,0.07880190759897232,0.009172061458230019,0.07316602766513824,1.1123831272125244,0.06912276148796082,0.08010942488908768,0.004396025091409683,0.05145769938826561,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,6,,,,,,,,,,,,,,,,149,,,,,,,,,,1.2392030954360962,0.08640240132808685,0.09966471791267395,0.06785817444324493,0.07528246939182281,0.01046653464436531,0.074465811252594,0.010439463891088963,0.0661618784070015,0.06691507995128632,0.08740841597318649,0.09155914187431335,0.019053205847740173,0.022090302780270576,0.012453045696020126,0.06687027961015701,0.009182436391711235,0.011273645795881748,0.000980650307610631,0.060473307967185974,0.0869712308049202,0.061328668147325516,0.0,0.07469792664051056,0.014967057853937149,0.06223713606595993,1.2300206422805786
0.06821415573358536,0.06973575800657272,0.047996148467063904,6,0.010352641344070435,0.047573767602443695,0.0884738638997078,0.000895496632438153,0.08370351046323776,0.05507590249180794,0.0661255493760109,1.161021113395691,0.07043248414993286,0.06067623943090439,0.016607385128736496,0.0071209198795259,0.012320959940552711,0.012502601370215416,0.0,153,0.07551842927932739,0.08338286727666855,0.006956126540899277,0.072720006108284,1.1059452295303345,0.06714034825563431,0.08313452452421188,0.005115545354783535,0.049245964735746384,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0694640576839447,0.07309136539697647,0.04348405450582504,7,0.010025189258158207,0.0444692000746727,0.09081803262233734,0.0007721634465269744,0.08266248553991318,0.03118678741157055,0.06768212467432022,1.1099070310592651,0.07029672712087631,0.05503673478960991,0.015387292951345444,0.006090566050261259,0.007953076623380184,0.010646598413586617,0.0,175,0.07272297143936157,0.07958589494228363,0.007548293564468622,0.07008808851242065,1.0787200927734375,0.06794967502355576,0.07908123731613159,0.004594660364091396,0.0492696575820446,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06915846467018127,0.07253434509038925,0.04329201206564903,8,0.009299112483859062,0.04096929728984833,0.08691909909248352,0.0006471892702393234,0.08236467093229294,0.05312797427177429,0.06819742918014526,1.114089012145996,0.06888969987630844,0.051591530442237854,0.013392305001616478,0.004881222266703844,0.007096457295119762,0.010679082944989204,0.0,197,0.07222091406583786,0.08148106932640076,0.006375862751156092,0.07107570022344589,1.0609610080718994,0.06735560297966003,0.08066757023334503,0.003935357555747032,0.04793703183531761,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,9,,,,,,,,,,,,,,,,199,,,,,,,,,,1.0596632957458496,0.09713003039360046,0.07320916652679443,0.059742510318756104,0.07657311856746674,0.008631538599729538,0.061878032982349396,0.010120224207639694,0.0441490113735199,0.06269285827875137,0.08153863251209259,0.05645677074790001,0.008914576843380928,0.011243542656302452,0.0073361569084227085,0.046024810522794724,0.003040082985535264,0.006439846009016037,0.000767833786085248,0.05330066382884979,0.09592108428478241,0.06895557045936584,0.0,0.07016739249229431,0.008952898904681206,0.04647704213857651,1.0566232204437256
0.0683823749423027,0.07398289442062378,0.03871336579322815,9,0.00917944498360157,0.042847588658332825,0.08839351683855057,0.0005607460043393075,0.08461380004882812,0.04009561240673065,0.0673084482550621,1.0889167785644531,0.06911792606115341,0.0476929247379303,0.014726144261658192,0.004208147060126066,0.006404371466487646,0.010436656884849072,0.0,219,0.07441313564777374,0.07826029509305954,0.006390509661287069,0.06878430396318436,1.048821210861206,0.06444308906793594,0.0808645561337471,0.004010641481727362,0.045086298137903214,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.06922971457242966,0.07481548935174942,0.036552928388118744,10,0.009435581974685192,0.046064481139183044,0.08817742019891739,0.0005660930182784796,0.08450386673212051,0.04221048206090927,0.06927490234375,1.088648796081543,0.07231663912534714,0.04559940844774246,0.012179572135210037,0.004587839357554913,0.006554845720529556,0.010271601378917694,0.0,241,0.07158242911100388,0.07620485126972198,0.0060705095529556274,0.0672343298792839,1.0464383363723755,0.06637482345104218,0.07987037301063538,0.0037802911829203367,0.04519038274884224,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,11,,,,,,,,,,,,,,,,249,,,,,,,,,,1.166831612586975,0.09436597675085068,0.07537053525447845,0.05730249360203743,0.08311842381954193,0.008321871049702168,0.08673122525215149,0.013715949840843678,0.06714270263910294,0.07337471097707748,0.06963714957237244,0.08593601733446121,0.011592202819883823,0.0280311182141304,0.00692456029355526,0.04527572914958,0.009872487746179104,0.010133021511137486,0.000540844863280654,0.04145117476582527,0.07884223759174347,0.06824828684329987,0.0,0.07627769559621811,0.012502291239798069,0.06212306022644043,1.1569591760635376
