,ID,d2_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2092956873188028,9487.2041015625,188.2904510498047,-350.0,eta_4,0,4.191730476021832,9487.2041015625,2506.003662109375,-350.0,eta_3_top,0,0.8499752110919395,9169.2,445.5,0.0,bot,2,0.8499752110919395,9169.2,445.5,0.0,bot,2,2.3797364919331816,9487.2041015625,2506.003662109375,-350.0,eta_y_top_stresses
1,1,11.428571428571429,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2238330270518183,9487.2041015625,188.2904510498047,-354.28570556640625,eta_4,0,4.207858574706867,9487.2041015625,2506.003662109375,-354.28570556640625,eta_3_top,0,0.8413246380660626,9169.2,445.5,0.0,bot,2,0.8413246380660626,9169.2,445.5,0.0,bot,2,2.3876579669929403,9487.2041015625,2506.003662109375,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.218457778278036,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.179216579209772,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8374373340012254,9169.2,445.5,0.0,bot,2,0.8374373340012254,9169.2,445.5,0.0,bot,2,2.373601645380126,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2195186986315023,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.174804168542113,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8365382754699636,9169.2,445.5,0.0,bot,2,0.8365382754699636,9169.2,445.5,0.0,bot,2,2.3714394753236308,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
4,4,15.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2206358729352436,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.171946248750061,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8358848227679151,9169.2,445.5,0.0,bot,2,0.8358848227679151,9169.2,445.5,0.0,bot,2,2.37004088159926,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
5,5,17.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2216890642482128,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.16954124115422,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8353660924349708,9169.2,445.5,0.0,bot,2,0.8353660924349708,9169.2,445.5,0.0,bot,2,2.3688646906040742,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
6,6,18.57142857142857,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2225500507937708,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.168204385260991,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8348641264115335,9169.2,445.5,0.0,bot,2,0.8348641264115335,9169.2,445.5,0.0,bot,2,2.368212760896176,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
7,7,20.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2233694943755962,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.167373013228296,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8344032812981423,9169.2,445.5,0.0,bot,2,0.8344032812981423,9169.2,445.5,0.0,bot,2,2.367808879178973,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
8,8,21.42857142857143,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2241402589730537,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.166993710411136,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8340037572255695,9169.2,445.5,0.0,bot,2,0.8340037572255695,9169.2,445.5,0.0,bot,2,2.3676272817047725,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
9,9,22.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.22483392305462,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.167019736312719,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8336194746731682,9169.2,445.5,0.0,bot,2,0.8336194746731682,9169.2,445.5,0.0,bot,2,2.367644211070918,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
10,10,24.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2255133958928328,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.16738969301835,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8333011709214556,9169.2,445.5,0.0,bot,2,0.8333011709214556,9169.2,445.5,0.0,bot,2,2.367829986184046,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
11,11,25.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.226148754583264,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.1679718002293855,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8329799256472264,9169.2,445.5,0.0,bot,2,0.8329799256472264,9169.2,445.5,0.0,bot,2,2.3681199556628347,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
12,12,27.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2267810484495956,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.168864360184858,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8327332423773769,9169.2,445.5,0.0,bot,2,0.8327332423773769,9169.2,445.5,0.0,bot,2,2.3685627020390325,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
13,13,28.571428571428573,5800,9720,400,400,2780,90,0,0,30,30,14,12,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2273628244764745,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.169952131109342,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8324880239061958,9169.2,445.5,0.0,bot,2,0.8324880239061958,9169.2,445.5,0.0,bot,2,2.369100810623373,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
