,ID,fcc,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,25.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0032006857817188,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.204540032899946,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2462097708901288,9536.4,178.20000000000005,0.0,bot,24,0.4510213920962609,9536.4,5221.8,0.0,bot,6,1.9034872328874275,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
1,1,26.785714285714285,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0030300940405392,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.2674986648894992,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2488780691206908,9536.4,178.20000000000005,0.0,bot,24,0.4550995315808341,9536.4,5221.8,0.0,bot,6,1.934023378250241,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
2,2,28.571428571428573,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.002711248399028,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.3907547316980744,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2540137963274433,9536.4,178.20000000000005,0.0,bot,24,0.4630401689430122,9536.4,5221.8,0.0,bot,6,1.9939859113487952,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
3,3,30.357142857142858,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0024275648458665,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.511817146996832,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2590168258524379,9536.4,178.20000000000005,0.0,bot,24,0.4708557482863483,9536.4,5221.8,0.0,bot,6,2.0530162789490083,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
4,4,32.142857142857146,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0021692691183186,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.630600144886986,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2639099979535487,9536.4,178.20000000000005,0.0,bot,24,0.4785362387050346,9536.4,5221.8,0.0,bot,6,2.11113010505998,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
5,5,33.92857142857143,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0020486411391725,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.689263545879552,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2663071325907822,9536.4,178.20000000000005,0.0,bot,23,0.482248927917372,9536.4,5221.8,0.0,bot,5,2.139873857777036,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
6,6,35.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0018091278477388,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.805754238779668,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2710320391879426,9536.4,178.20000000000005,0.0,bot,23,0.4896996163956464,9536.4,5221.8,0.0,bot,5,2.196840506730611,9642.4013671875,75.3161849975586,-352.941162109375,eta_y_bot_stresses
7,7,37.5,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.00161305609617,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.918814944986764,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.275614023203893,9536.4,178.20000000000005,0.0,bot,23,0.4968323231175919,9536.4,5221.8,0.0,bot,5,2.2526082426505534,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
8,8,39.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0014199184752044,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.03203856517008,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.280173683628879,9536.4,178.20000000000005,0.0,bot,23,0.503838164120347,9536.4,5221.8,0.0,bot,5,2.308356908822728,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
9,9,41.07142857142857,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0012509841468185,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.143157849245785,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.2846443032877249,9536.4,178.20000000000005,0.0,bot,22,0.5107187710147939,9536.4,5221.8,0.0,bot,5,2.363105300814784,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses
