,ID,d4_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.796611615057052,9487.2041015625,188.2904510498047,-350.0,eta_4,0,3.567702325929118,9487.2041015625,2506.003662109375,-350.0,eta_3_top,0,0.6557414722977148,9169.2,445.5,0.0,bot,3,2.0746337114232736,9487.2041015625,2506.003662109375,-350.0,eta_y_top_stresses
1,1,12.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.832727679493892,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.938570935280167,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7654482470417951,9169.2,445.5,0.0,bot,2,2.255662751227706,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
2,2,14.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.156953487508884,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.175494143053203,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8366753155511634,9169.2,445.5,0.0,bot,2,2.371777571047708,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
3,3,16.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.591889863664363,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.4006914322713895,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.9020833305368952,9169.2,445.5,0.0,bot,1,2.4824082723513614,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
4,4,18.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.068933464140129,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.6199157084851326,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.962960465186228,9169.2,445.5,0.0,bot,1,2.5903126961731857,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
5,5,20.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.588066787156241,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.833613390280185,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.0187024378985017,9169.2,445.5,0.0,bot,0,2.6956638689949126,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
6,6,22.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.7372786694612734,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.0430076527049685,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.0691812135246932,9169.2,445.5,0.0,bot,0,2.7990306437108448,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
7,7,26.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.888185592989685,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.452103299420337,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.153455444891821,9169.2,445.5,0.0,bot,0,3.0013059027736606,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
8,8,30.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,4.008741323943736,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.463472191493932,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.2213555462292291,9169.2,445.5,0.0,bot,0,3.0070313035510066,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
