,um,ux,uy,uz,sf1,sf2,sf3,sf4,sf5,sm1,sm2,sm3,analysis_error
2770,2.650363065128338,0.11871801852074643,0.981551070272396,0.01777667902825921,40.94748306274,0.0,24.17722892761,14.57990646362,39.53374862671,40825.1719,7282.06738,659.49224853516,False
2771,7.569499031581451,1.0227369372790949,2.5936327878496885,0.5376728681546608,265.54473876953,100.49732208252,338.16192626953,297.0915222168,243.81398010254,166885.578,313261.938,35176.9805,False
2772,0.02611679973504211,0.004832106391934415,0.00512377295374515,0.0,8.57420635223,0.0,2.50157141685,8.83269786835,21.17197990417,4261.61719,5714.57861,1039.505,False
2773,0.5654431198355113,0.04935456463022425,0.13283258838320755,0.008377056077529607,48.74401473999,0.0,28.65258789062,65.18363189697,186.07209777832,50870.8945,358377.438,23872.2012,False
2774,2.364092667329699,0.12406920759906148,0.5351326726057407,0.1013934373378233,23.4114112854,0.0,230.22723388672,110.06474304199,200.46961975098,99278.1797,274845.188,68909.2266,False
2775,0.2526728567922965,0.021994704447500332,0.050727573479544416,0.0,15.01980018616,0.0,25.609998703,32.73009872437,90.49822998047,8546.35059,58130.6211,5757.18701,False
2776,9.178869061111842,0.11349838543733379,0.6688521109407015,0.06865044056116466,18.77957725525,0.0,8.58078956604,13.92472362518,73.4234085083,14509.5137,7244.50879,3072.31836,False
2777,1.5433729653674229,0.1547284620626722,0.16210803389241618,0.03912693045661702,33.1442527771,0.0,216.54319763184,110.88115692139,234.92370605469,82527.9766,154322.625,23813.0664,False
2778,0.43948539239253165,0.003911039221359378,0.027512407262596086,0.0,3.5569627285,0.0,17.86259078979,7.51473140717,42.00037384033,1715.1593,55741.793,923.90032958984,False
2779,5.624100527466233,0.09222071292517275,2.5105695463590676,0.17197812707009605,119.73494720459,0.0,192.40649414062,48.16302490234,135.58213806152,26061.4785,104689.57,35730.1758,False
2780,5.40652862480605,0.02210211757685251,0.0969360468235331,0.0,32.75856781006,0.0,0.0,6.74938154221,29.06077575684,5203.59521,41112.3203,2309.54688,False
2781,0.2316760579294166,0.014246598668127684,0.03387091758973247,0.0,8.6882686615,0.0,0.30799007416,4.74739313126,22.27995300293,2387.56226,12214.5488,1581.65686,False
2782,1.946542179518313,0.09470320689550715,1.5340580294827633,0.0,36.96571731567,0.0,148.89813232422,37.43182373047,201.30072021484,52205.6211,20878.3613,44182.8477,False
2783,0.020288531715370654,0.007223092567192762,0.004046147942301778,0.0008924524947648092,5.37656450272,0.0,6.69893503189,7.8973441124,19.23628044128,3457.65454,10295.1689,1640.55762,False
2784,1.1985613800620665,0.12456258942459805,0.7730790861302237,0.008953955100946827,111.53511047363,0.0,25.34981536865,55.15653991699,100.06461334229,77750.8828,6643.3125,28708.6816,False
2785,0.19025370611824619,0.006789328035814544,0.03614961477520287,0.0,3.80392956734,0.0,16.32571411133,13.79716300964,65.02600097656,3826.46558,81688.5234,6033.40137,False
2786,4.269157246691215,0.07989251464889452,0.00338008889954515,0.02811850782146331,110.84059906006,0.0,198.77725219727,66.20809936523,270.67004394531,29594.0938,296967.344,21304.3574,False
2787,0.009037396612433732,0.000575842836705547,0.0012465664932444077,0.0,1.84941363335,0.0,1.38177251816,4.70853853226,19.95847892761,931.28015136719,6663.41113,810.09387207031,False
2788,4.607141470983366,0.19455257460064188,0.5315945386473819,0.1598793087326683,92.68864440918,0.0,120.80303192139,196.29786682129,130.42840576172,92821.1328,165781.328,25753.6699,False
2789,9.364853768842362,0.03597449898824873,0.05407269376475229,0.0,14.22986125946,0.0,17.08913421631,2.1167652607,45.58367538452,6404.21973,59797.2891,2304.36987,False
2790,1.3074231730273396,0.28596093754526686,0.16193779822033844,0.06118465042754284,199.23582458496,0.0,171.80737304688,193.58912658691,136.51512145996,197723.688,142080.938,40457.9219,False
2791,0.39381598597470874,0.030909518951232836,0.07931942302221634,0.0,43.95292282104,0.0,67.35396575928,36.47098922729,104.86161804199,22439.4668,136032.344,13695.6787,False
2792,1.4687490777608618,0.005177485389352096,0.043408054083114544,0.0,11.19381046295,0.0,4.48898077011,4.30709266663,21.23759841919,274.51672363281,12217.0254,1439.58252,False
2793,0.5212103430291144,0.004200799004128517,0.011036015291251079,0.0,6.71432256699,4.83480548859,10.58059024811,11.46604156494,13.20160770416,921.78771972656,3818.64307,1720.52539,False
2794,0.03830548296656383,0.002496446562764292,0.006811663100664965,0.0,1.03092575073,0.0,2.87463402748,4.30831098557,73.79042816162,1060.49683,38205.418,1198.53345,False
2795,2.4212282137005494,0.0230448880365658,0.4649803307022159,0.007758032150191314,29.68665504456,0.0,18.58399391174,7.42806816101,31.03928756714,8567.01074,16001.6758,905.94549560547,False
2796,0.10883631208337179,0.02415326361656909,0.012339508588124225,0.0,13.8162727356,0.0,102.18982696533,68.74327850342,88.60144042969,35232.5938,70592.5859,7623.9375,False
2797,0.5957763700945697,0.007958500174812554,0.007442554175979026,0.0,17.77643585205,0.0,6.5870847702,3.29297018051,10.32859134674,4665.84717,15288.3252,742.44232177734,False
2798,2.2548799500336822,0.02082767107283193,0.11707797522155414,0.0,6.71927928925,0.0,22.09763526917,10.22924423218,89.0920715332,1975.29529,87747.6875,17185.6328,False
2799,0.30189500525316715,0.014370300382638439,0.18672399169455545,0.0,15.24660873413,0.0,73.7700958252,24.86510467529,189.4835357666,18003.9492,141300.578,11039.3379,False
2800,1.0508479721947859,0.052137446367799004,0.3891839940170586,0.0,22.84272003174,0.0,38.51449584961,31.68218231201,65.08547973633,45131.6445,16146.252,4018.37231,False
2801,0.3930259861969541,0.22349122697422263,0.28227841486324656,0.0,74.21698760986,0.0,15.9623041153,101.11514282227,107.42862701416,86688.7891,13260.875,12552.3428,False
2802,1.5688444320333925,0.11778582941719691,0.03361975355805064,0.10750651889151552,49.88008117676,0.13770237565,20.53271484375,48.94281005859,12.71815109253,8517.33398,6506.38672,840.74664306641,False
2803,0.6960261388185722,0.036237721109728435,0.010666681236963833,0.0017579248929593862,34.85542297363,0.0,45.02897644043,50.32399368286,38.79494476318,18576.5195,48467.75,5162.27686,False
2804,3.1879603730185,0.024359553996171627,0.5281992304774994,0.07133810122905374,10.82413101196,0.0,13.55051517487,16.37355041504,91.00214385986,14261.4883,74420.9531,3383.92285,False
