,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,24.739956977904217,9487.2041015625,152.94117736816406,-1943.225830078125,eta_1_x,0,17.977324183890435,225.94854736328125,152.94117736816406,-2800.078125,eta_3_bot,0,0
0,30.00412520858533,9487.2041015625,152.94117736816406,-1943.225830078125,eta_1_x,0,22.00193934740797,225.94854736328125,152.94117736816406,-2800.078125,eta_3_bot,0,1
0,13.795115466607358,225.94854736328125,1964.4488525390625,-352.941162109375,eta_1_x,0,12.829159590490557,843.25146484375,1319.7611083984375,-352.941162109375,eta_3_top,0,2
0,6.492378672556314,225.94854736328125,1509.9228515625,-352.941162109375,eta_1_x,0,6.019616876849719,225.94854736328125,1509.9228515625,-352.941162109375,eta_3_top,0,3
0,4.235659473082925,225.94854736328125,1818.07080078125,-352.941162109375,eta_1_x,0,4.0093838930293835,225.94854736328125,1818.07080078125,-352.941162109375,eta_3_top,0,4
0,2.9914264353257467,225.94854736328125,2126.21826171875,-352.941162109375,eta_1_x,0,2.8107964830418353,225.94854736328125,2126.21826171875,-352.941162109375,eta_3_top,0,5
0,2.4111797662092918,225.94854736328125,2434.365478515625,-352.941162109375,eta_1_x,0,2.2872963530526054,225.94854736328125,2434.365478515625,-352.941162109375,eta_3_top,0,6
0,2.436642337726451,225.94854736328125,3992.570068359375,-352.941162109375,eta_1_x,0,2.2727340198329964,225.94854736328125,3502.1669921875,-352.941162109375,eta_3_top,0,7
0,2.0717253919956433,225.94854736328125,723.2568969726562,-352.941162109375,eta_4_x,0,1.9192127262423282,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0,8
0,1.823774098684334,225.94854736328125,796.3126831054688,-352.941162109375,eta_4_x,0,1.4273866896423946,225.94854736328125,4889.77685546875,-352.941162109375,eta_3_top,0,9
0,1.790360584529856,225.94854736328125,5338.38037109375,-352.941162109375,eta_1_x,0,0.7987432197668043,225.94854736328125,5338.38037109375,-352.941162109375,eta_3_top,8,10
0,1.7086706218744538,225.94854736328125,4703.341796875,-352.941162109375,eta_1_x,0,0.32765317719580606,225.94854736328125,5236.4482421875,-352.941162109375,eta_3_top,161,11
0,0.0,,,,,,0.0,,,,,,12
0,0.0,,,,,,0.0,,,,,,13
0,0.0,,,,,,0.0,,,,,,14
0,0.0,,,,,,0.0,,,,,,15
0,0.0,,,,,,0.0,,,,,,16
0,0.0,,,,,,0.0,,,,,,17
0,0.0,,,,,,0.0,,,,,,18
0,0.0,,,,,,0.0,,,,,,19
