,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,32.243557969836615,505.95086669921875,302.5423583984375,-3190.0390625,eta_4_x,0,34.71901288325422,135.56912231445312,302.5423583984375,-3190.0390625,eta_3_bot,0,0
0,39.88517334465441,4626.208984375,74.692138671875,-652.5423583984375,eta_3_y,0,31.668932129026075,135.56912231445312,302.5423583984375,-3190.0390625,eta_3_bot,0,1
0,35.365613523064255,4626.208984375,1599.3134765625,-652.5423583984375,eta_3_y,0,32.487899317001954,135.56912231445312,302.5423583984375,-3190.0390625,eta_3_bot,0,2
0,27.11991513301704,4626.208984375,2050.619384765625,-652.5423583984375,eta_3_y,0,26.485073747829308,135.56912231445312,1400.1453857421875,-652.5423583984375,eta_3_top,0,3
0,15.995248807117026,135.56912231445312,4263.416015625,-652.5423583984375,eta_4_x,0,16.696848150947265,135.56912231445312,2181.476318359375,-652.5423583984375,eta_3_top,0,4
0,11.99794804380812,135.56912231445312,5032.46435546875,-652.5423583984375,eta_4_x,0,11.998344930948756,135.56912231445312,2935.548095703125,-652.5423583984375,eta_3_top,0,5
0,8.645328137259886,135.56912231445312,2750.451904296875,-652.5423583984375,eta_1_x,0,8.36345332148583,135.56912231445312,2750.451904296875,-652.5423583984375,eta_3_top,0,6
0,6.020773272447534,135.56912231445312,468.1307373046875,-652.5423583984375,eta_4_x,0,6.238541108595018,135.56912231445312,125.43525695800781,-652.5423583984375,eta_3_bot,0,7
0,5.076432793471481,135.56912231445312,522.92236328125,-652.5423583984375,eta_4_x,0,5.231172601235608,135.56912231445312,522.92236328125,-652.5423583984375,eta_3_bot,0,8
0,3.9931473393133325,135.56912231445312,462.17230224609375,-652.5423583984375,eta_4_x,0,4.148344575521272,135.56912231445312,123.83869934082031,-652.5423583984375,eta_3_bot,0,9
0,3.46186988098399,135.56912231445312,506.0052795410156,-652.5423583984375,eta_4_x,0,3.5858475629565767,135.56912231445312,135.58370971679688,-652.5423583984375,eta_3_bot,0,10
0,2.9812413853059794,135.56912231445312,549.8390502929688,-652.5423583984375,eta_4_x,0,3.064762453055973,135.56912231445312,147.3289337158203,-652.5423583984375,eta_3_bot,0,11
0,2.4725986287445503,135.56912231445312,10910.5361328125,-652.5423583984375,eta_4_x,0,2.5284017522634556,135.56912231445312,132.561767578125,-652.5423583984375,eta_3_bot,0,12
0,2.218421154331307,135.56912231445312,11716.1123046875,-652.5423583984375,eta_4_x,0,2.266758347140587,135.56912231445312,142.3494873046875,-652.5423583984375,eta_3_bot,0,13
0,1.9103130277448075,135.56912231445312,12602.8017578125,-652.5423583984375,eta_4_x,0,1.917343044969291,135.56912231445312,130.40328979492188,-652.5423583984375,eta_3_bot,0,14
0,1.8316188741917996,135.56912231445312,13413.59765625,-652.5423583984375,eta_4_x,0,1.7107937151453,135.56912231445312,13792.7861328125,-652.5423583984375,eta_3_bot,0,15
0,1.8175719514883961,135.56912231445312,14224.392578125,-652.5423583984375,eta_4_x,0,1.3913806297284423,135.56912231445312,14626.501953125,-652.5423583984375,eta_3_bot,0,16
0,1.7986317324063246,135.56912231445312,15107.7626953125,-652.5423583984375,eta_4_x,0,0.9664715735368392,135.56912231445312,15479.6640625,-652.5423583984375,eta_3_bot,2,17
0,1.7928019559530617,135.56912231445312,15922.47265625,-652.5423583984375,eta_4_x,0,0.830777111539108,135.56912231445312,143.46591186523438,-652.5423583984375,eta_3_bot,22,18
0,1.7797219078910693,135.56912231445312,500.28265380859375,-652.5423583984375,eta_4_x,0,0.6308585905380772,135.56912231445312,500.28265380859375,-652.5423583984375,eta_3_bot,48,19
