,ID,d1_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.7682275656449882,9487.2041015625,1975.9962158203125,-360.0,eta_1,0,2.3634384003884983,8851.1953125,2506.003662109375,-360.0,eta_3_top,0,0.3216876902421314,9169.2,445.5,0.0,bot,9,1.5018530914861514,8851.1953125,1975.9962158203125,-360.0,eta_y_top_stresses
1,1,12.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.772625012425226,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,2.843949919613935,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.4622363261062312,9169.2,445.5,0.0,bot,5,1.727982964344464,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
2,2,14.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8111272011761717,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,3.3878865144032124,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.6104125751852865,9169.2,445.5,0.0,bot,3,1.98835855952536,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
3,3,16.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.828445445188432,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.73922213444826,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.6947902807060752,9169.2,445.5,0.0,bot,3,2.158242288861678,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
4,4,18.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.840142775292237,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.857972356002836,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7374260401121262,9169.2,445.5,0.0,bot,3,2.216215770179219,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
5,5,20.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.9280601008561915,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.9632867625906254,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7712460760639772,9169.2,445.5,0.0,bot,2,2.26773646596406,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
6,6,22.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.041373686836323,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.072640332982368,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8050065038788522,9169.2,445.5,0.0,bot,2,2.321316064862116,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
7,7,26.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.272935585148716,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.277218443416737,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8672496270040908,9169.2,445.5,0.0,bot,1,2.4217432229009965,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
8,8,30.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.503668544412416,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.473447797877778,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.9246912911971412,9169.2,445.5,0.0,bot,1,2.518268359752861,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
