,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,14.233044708942023,993.8837890625,152.94117736816406,-2920.026123046875,eta_4_x,0,9.71666717135654,75.3161849975586,152.94117736816406,-2920.026123046875,eta_3_bot,0,0
0,14.952192575795697,1500.9161376953125,2230.242431640625,-352.941162109375,eta_4_x,0,11.405291623594296,75.3161849975586,152.94117736816406,-2920.026123046875,eta_3_bot,0,1
0,10.304127990999541,1500.9161376953125,2999.291015625,-352.941162109375,eta_4_x,0,9.87390370542898,1500.9161376953125,1749.5535888671875,-352.941162109375,eta_3_top,0,2
0,6.687820375039305,993.8837890625,4054.37646484375,-352.941162109375,eta_4_x,0,6.759113732593576,1500.9161376953125,1989.03857421875,-352.941162109375,eta_3_top,0,3
0,4.38584740615901,637.4838256835938,258.61920166015625,-352.941162109375,eta_4_x,0,4.0042539541434845,431.7161865234375,152.94117736816406,-623.8259887695312,eta_3_bot,0,4
0,3.2070236288159846,75.3161849975586,302.4529724121094,-352.941162109375,eta_4_x,0,2.909266054829922,281.0838317871094,152.94117736816406,-623.8259887695312,eta_3_bot,0,5
0,2.2677448717813165,75.3161849975586,288.5722961425781,-352.941162109375,eta_4_x,0,2.122679606132441,75.3161849975586,152.94117736816406,-623.8259887695312,eta_3_bot,0,6
0,1.8398732791271781,75.3161849975586,278.6570739746094,-352.941162109375,eta_4_x,0,1.7314929093918383,281.0838317871094,152.94117736816406,-623.8259887695312,eta_3_bot,0,7
0,1.8028765531429962,75.3161849975586,309.96746826171875,-352.941162109375,eta_4_x,0,1.2523439117106856,75.3161849975586,83.05553436279297,-352.941162109375,eta_3_bot,0,8
0,1.7733183718815704,75.3161849975586,298.6176452636719,-352.941162109375,eta_4_x,0,0.7636182295816576,75.3161849975586,298.6176452636719,-352.941162109375,eta_3_bot,46,9
0,0.0,,,,,,0.0,,,,,,10
0,1.6969030908675058,75.3161849975586,314.1419372558594,-352.941162109375,eta_4_x,0,0.18548282847790726,75.3161849975586,84.174072265625,-352.941162109375,eta_3_bot,1366,11
0,0.0,,,,,,0.0,,,,,,12
0,0.0,,,,,,0.0,,,,,,13
0,0.0,,,,,,0.0,,,,,,14
0,0.0,,,,,,0.0,,,,,,15
0,0.0,,,,,,0.0,,,,,,16
0,0.0,,,,,,0.0,,,,,,17
0,0.0,,,,,,0.0,,,,,,18
0,0.0,,,,,,0.0,,,,,,19
