,mu_min_s,x_s,y_s,z_s,GP_count_s,mu_min_c,x_c,y_c,z_c,GP_count_c
0,1.7870401685166664,225.94854736328125,152.94117736816406,-579.9219970703125,0,4.278336599449826,225.94854736328125,1975.9962158203125,-352.941162109375,0
