,id,um,ux,uy,uz,sf1,sf2,sf3,sf4,sf5,sm1,sm2,sm3,analysis_error
0,0,0.8934290868218064,0.0,0.15597277817725097,0.0,13.501745224,0.0,15.44518947601,5.60327291489,41.32192993164,2066.97412,21542.9062,1122.5813,False
