,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,1.8070917653063836,1490.82568359375,125.52696990966797,-152.94117736816406,eta_4_x,0,0.8493698440558936,1490.82568359375,125.52696990966797,-152.94117736816406,eta_3_bot,39,0
0,1.8175449273631765,1418.609130859375,125.52696990966797,-174.00643920898438,eta_4_x,0,1.0774557466176067,1418.609130859375,125.52696990966797,-174.00643920898438,eta_3_bot,0,1
0,1.8318923581859166,1147.4708251953125,125.52696990966797,-194.94654846191406,eta_4_x,0,1.3172275494949337,1418.609130859375,125.52696990966797,-194.94654846191406,eta_3_bot,0,2
0,1.9391355499389689,1418.609130859375,125.52696990966797,-213.7291259765625,eta_4_x,0,1.616072840099381,1418.609130859375,125.52696990966797,-213.7291259765625,eta_3_bot,0,3
0,1.991964415601499,169.46141052246094,125.52696990966797,-234.69387817382812,eta_4_x,0,1.7863838028033545,169.46141052246094,125.52696990966797,-234.69387817382812,eta_3_bot,0,4
0,2.6031129280474667,169.46141052246094,2876.669189453125,-255.572998046875,eta_1_x,0,2.1466302283198537,632.4385986328125,2523.330810546875,-255.572998046875,eta_3_top,0,5
0,2.668633599141439,169.46141052246094,2506.003662109375,-274.67877197265625,eta_1_x,0,2.235645780440215,169.46141052246094,1975.9962158203125,-274.67877197265625,eta_3_top,0,6
0,2.867354692790067,169.46141052246094,1975.9962158203125,-295.5664978027344,eta_1_x,0,2.503177505558794,169.46141052246094,2506.003662109375,-295.5664978027344,eta_3_top,0,7
0,3.1363442670426265,225.94854736328125,1975.9962158203125,-316.3923645019531,eta_1_x,0,2.8162122581243754,225.94854736328125,1975.9962158203125,-316.3923645019531,eta_3_top,0,8
0,3.326295977117842,225.94854736328125,2506.003662109375,-335.71429443359375,eta_1_x,0,3.0787490477847714,225.94854736328125,1975.9962158203125,-335.71429443359375,eta_3_top,0,9
0,3.546178292370894,225.94854736328125,1975.9962158203125,-356.5426025390625,eta_1_x,0,3.383368212816663,225.94854736328125,1975.9962158203125,-356.5426025390625,eta_3_top,0,10
0,3.7181011696208257,225.94854736328125,1975.9962158203125,-374.5498046875,eta_1_x,0,3.6105735935810324,225.94854736328125,1975.9962158203125,-374.5498046875,eta_3_top,0,11
0,3.921508855156989,225.94854736328125,1975.9962158203125,-392.5570373535156,eta_1_x,0,3.8192089184320364,225.94854736328125,152.94117736816406,-1116.3759765625,eta_3_bot,0,12
0,4.127032273401614,225.94854736328125,1975.9962158203125,-410.5642395019531,eta_1_x,0,3.9752342372547997,225.94854736328125,152.94117736816406,-1136.7840576171875,eta_3_bot,0,13
0,4.4519042381377485,225.94854736328125,2506.003662109375,-442.8571472167969,eta_1_x,0,4.209594870331913,225.94854736328125,152.94117736816406,-1157.1920166015625,eta_3_bot,0,14
0,4.661242404081385,225.94854736328125,2506.003662109375,-461.464599609375,eta_1_x,0,4.378538824592947,225.94854736328125,152.94117736816406,-1177.5999755859375,eta_3_bot,0,15
0,4.813475714634445,225.94854736328125,1975.9962158203125,-480.072021484375,eta_1_x,0,4.514002199607518,225.94854736328125,152.94117736816406,-1198.009033203125,eta_3_bot,0,16
0,5.0285235398197266,225.94854736328125,1975.9962158203125,-498.6794738769531,eta_1_x,0,4.696046983241778,225.94854736328125,152.94117736816406,-1218.4169921875,eta_3_bot,0,17
0,5.243425898896363,225.94854736328125,1975.9962158203125,-517.2869262695312,eta_1_x,0,4.883127836030254,225.94854736328125,152.94117736816406,-1238.824951171875,eta_3_bot,0,18
0,5.460466231519717,225.94854736328125,2506.003662109375,-535.8943481445312,eta_1_x,0,5.0766127222715625,225.94854736328125,152.94117736816406,-1259.2330322265625,eta_3_bot,0,19
0,5.679231442914907,225.94854736328125,2506.003662109375,-554.5018310546875,eta_1_x,0,5.176002892919571,225.94854736328125,152.94117736816406,-1279.6409912109375,eta_3_bot,0,20
0,5.8995618705816275,225.94854736328125,2506.003662109375,-573.1092529296875,eta_1_x,0,5.351698245405269,225.94854736328125,5247.05859375,-1300.0489501953125,eta_3_bot,0,21
0,6.124342296620574,225.94854736328125,2506.003662109375,-591.7166748046875,eta_1_x,0,5.527439032092369,225.94854736328125,5247.05859375,-1320.4580078125,eta_3_bot,0,22
0,6.345496788852584,225.94854736328125,2506.003662109375,-610.3241577148438,eta_1_x,0,5.7070294026367305,225.94854736328125,5247.05859375,-1340.865966796875,eta_3_bot,0,23
0,4.687258613619675,225.94854736328125,2506.003662109375,-628.9315795898438,eta_1_x,0,5.509848185849428,225.94854736328125,1975.9962158203125,-628.9315795898438,eta_3_top,0,24
0,4.923340949399037,225.94854736328125,1975.9962158203125,-647.5390014648438,eta_1_x,0,5.869636259663684,225.94854736328125,2506.003662109375,-647.5390014648438,eta_3_top,0,25
0,7.07203783350318,225.94854736328125,2506.003662109375,-687.6350708007812,eta_1_x,0,6.322371718542649,225.94854736328125,5247.05859375,-1402.0899658203125,eta_3_bot,0,26
0,7.2947868142632135,225.94854736328125,2506.003662109375,-706.8427124023438,eta_1_x,0,6.516396774586617,225.94854736328125,5247.05859375,-1422.498046875,eta_3_bot,0,27
0,7.516751068171071,225.94854736328125,1975.9962158203125,-726.0504150390625,eta_1_x,0,6.715513152469793,225.94854736328125,5247.05859375,-1442.906982421875,eta_3_bot,0,28
0,7.7393126866569455,225.94854736328125,1975.9962158203125,-745.2581176757812,eta_1_x,0,6.909291704332748,225.94854736328125,5247.05859375,-1463.3150634765625,eta_3_bot,0,29
0,7.965962360569888,225.94854736328125,1975.9962158203125,-764.4657592773438,eta_1_x,0,7.110508799062962,225.94854736328125,5247.05859375,-1483.7230224609375,eta_3_bot,0,30
0,8.192470071416425,225.94854736328125,1975.9962158203125,-783.6734619140625,eta_1_x,0,7.311782074889306,225.94854736328125,5247.05859375,-1504.1309814453125,eta_3_bot,0,31
0,8.387103540005002,225.94854736328125,1975.9962158203125,-802.8811645507812,eta_1_x,0,7.482699037934481,225.94854736328125,5247.05859375,-1524.5390625,eta_3_bot,0,32
0,8.612747676693411,225.94854736328125,1975.9962158203125,-822.0888061523438,eta_1_x,0,7.682236998592437,225.94854736328125,5247.05859375,-1544.947021484375,eta_3_bot,0,33
0,8.83981162960066,225.94854736328125,1975.9962158203125,-841.2965087890625,eta_1_x,0,7.885572578286305,225.94854736328125,5247.05859375,-1565.35595703125,eta_3_bot,0,34
0,9.065887843599048,225.94854736328125,1975.9962158203125,-860.5042114257812,eta_1_x,0,8.090530420720205,225.94854736328125,5247.05859375,-1585.7640380859375,eta_3_bot,0,35
0,9.291932510988232,225.94854736328125,1975.9962158203125,-879.7119140625,eta_1_x,0,8.296901012158397,225.94854736328125,5247.05859375,-1606.1719970703125,eta_3_bot,0,36
0,9.515328636426654,225.94854736328125,1975.9962158203125,-898.9195556640625,eta_1_x,0,8.495789036775784,225.94854736328125,5247.05859375,-1135.0240478515625,eta_3_bot,0,37
0,9.737984498363758,225.94854736328125,2506.003662109375,-918.1272583007812,eta_1_x,0,8.699198702503114,225.94854736328125,5247.05859375,-1646.988037109375,eta_3_bot,0,38
0,9.956905597144722,225.94854736328125,2506.003662109375,-937.3349609375,eta_1_x,0,8.898490875416424,225.94854736328125,5247.05859375,-1175.8399658203125,eta_3_bot,0,39
0,10.183851792827998,225.94854736328125,2506.003662109375,-956.5426025390625,eta_1_x,0,9.105959046988936,225.94854736328125,5247.05859375,-1196.2490234375,eta_3_bot,0,40
0,9.58218935507244,225.94854736328125,2506.003662109375,-975.7503051757812,eta_1_x,0,10.07474924700865,225.94854736328125,5247.05859375,-1216.656982421875,eta_3_bot,0,41
0,9.865781157676718,225.94854736328125,2506.003662109375,-994.9580078125,eta_1_x,0,10.178230999910689,225.94854736328125,5247.05859375,-1728.6209716796875,eta_3_bot,0,42
0,10.145346427745567,225.94854736328125,2506.003662109375,-1014.1656494140625,eta_1_x,0,10.30734816415837,225.94854736328125,5247.05859375,-1749.029052734375,eta_3_bot,0,43
0,10.421995913005142,225.94854736328125,2506.003662109375,-1033.373291015625,eta_1_x,0,10.435406171666472,225.94854736328125,5247.05859375,-1769.43701171875,eta_3_bot,0,44
0,10.703789047028607,225.94854736328125,2506.003662109375,-1052.5810546875,eta_1_x,0,10.561469115228935,225.94854736328125,5247.05859375,-1789.844970703125,eta_3_bot,0,45
0,10.987166676038816,225.94854736328125,2506.003662109375,-1071.7886962890625,eta_1_x,0,10.69781293069066,225.94854736328125,5247.05859375,-1318.697998046875,eta_3_bot,0,46
0,11.254816626511714,225.94854736328125,2506.003662109375,-1090.996337890625,eta_1_x,0,10.85369780513405,225.94854736328125,5247.05859375,-1830.6619873046875,eta_3_bot,0,47
0,11.520299539038307,225.94854736328125,2506.003662109375,-1110.2041015625,eta_1_x,0,11.007940087644503,225.94854736328125,5247.05859375,-1851.070068359375,eta_3_bot,0,48
0,11.78801767681026,225.94854736328125,2506.003662109375,-1129.4117431640625,eta_1_x,0,11.156891200162354,225.94854736328125,5247.05859375,-1379.9219970703125,eta_3_bot,0,49
