,ID,d4_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8144203169892184,9487.2041015625,167.36929321289062,-360.0,eta_4,0,4.590546257520651,9487.2041015625,2227.558837890625,-360.0,eta_3_top,0,0.8943937881956661,9169.2,396.0,0.0,bot,1,1.4207010440385752,9169.2,4404.0,0.0,bot,0,2.575835130961037,9487.2041015625,2227.558837890625,-360.0,eta_y_top_stresses
1,1,11.428571428571429,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8445779573772216,9487.2041015625,167.36929321289062,-354.28570556640625,eta_4,0,4.848762662549797,9487.2041015625,2227.558837890625,-354.28570556640625,eta_3_top,0,0.9277100894265368,9169.2,396.0,0.0,bot,1,1.473537676001106,9169.2,4404.0,0.0,bot,0,2.703125742614228,9487.2041015625,2227.558837890625,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.1182859030900287,9487.2041015625,167.36929321289062,-352.941162109375,eta_4,0,5.101646684520587,9487.2041015625,2227.558837890625,-352.941162109375,eta_3_top,0,0.9703877316338478,9169.2,396.0,0.0,bot,1,1.539659404584163,9169.2,4404.0,0.0,bot,0,2.8279876191706306,9487.2041015625,2227.558837890625,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.410955051701804,9487.2041015625,167.36929321289062,-352.941162109375,eta_4,0,5.3868172428378776,9487.2041015625,2227.558837890625,-352.941162109375,eta_3_top,0,1.0127837247321942,9169.2,396.0,0.0,bot,0,1.6060527462023892,9169.2,4404.0,0.0,bot,0,2.968988383748093,9487.2041015625,2227.558837890625,-352.941162109375,eta_y_top_stresses
4,4,15.714285714285715,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.6596620026399385,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,5.675658485958667,9487.2041015625,2227.558837890625,-352.941162109375,eta_3_top,0,1.052738648308778,9169.2,396.0,0.0,bot,0,1.669439057725402,9169.2,4404.0,0.0,bot,0,3.111981216335608,9487.2041015625,2227.558837890625,-352.941162109375,eta_y_top_stresses
5,5,17.142857142857142,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.748765249713624,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,5.836439066967788,9487.2041015625,167.36929321289062,-352.941162109375,eta_3_bot,0,1.0906692479099418,9169.2,396.0,0.0,bot,0,1.730914610598968,9169.2,4404.0,0.0,bot,0,3.1926348837398275,9487.2041015625,167.36929321289062,-352.941162109375,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.8350930875968103,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,5.945319663377452,9487.2041015625,167.36929321289062,-352.941162109375,eta_3_bot,0,1.1262250590513418,9169.2,396.0,0.0,bot,0,1.78799640673709,9169.2,4404.0,0.0,bot,0,3.2465461660937174,9487.2041015625,167.36929321289062,-352.941162109375,eta_y_bot_stresses
7,7,20.0,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.9177624423121657,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,6.051230212141615,9487.2041015625,167.36929321289062,-352.941162109375,eta_3_bot,0,1.1592109956963554,9169.2,396.0,0.0,bot,0,1.8412329646855243,9169.2,4404.0,0.0,bot,0,3.29900219787601,9487.2041015625,167.36929321289062,-352.941162109375,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.996544816538954,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,6.154907697266876,9487.2041015625,167.36929321289062,-352.941162109375,eta_3_bot,0,1.1898856159397684,9169.2,396.0,0.0,bot,0,1.891149915900133,9169.2,4404.0,0.0,bot,0,3.350377724529894,9487.2041015625,167.36929321289062,-352.941162109375,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.0693119541401632,9487.2041015625,1756.4410400390625,-352.941162109375,eta_1,0,6.252444243549479,9487.2041015625,167.36929321289062,-352.941162109375,eta_3_bot,0,1.2174900044150971,9169.2,396.0,0.0,bot,0,1.935599404728082,9169.2,4404.0,0.0,bot,0,3.398761712932365,9487.2041015625,167.36929321289062,-352.941162109375,eta_y_bot_stresses
