,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,0.0,,,,,,0.0,,,,,,0
0,0.0,,,,,,0.0,,,,,,1
0,1.7492254587359513,61.62232971191406,219.77774047851562,-258.2995910644531,eta_4_x,0,0.4444860895492608,61.62232971191406,58.88926696777344,-258.2995910644531,eta_3_bot,110,2
0,1.7962890689537712,75.3161849975586,247.24964904785156,-310.1754455566406,eta_4_x,0,1.0754264795802626,75.3161849975586,66.2503433227539,-310.1754455566406,eta_3_bot,0,3
0,1.8418169106136861,75.3161849975586,282.5712585449219,-362.2290954589844,eta_4_x,0,1.702365501845416,281.0838317871094,152.94117736816406,-634.3519897460938,eta_3_bot,0,4
0,2.1026559121155537,75.3161849975586,282.5712585449219,-408.6687316894531,eta_4_x,0,1.7213868295269987,75.3161849975586,152.94117736816406,-686.9840087890625,eta_3_bot,0,5
0,2.2694199353580227,75.3161849975586,152.94117736816406,-739.614990234375,eta_4_x,0,1.8282009252810296,75.3161849975586,152.94117736816406,-739.614990234375,eta_3_bot,0,6
0,2.3563981016146345,75.3161849975586,152.94117736816406,-792.2470092773438,eta_4_x,0,1.8591046756405762,75.3161849975586,152.94117736816406,-792.2470092773438,eta_3_bot,0,7
0,2.472775111764007,75.3161849975586,152.94117736816406,-844.8790283203125,eta_4_x,0,1.9028849177832263,75.3161849975586,152.94117736816406,-844.8790283203125,eta_3_bot,0,8
0,2.674807158015127,75.3161849975586,7447.05859375,-897.510009765625,eta_4_x,0,2.0186944733176615,75.3161849975586,152.94117736816406,-897.510009765625,eta_3_bot,0,9
0,2.871321542797891,75.3161849975586,7447.05859375,-950.1420288085938,eta_4_x,0,2.126261958953178,75.3161849975586,152.94117736816406,-950.1420288085938,eta_3_bot,0,10
0,3.012419211792595,75.3161849975586,7447.05859375,-1002.7730102539062,eta_4_x,0,2.213268488968325,75.3161849975586,152.94117736816406,-1002.7730102539062,eta_3_bot,0,11
0,3.2078067595331903,75.3161849975586,7447.05859375,-1055.405029296875,eta_4_x,0,2.3344287908191843,75.3161849975586,152.94117736816406,-1055.405029296875,eta_3_bot,0,12
0,3.385164037539184,75.3161849975586,7447.05859375,-1108.0369873046875,eta_4_x,0,2.446254320259704,75.3161849975586,152.94117736816406,-1108.0369873046875,eta_3_bot,0,13
0,3.5791282146388306,75.3161849975586,7447.05859375,-1160.66796875,eta_4_x,0,2.549313443590743,75.3161849975586,7447.05859375,-1160.66796875,eta_3_bot,0,14
0,3.794198820504404,75.3161849975586,7447.05859375,-1213.300048828125,eta_4_x,0,2.6612084912405223,75.3161849975586,7447.05859375,-1213.300048828125,eta_3_bot,0,15
0,2.799451191302405,75.3161849975586,3693.43798828125,-980.804931640625,eta_1_x,0,4.392648262659866,788.1162109375,3324.295166015625,-980.804931640625,eta_3_top,0,16
0,2.987427219087759,75.3161849975586,3906.56201171875,-1030.340576171875,eta_1_x,0,4.827299226762212,993.8837890625,3693.43798828125,-1030.340576171875,eta_3_top,0,17
0,3.15181331102003,75.3161849975586,3693.43798828125,-1079.876220703125,eta_1_x,0,5.218233608095066,1144.5162353515625,3324.295166015625,-1079.876220703125,eta_3_top,0,18
0,3.2952267247768003,75.3161849975586,3906.56201171875,-1129.4117431640625,eta_1_x,0,5.5863548128089455,1144.5162353515625,3324.295166015625,-1129.4117431640625,eta_3_top,0,19
