,ID,d1_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.7911967990568811,9487.2041015625,1975.9962158203125,-360.0,eta_1,0,4.17556213817874,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.0122299715017735,9169.2,445.5,0.0,bot,0,1.0122299715017735,9169.2,445.5,0.0,bot,0,2.3718263258542773,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8184618159367911,9487.2041015625,1975.9962158203125,-354.28570556640625,eta_1,0,4.429005614671,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.0793088659345105,9169.2,445.5,0.0,bot,0,1.0793088659345105,9169.2,445.5,0.0,bot,0,2.4963693066051067,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.900787321897062,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,4.612942620383482,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.0896342054392645,9169.2,445.5,0.0,bot,0,1.0896342054392645,9169.2,445.5,0.0,bot,0,2.586933779320195,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.138181323847609,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,4.7348603881471325,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.1096959278752496,9169.2,445.5,0.0,bot,0,1.1096959278752496,9169.2,445.5,0.0,bot,0,2.647028051727727,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.382439493729992,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,4.85142378483687,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.1284822246265216,9169.2,445.5,0.0,bot,0,1.1284822246265216,9169.2,445.5,0.0,bot,0,2.704527875576316,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.636553309470621,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,4.964944331510528,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.146453241601774,9169.2,445.5,0.0,bot,0,1.146453241601774,9169.2,445.5,0.0,bot,0,2.760564525550963,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.901357847120699,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.074431349295811,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.1634251590625693,9169.2,445.5,0.0,bot,0,1.1634251590625693,9169.2,445.5,0.0,bot,0,2.814641514021353,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
7,7,20.0,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.1770280806505693,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.180418317139754,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.179436123934022,9169.2,445.5,0.0,bot,0,1.179436123934022,9169.2,445.5,0.0,bot,0,2.8670163581009818,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.4638716822247275,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.282157259289715,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.194510905284809,9169.2,445.5,0.0,bot,0,1.194510905284809,9169.2,445.5,0.0,bot,0,2.9173175435237284,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,30,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.7612224687231177,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.386631452836986,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.2103761487252125,9169.2,445.5,0.0,bot,0,1.2103761487252125,9169.2,445.5,0.0,bot,0,2.9690084409654744,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
