,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,1.0214384826258414,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.729112861770942,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.4967395187574374,9536.400000000001,178.20000000000005,0.0,bot,10,0.9786530405306887,9536.400000000001,5221.8,0.0,bot,1,2.646147388142429,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,0
0,1.0248308652569293,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.004261645938365,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.5660178063609804,9536.400000000001,178.20000000000005,0.0,bot,9,1.0755998561474804,9536.400000000001,5221.8,0.0,bot,0,2.7811836754420485,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,1
0,1.028341315305547,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.273010164817352,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.6399130866762347,9536.400000000001,178.20000000000005,0.0,bot,8,1.1748702012168313,9536.400000000001,5221.8,0.0,bot,0,2.9134030108936555,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,2
0,1.032181528556434,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.528753578068896,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.7143459025725745,9536.400000000001,178.20000000000005,0.0,bot,7,1.2656631246865657,9536.400000000001,5221.8,0.0,bot,0,3.0394223892088443,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,3
0,1.0365161070801734,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.741222511745493,9642.4013671875,281.0838317871094,-352.941162109375,eta_3_bot,0,0.7868680831663329,9536.400000000001,178.20000000000005,0.0,bot,7,1.371721145661342,9536.400000000001,5221.8,0.0,bot,0,3.144497036577875,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,4
0,1.0252859371762726,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.005238477612203,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.5847273291867263,9536.400000000001,178.20000000000005,0.0,bot,8,1.184599883538691,9536.400000000001,5221.8,0.0,bot,0,2.781572861929046,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,5
0,1.0278526322133568,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,5.1771536268753575,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.5983873972271306,9536.400000000001,178.20000000000005,0.0,bot,10,1.2669368437060402,9536.400000000001,5221.8,0.0,bot,0,2.8662779176426207,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,6
0,1.0097269085293255,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.8244559534187514,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.3290568936860941,9536.400000000001,178.20000000000005,0.0,bot,15,0.6641628949388197,9536.400000000001,5221.8,0.0,bot,2,2.204294996576896,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,7
0,1.012477394662601,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,3.99832180544921,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.3697363118758263,9536.400000000001,178.20000000000005,0.0,bot,14,0.7603986350481984,9536.400000000001,5221.8,0.0,bot,1,2.2884838090642425,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,8
0,1.0151515635901505,9642.4013671875,281.0838317871094,-352.941162109375,eta_4,0,4.174408297173481,9642.4013671875,75.3161849975586,-352.941162109375,eta_3_bot,0,0.41531105350016845,9536.400000000001,178.20000000000005,0.0,bot,13,0.8678896606536188,9536.400000000001,5221.8,0.0,bot,1,2.3736463997784387,9642.4013671875,281.0838317871094,-352.941162109375,eta_y_bot_stresses,9
