,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,5.646022665033246,225.94854736328125,416.42047119140625,-352.941162109375,eta_4,0,24.97900667381111,225.94854736328125,1447.058837890625,-2456.469482421875,eta_3_bot,0,4.268680790217733,534.5999999999999,1600.0,-2721.3,bot,0,8.874420298856519,2673.0,0.0,-858.7,bot,0.0,12.745002467656823,225.94854736328125,1447.058837890625,-2456.469482421875,eta_y_bot_stresses,0
0,8.406338392823656,5571.94873046875,191.2792205810547,-352.941162109375,eta_4,0,30.73086497109736,9487.2041015625,2589.915771484375,-2456.469482421875,eta_3_bot,0,4.947703061284931,9169.199999999999,2742.857142857143,-2721.3,bot,0,5.497499194034945,9169.2,452.57142857142867,0.0,bot,0.0,15.625225448851381,9487.2041015625,2589.915771484375,-2456.469482421875,eta_y_bot_stresses,1
0,2.551536916050963,9487.2041015625,135.4894561767578,-352.941162109375,eta_4,0,12.546182789525867,9487.2041015625,1803.261962890625,-352.941162109375,eta_3_top,0,2.499605507943064,9169.2,320.5714285714286,0.0,bot,0,3.4039390666475393,9169.2,3565.142857142858,0.0,bot,0.0,6.533505347605869,9487.2041015625,1803.261962890625,-352.941162109375,eta_y_top_stresses,2
0,1.463252616537288,9487.2041015625,175.33920288085938,-352.941162109375,eta_4,0,5.043669448363536,9487.2041015625,2333.633544921875,-352.941162109375,eta_3_top,0,1.0379117350569864,9169.2,414.8571428571429,0.0,bot,0,1.0379117350569864,9169.2,414.8571428571429,0.0,bot,0.0,2.799351881672892,9487.2041015625,2333.633544921875,-352.941162109375,eta_y_top_stresses,3
0,1.0316169673240776,9487.2041015625,215.18914794921875,-352.941162109375,eta_4,0,3.0833172661607753,9487.2041015625,2864.00390625,-352.941162109375,eta_3_top,0,0.5932717836166974,9169.2,509.1428571428571,0.0,bot,5,0.5932717836166974,9169.2,509.1428571428571,0.0,bot,5.0,1.8400724093778975,9487.2041015625,2864.00390625,-352.941162109375,eta_y_top_stresses,4
0,1.0075270411796804,9487.2041015625,170.02586364746094,-352.941162109375,eta_4,0,2.972651087526208,9487.2041015625,3417.84521484375,-352.941162109375,eta_3_top,0,0.376512205322986,9169.2,402.28571428571433,0.0,bot,15,0.376512205322986,9169.2,402.28571428571433,0.0,bot,15.0,1.7869234738459128,9487.2041015625,3417.84521484375,-352.941162109375,eta_y_top_stresses,5
0,0.9999276478325353,9487.2041015625,196.59255981445312,-352.941162109375,eta_4,8,2.132074611762142,9487.2041015625,4505.259765625,-352.941162109375,eta_3_top,0,0.32939797974605484,9169.2,465.1428571428572,0.0,bot,18,0.32939797974605484,9169.2,465.1428571428572,0.0,bot,18.0,1.392772447262937,9487.2041015625,4505.259765625,-352.941162109375,eta_y_top_stresses,6
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,7
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,8
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,9
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,10
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,11
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,12
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,13
0,0.0,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,0.0,,,,,14
