,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c
889,695,5058.87468803196,7824.983992526538,592.0890310342356,666.9403992215632,2718.5160816279927,29.2455259659077,14.180127701745882,29.428626280128945,446.3596876506323,18.680550157085023,29.094944422958267,454.954197566686,49.60056483212014,444.91154548793656,0.8644786430488111,1.6181491011809683,-0.002,480.5044691269715,7824.983992526538,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,9.540006186680037,7543.86962890625,4085.65283203125,-544.721923828125,eta_4_x,0.0,33.76277453116761,7543.86962890625,1764.9005126953125,-544.721923828125,eta_3_top,0.0
890,696,3953.891166107578,10592.969103917563,726.6629314542691,910.2376912424148,3942.861793067964,10.348089326942944,25.86475131650105,17.957955435365346,253.9185863974048,27.71553223400957,18.959955108607343,124.48435848028058,26.996511673882345,366.33179309388737,0.7021038475679439,21.275639359741632,-0.002,395.6383365413984,10592.969103917563,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,29.560831925263955,8411.609375,1223.0938720703125,-685.7241821289062,eta_1_x,0.0,68.5573258059703,7371.91455078125,395.4311218261719,-3643.34423828125,eta_3_bot,0.0
891,697,8754.927849698308,16932.943528505464,1069.782027299838,509.6580075517735,2095.027165806368,13.4872686336647,10.331829163036192,29.540965518614303,148.38832456164766,12.850518532592467,11.638674897652592,160.35109328235615,25.472294445873462,343.3991487779704,0.1623096759488203,-38.8620602859055,-0.002,370.871080680208,16932.943528505464,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.867894925807705,295.2140808105469,3826.421875,-1026.99072265625,eta_1_x,0.0,7.064423544611784,295.2140808105469,231.6627349853516,-1615.0396728515625,eta_3_bot,0.0
892,697,8754.927849698308,16932.943528505464,1069.782027299838,509.6580075517735,2095.027165806368,13.4872686336647,10.331829163036192,29.540965518614303,148.38832456164766,12.850518532592467,11.638674897652592,160.35109328235615,25.472294445873462,343.3991487779704,0.1623096759488203,-38.8620602859055,-0.002,370.871080680208,16932.943528505464,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.867894925807705,295.2140808105469,3826.421875,-1026.99072265625,eta_1_x,0.0,7.064423544611784,295.2140808105469,231.6627349853516,-1615.0396728515625,eta_3_bot,0.0
893,698,9706.19089676376,16943.176324025564,215.95949467113516,370.5311882036036,4451.331824922037,28.19965895381204,29.94494628555221,20.760412252265898,396.248271350983,13.885238663462964,11.417309226169568,421.0276961249143,46.55604938507821,421.6894177879215,0.8073172742300154,-12.642191845733096,-0.002,455.42457121095526,16943.176324025564,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
894,698,9706.19089676376,16943.176324025564,215.95949467113516,370.5311882036036,4451.331824922037,28.19965895381204,29.94494628555221,20.760412252265898,396.248271350983,13.885238663462964,11.417309226169568,421.0276961249143,46.55604938507821,421.6894177879215,0.8073172742300154,-12.642191845733096,-0.002,455.42457121095526,16943.176324025564,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
895,699,17457.23619406692,5196.182787231223,910.6500240000444,390.3290804106721,3847.2743380586353,23.133904499260797,12.120711819290364,13.260634413681824,443.8738105322908,29.57258339402668,25.57618735549382,125.54205165698204,26.59789321054004,313.81889497958747,0.2493685552857336,-12.989688960027408,-0.002,338.92440657795447,5196.182787231223,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
896,700,13983.982339874749,6707.666885733553,1106.958341609978,778.2259767912656,3375.1523274366536,25.74071045591473,11.006772364646748,29.790526392695373,171.8734086654818,21.76667488082052,17.029670269308134,116.1182745093896,27.656936702422765,311.3175018104562,0.8044540540959674,-5.0560169832726345,-0.002,336.2229019552927,6707.666885733553,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.2606808078672938,6225.71826171875,460.46630859375,-1060.1854248046875,eta_4_x,0.0,4.96129136177872,6225.71826171875,7077.2978515625,-1060.1854248046875,eta_3_top,0.0
897,700,13983.982339874749,6707.666885733553,1106.958341609978,778.2259767912656,3375.1523274366536,25.74071045591473,11.006772364646748,29.790526392695373,171.8734086654818,21.76667488082052,17.029670269308134,116.1182745093896,27.656936702422765,311.3175018104562,0.8044540540959674,-5.0560169832726345,-0.002,336.2229019552927,6707.666885733553,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.2606808078672938,6225.71826171875,460.46630859375,-1060.1854248046875,eta_4_x,0.0,4.96129136177872,6225.71826171875,7077.2978515625,-1060.1854248046875,eta_3_top,0.0
898,701,10555.099196210003,3370.02563916294,726.4393980878557,209.7494839198366,3541.796882427738,10.451800654049526,17.999498552506015,10.643261351756166,234.14090555292043,21.48367015738015,28.32368518518229,148.09738887511014,49.124723835488936,438.253086110806,0.1158865685191509,-5.44728324452182,-0.002,473.3133329996705,3370.02563916294,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
899,702,4633.028421907776,6569.371792815432,425.79799250228496,943.0588390484093,2136.99900266794,17.14105883896333,12.695937117415344,29.961387728587543,125.36292515872891,27.308437524195178,23.453761252740275,248.2523779703079,28.82831683523436,365.091688285716,0.1599554424674339,-22.359760031485187,-0.002,394.2990233485733,6569.371792815432,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,11.263636095090352,229.0647430419922,2207.154052734375,-378.4870910644531,eta_1_x,0.0,18.080696968815957,229.0647430419922,1482.8160400390625,-378.4870910644531,eta_3_top,0.0
900,703,10444.90367590803,9293.983768799411,677.2937480416476,1023.8648029214978,3912.0175762735594,17.105571042986774,23.476448364278014,20.996343577050684,219.5600421601465,28.737952483116867,27.55613025693073,332.9961120410927,35.07545254950349,372.48393154857456,0.3612224887835804,-48.32448780570932,-0.002,402.2826460724606,9293.983768799411,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.151992794494927,324.0681457519531,3447.395751953125,-629.7643432617188,eta_1_x,0.0,12.45429540284026,324.0681457519531,1225.97265625,-629.7643432617188,eta_3_bot,0.0
901,704,8850.458890482407,6772.934164025488,628.1744520418285,400.2869075974404,4354.867460155534,20.71422122753808,26.677214770873118,21.21770773050969,215.6792641876374,16.43743081328998,28.062804397025573,497.6831035492119,45.34488050999912,344.7394777512328,0.473597751525681,-18.45375844154165,-0.002,372.31863597133145,6772.934164025488,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.021862859311254,236.1627197265625,8297.12109375,-1194.879638671875,eta_4_x,0.0,2.784738283505374,236.1627197265625,8297.12109375,-780.0223388671875,eta_3_bot,0.0
902,705,5902.167763886311,12563.150452590073,542.5332090741756,747.3080476376709,3851.754027876276,28.06626633939659,19.3113618495763,18.150279223064736,312.09869559619284,19.299628980086297,10.865078237709762,212.31102350574577,37.89418154839876,305.68214639572784,0.8937814374358329,-46.40759457836018,-0.002,330.1367181073861,12563.150452590073,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.188657947926617,9414.61328125,4975.1171875,-495.3564147949219,eta_4_x,0.0,15.856927689020944,9414.61328125,1886.29345703125,-495.3564147949219,eta_3_top,0.0
903,706,15961.902545256607,17850.837927315537,1064.8080057546472,631.9772014831942,4897.407208871001,24.847672467150968,14.79420826285121,18.533066729249256,350.8903429204779,18.237373506689565,26.123863814110845,300.125726637694,35.13391368108674,337.1146598943402,0.7799500380847989,1.5097714133711833,-0.002,364.0838326858874,17850.837927315537,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5039358142844883,17530.189453125,14973.5693359375,-1004.5358276367188,eta_4_x,0.0,0.0437641446996499,16012.869140625,7163.4208984375,-1004.5358276367188,eta_3_top,336.0
904,707,9167.102233608068,15333.43074759161,250.6501972942632,639.4774151977063,3391.24178864084,19.715508015723422,26.23167907039884,26.15541474173491,194.83243666850524,15.238936505985532,12.585171480645572,490.3940880941729,33.725667676671165,435.4700796983337,0.2464528165980358,47.35076364777274,-0.002,470.3076860742005,15333.43074759161,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5308239016824363,11766.9853515625,8268.7890625,-2759.27783203125,eta_1_x,0.0,0.6054389548310203,7381.37548828125,3692.142333984375,-202.9073028564453,eta_3_top,116.0
905,708,16175.430438218727,4130.130142461559,1130.0405459319568,603.5240494228964,2246.853707854864,15.307298880073962,22.912750584562147,11.193251742414969,494.1729613402336,24.85007365879569,12.093210253115863,128.59649341281747,31.062370354010625,388.7062568076685,0.2182713821542935,30.734287752408207,-0.002,419.802757352282,4130.130142461559,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.715110833219019,3833.37841796875,8295.4111328125,-1088.1871337890625,eta_1_x,0.0,0.6397445554270265,3833.37841796875,15293.8115234375,-3220.204833984375,eta_3_top,12.0
906,709,14092.033725893722,9789.497195057327,992.2026256738708,996.804812347186,3447.2393014963563,19.84490546720447,13.431207043722196,13.5007597477339,411.6350875543476,29.47165214592738,25.905766650010182,328.22531560698155,43.5957150880506,392.1119816632576,0.276857126699783,49.741639472088266,-0.002,423.4809401963183,9789.497195057327,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.702102731340957,9437.8076171875,11391.1279296875,-944.3856201171876,eta_4_x,0.0,4.473221539871373,9437.8076171875,4791.875,-944.3856201171876,eta_3_top,0.0
907,710,16961.105643128536,8145.144008722622,1091.3344778344551,1083.3617153723378,3202.5070574054625,10.710432820610263,24.86113933935849,20.112310933646853,408.5026684763226,29.85115017450864,12.8706477668705,453.9831433529985,30.56672211072999,349.89149766236505,0.3933351375519975,-44.50941943648173,-0.002,377.8828174753543,8145.144008722622,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.907257785813286,568.0196533203125,5810.06689453125,-1048.5369873046875,eta_1_x,0.0,1.0465485676551896,7559.91162109375,15383.68359375,-3460.34814453125,eta_3_top,0.0
908,710,16961.105643128536,8145.144008722622,1091.3344778344551,1083.3617153723378,3202.5070574054625,10.710432820610263,24.86113933935849,20.112310933646853,408.5026684763226,29.85115017450864,12.8706477668705,453.9831433529985,30.56672211072999,349.89149766236505,0.3933351375519975,-44.50941943648173,-0.002,377.8828174753543,8145.144008722622,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.907257785813286,568.0196533203125,5810.06689453125,-1048.5369873046875,eta_1_x,0.0,1.0465485676551896,7559.91162109375,15383.68359375,-3460.34814453125,eta_3_top,0.0
909,711,14349.410305881427,13917.946722443798,566.3953207196263,853.0599117914909,2674.993776066143,17.616191206106443,20.073454561011157,29.22554625829216,353.59587836352665,26.059721577212432,23.626066123304373,410.8459978688463,49.138688109713,301.3918680361361,0.1480166491169013,-41.188707867958136,-0.002,325.503217479027,13917.946722443798,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
910,712,5444.25937422652,9013.945194315766,1191.251558339883,673.9562829352883,2653.4251439206787,19.36663870379088,22.71658395722965,10.436383802681062,490.4149199920333,11.10852178351194,10.89753204846907,257.16257083674293,41.86036794222994,350.12937279139845,0.155778892978333,-4.972431568749364,-0.002,378.1397226147104,9013.945194315766,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,12.36259166063363,314.3036804199219,2853.3544921875,-1136.270751953125,eta_1_x,0.0,64.06341947957165,314.3036804199219,4465.935546875,-1881.839599609375,eta_3_bot,0.0
911,713,3371.92135145218,4486.834496957714,434.7739172384448,322.87242781500174,3021.114097280216,22.89998404488695,23.718820638900574,13.30279913502713,141.50543208695012,10.163471583478312,13.21198613139902,383.6215970561713,25.8630740040976,304.10708415951285,0.1365240373212571,-20.3323369935378,-0.002,328.4356508922739,4486.834496957714,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.624332305793463,4325.6435546875,121.07716369628906,-3062.74609375,eta_4_x,0.0,8.088229786568917,156.44972229003906,121.07716369628906,-3062.74609375,eta_3_bot,0.0
912,713,3371.92135145218,4486.834496957714,434.7739172384448,322.87242781500174,3021.114097280216,22.89998404488695,23.718820638900574,13.30279913502713,141.50543208695012,10.163471583478312,13.21198613139902,383.6215970561713,25.8630740040976,304.10708415951285,0.1365240373212571,-20.3323369935378,-0.002,328.4356508922739,4486.834496957714,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.624332305793463,4325.6435546875,121.07716369628906,-3062.74609375,eta_4_x,0.0,8.088229786568917,156.44972229003906,121.07716369628906,-3062.74609375,eta_3_bot,0.0
913,714,13319.198015621716,16172.426249373952,801.1712457199457,537.7250008674512,3239.2767556669787,16.365106786195668,25.292599365290712,14.14510364922358,422.0531132623696,10.065378080262114,20.36880622126384,383.96503865302407,25.89444606504094,342.757134155213,0.2291453018372641,-43.87192724406407,-0.002,370.17770488763006,16172.426249373952,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
914,715,8182.187991254095,8418.494856395195,1171.6960707759283,938.7892126509366,4082.594022859097,10.550077912380852,19.278845747322777,14.257266983781753,419.8251300415022,14.18752609384573,27.03763458053708,254.5304981347644,46.991938500017945,344.34390354273364,0.7756885827961674,0.5876198449662695,-0.002,371.8914158261524,8418.494856395195,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.255191406489836,8116.05859375,4332.6357421875,-1132.20068359375,eta_1_x,0.0,35.17044571778202,8116.05859375,2910.763427734375,-1132.20068359375,eta_3_top,0.0
915,715,8182.187991254095,8418.494856395195,1171.6960707759283,938.7892126509366,4082.594022859097,10.550077912380852,19.278845747322777,14.257266983781753,419.8251300415022,14.18752609384573,27.03763458053708,254.5304981347644,46.991938500017945,344.34390354273364,0.7756885827961674,0.5876198449662695,-0.002,371.8914158261524,8418.494856395195,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.255191406489836,8116.05859375,4332.6357421875,-1132.20068359375,eta_1_x,0.0,35.17044571778202,8116.05859375,2910.763427734375,-1132.20068359375,eta_3_top,0.0
916,716,17401.275943941815,17034.10506489865,811.3120422915654,394.6508695150749,2183.367019889884,19.409259875056343,18.136513736650905,18.949905371724057,466.4005704208773,19.82722785016186,28.288066564830476,117.74609689238036,48.035748415374485,308.19377767294566,0.8283826929413659,30.443196074235445,-0.002,332.84927988678135,17034.10506489865,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
917,717,9147.293126583309,5911.258941118685,206.9724688443035,838.1757569091582,2991.151301778141,18.542329152257643,20.38358792509333,14.933401658158797,310.7872444496648,18.86676251166321,15.147764165333204,474.6855451306927,46.53507941282619,440.3994206988109,0.8196934122214561,39.110141492635,-0.002,475.63137435471583,5911.258941118685,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5691676686397522,384.6203002929688,8193.2265625,-160.9785919189453,eta_4_x,0.0,2.256948469979598,5805.0771484375,115.89097595214844,-160.9785919189453,eta_3_bot,0.0
918,718,16001.12901283806,4858.407727537808,926.617373401566,846.4751505528894,3036.448526012952,20.767579573046177,10.585536714830464,18.37355583231985,374.1412171153427,23.508811805111755,21.90152736084717,222.82931020194516,37.83285268497537,388.4344322701842,0.1190045564163824,-5.196344262493618,-0.002,419.509186851799,4858.407727537808,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.651424463634372,338.8118591308594,8073.134765625,-880.2864990234375,eta_1_x,0.0,0.0897132874348722,338.8118591308594,8073.134765625,-880.2864990234375,eta_3_top,60.0
919,719,2390.1896916686846,10385.175949465563,1145.7941810002576,293.5779853738441,2848.7149472110445,14.275336944397594,16.814571074459312,24.97806972178664,382.7271316898262,12.22993086444034,19.830745260079365,336.0866454493466,28.40648945343881,327.8494387002793,0.8195260242852338,18.262878524577037,-0.002,354.07739379630164,10385.175949465563,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.912173682698514,10235.9404296875,99.81651306152344,-2467.811279296875,eta_1_x,0.0,8.153497248826294,10235.9404296875,99.81651306152344,-3895.17822265625,eta_3_bot,0.0
920,719,2390.1896916686846,10385.175949465563,1145.7941810002576,293.5779853738441,2848.7149472110445,14.275336944397594,16.814571074459312,24.97806972178664,382.7271316898262,12.22993086444034,19.830745260079365,336.0866454493466,28.40648945343881,327.8494387002793,0.8195260242852338,18.262878524577037,-0.002,354.07739379630164,10385.175949465563,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.912173682698514,10235.9404296875,99.81651306152344,-2467.811279296875,eta_1_x,0.0,8.153497248826294,10235.9404296875,99.81651306152344,-3895.17822265625,eta_3_bot,0.0
921,720,17919.271647319525,17059.040190792708,854.7374442127428,752.1024996031908,3827.296778493059,22.555858906674004,29.546833599672123,18.885148068530064,487.8924450828201,13.849484702667866,15.07088380161111,469.2124609381002,28.39585621879839,442.62561695213697,0.1179192115988962,42.45978892063266,-0.002,478.035666308308,17059.040190792708,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
922,720,17919.271647319525,17059.040190792708,854.7374442127428,752.1024996031908,3827.296778493059,22.555858906674004,29.546833599672123,18.885148068530064,487.8924450828201,13.849484702667866,15.07088380161111,469.2124609381002,28.39585621879839,442.62561695213697,0.1179192115988962,42.45978892063266,-0.002,478.035666308308,17059.040190792708,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
923,721,13235.898741907477,9808.417788661114,441.1886042677066,623.2719543185651,3769.79664941114,27.76317045373479,19.40097510435546,17.82709651016811,478.43980464001896,10.094030410626893,19.320163021183877,140.87173199582122,32.21883970283308,336.5852549028162,0.6372979680217579,-38.7292199212407,-0.002,363.5120752950415,9808.417788661114,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
924,722,12701.44513785881,17773.11997878119,852.6673773948829,1137.6068968501145,4771.401744924083,11.003026946743526,15.159541691690734,16.34676830507256,497.2727614806856,19.98693745786698,29.76468027576269,302.03783337744125,37.7642365686578,304.43159122552726,0.5944770714332062,-26.791149907672207,-0.002,328.7861185235695,17773.11997878119,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.1744389033981784,413.1492004394531,7332.33837890625,-808.9408569335938,eta_1_x,0.0,0.5464541466770436,6278.279296875,6197.3525390625,-808.9408569335938,eta_3_top,144.0
925,723,16981.159133762238,8311.11331551621,1016.9988315285042,954.7629119204151,4184.122739898414,26.020961109177343,27.43909593458898,10.469478920402407,274.6326977039166,10.27833873586212,23.73698021781191,208.0203021561069,40.09467618972612,330.7839966751314,0.4228361566480658,-14.46154695608049,-0.002,357.2467164091419,8311.11331551621,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.13697611705718,579.59375,15590.080078125,-4112.14990234375,eta_1_x,0.0,4.689038486367943,579.59375,15590.080078125,-2105.969970703125,eta_3_bot,0.0
926,724,13214.10659860358,12548.800677171372,996.1499188566988,1124.6691810728776,4361.990116224106,11.22027777180945,22.809867600657523,25.387854172158395,101.22740743017744,10.74239357454961,19.56356331931804,206.58925913033383,36.43905306864775,440.6682755406222,0.340729302697623,-24.588695870550342,-0.002,475.921737583872,12548.800677171372,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.725609147470804,437.5591125488281,4423.830078125,-951.379150390625,eta_1_x,0.0,8.601353426257948,437.5591125488281,11667.8955078125,-951.379150390625,eta_3_bot,0.0
927,725,6546.124740553891,10310.414957017048,947.5195963484545,778.7212850291055,4406.713161606871,18.404974325258472,18.820749651032138,28.5043655915096,468.2200932085544,16.43122961913879,11.46857008183616,362.310295386054,39.77987121375836,382.6341305433301,0.2467153541200086,-19.16422634012458,-0.002,413.2448609867965,10310.414957017048,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,6.761921173600719,359.5096740722656,2317.633544921875,-903.7879028320312,eta_1_x,0.0,36.658992680081774,359.5096740722656,2317.633544921875,-903.7879028320312,eta_3_top,0.0
928,726,15219.425279752417,7584.162012045811,1125.9773491753472,576.5479097361738,3268.3041309302303,12.06630954180586,26.91300724056451,12.890945212814906,328.9047967429027,25.274008857087797,11.550511585474126,112.28812363109527,47.90027380028006,424.4432348003335,0.263132162773098,15.996508745934731,-0.002,458.39869358436016,7584.162012045811,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.5631300763883147,5278.009765625,6842.375,-1080.01904296875,eta_1_x,0.0,0.5196359515320546,7311.69921875,14400.7265625,-3543.663330078125,eta_3_top,96.0
929,727,9639.681863657692,9945.67068968721,961.1424987768326,557.3924604450285,2271.2724773021296,29.958161965353323,15.064648086111024,23.404828323504404,457.5049119709875,20.66544870168891,18.04404338236541,239.22590177614188,47.87434831921421,345.6158135488351,0.6706035354325479,-48.036951104217295,-0.002,373.2650786327419,9945.67068968721,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.7891632318787725,3628.86279296875,7900.3984375,-899.79296875,eta_4_x,0.0,9.181645139138991,346.7917175292969,8851.0302734375,-1552.269775390625,eta_3_bot,0.0
930,727,9639.681863657692,9945.67068968721,961.1424987768326,557.3924604450285,2271.2724773021296,29.958161965353323,15.064648086111024,23.404828323504404,457.5049119709875,20.66544870168891,18.04404338236541,239.22590177614188,47.87434831921421,345.6158135488351,0.6706035354325479,-48.036951104217295,-0.002,373.2650786327419,9945.67068968721,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.7891632318787725,3628.86279296875,7900.3984375,-899.79296875,eta_4_x,0.0,9.181645139138991,346.7917175292969,8851.0302734375,-1552.269775390625,eta_3_bot,0.0
931,728,6367.174779225781,3285.5206530267064,889.9221539283587,437.38219489140056,4550.720372034643,26.117258763987405,13.59369964448434,13.30101908420978,407.4251464725376,15.17051568881999,11.248379611437295,468.65969545039394,37.21167449952706,439.7553365305018,0.2541517137748494,-42.16542779342655,-0.002,474.935763452942,3285.5206530267064,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,
932,729,14839.233565766292,4589.349162109656,1026.2923093763256,491.0773064794985,2920.5720886465174,22.72765159698038,20.8589798561782,28.151326212641568,307.160028707711,11.554714834034936,26.959293015719656,288.0929284348839,27.757551832242008,315.2239545896627,0.1605180687002499,-28.72002772882217,-0.002,340.4418709568357,4589.349162109656,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.116429379423065,160.02427673339844,14148.298828125,-3186.748291015625,eta_1_x,0.0,1.152793561753266,2868.946044921875,14148.298828125,-1229.964599609375,eta_3_bot,0.0
