,Unnamed: 0,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,fsy,s,beta,ecu,fsu,b2,alpha_l,l_sec,b_sec1_b1,b_sec2_b1,b_sec1_b2,b_sec2_b2,h_S1_3,h_S7_9,h_v,l_v,left_p,right_p,h_b,b_b,esu,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,withMPCs,offsetmodeling,mesh_size_factor,oo,uu,d3_plate,d2_walls,d3_walls,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_tot,vol_plate_conc,vol_plate_steel,w_plate_steel,vol_walls_conc,vol_walls_steel,w_walls_steel,GWP,AP,ADP-minerals-metals,ADP-fossil,ODP,POCP
782,782,611,7593.213056039102,4452.276742891806,1093.7126128922478,399.8992230574024,4648.643702828556,17.872862358789508,16.353720098903107,12.971595939031292,314.90320409812114,28.30795000192776,22.11538708809893,147.7750620823231,25.029488515547246,341.6441792903769,0.286938407437788,21.552869960114123,-0.002,368.9757136336071,4452.276742891806,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.1515822496215367,4292.328125,3831.9970703125,-1029.3765869140625,eta_1_x,0.0,7.236117592860618,4292.328125,7040.4111328125,-1698.6473388671875,eta_3_bot,0.0,2.1515822496215367,36.9752362465521,0.07581420698129018,595.1415248031279,16.553467024789555,0.3873924979515125,3041.031108919373,12618.269384127969,21.869877659515698,0.031992049985646094,91710.63320390604,0.00013957138545751702,3.7114807538950294
783,783,612,7908.288214420467,8348.274270784636,655.609965193556,752.426449119992,4458.070862515941,13.896023537791216,16.471875808678394,21.960348844886603,146.87053314563286,11.6984766488816,13.822946155198968,359.2241258600452,37.61241913774128,386.64159926268,0.4920823715308242,4.055316643905307,-0.002,417.5729272036944,8348.274270784636,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.6100321958332025,4423.48876953125,2618.510009765625,-607.9292602539062,eta_1_x,0.0,13.506762520335478,4423.48876953125,3320.85498046875,-607.9292602539062,eta_3_top,0.0,4.6100321958332025,43.283736405354425,0.3850626472213112,3022.741780687293,56.00640869433944,0.1365105665891302,1071.607947724672,29393.985737389863,46.848996530848325,0.09424869250909111,180007.1368801648,0.0001612204646523338,5.7293071278211505
784,784,613,7495.853129363345,13439.654010252236,935.9842352695996,316.2643346243242,2359.3269533553494,19.2370522529021,15.84775454816829,26.45168974736012,112.4215692946816,10.054788681172168,29.29739263841688,296.3960576848479,35.55861692388045,431.31029091715385,0.2783672008621268,-47.101168890918736,-0.002,465.8151141905262,13439.654010252236,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.9840354617414246,187.44874572753903,7060.98974609375,-2681.265869140625,eta_1_x,0.0,7.660475672788182,187.44874572753903,118.59912872314452,-1550.029052734375,eta_3_bot,0.0,3.9840354617414246,94.29261736050186,1.0310021385781367,8093.366787838373,20.05655931343396,0.3149897352739339,2472.669421900381,27656.523142344453,49.41569161215262,0.06387999446449383,223523.19603748596,0.00040311371049519623,10.12310775085353
785,785,614,9399.361178350018,11826.678758653738,864.3203752436885,864.1591374994968,3306.9914885194703,10.786630566471048,26.14822505711099,28.64600091358644,162.13958047961256,14.179551884542851,20.70112097376108,196.9173205276917,48.242052866902114,336.0036586074994,0.5552480295285859,6.016760195754131,-0.002,362.8839512960994,11826.678758653738,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.3297894366474483,9391.2666015625,5411.9560546875,-821.6378784179688,eta_1_x,0.0,18.9102738883164,8230.484375,4574.22998046875,-821.6378784179688,eta_3_top,0.0,3.3297894366474483,96.08064051203179,0.9502252584358766,7459.268278721631,67.59578248100814,0.4518052801888799,3546.671449482707,51812.88887474831,83.9498292592517,0.1567623355489058,338731.12032295024,0.00042652962738254564,13.240970890225665
786,786,615,13275.07674870458,16835.23637096284,676.3319900967631,1146.1809228710226,4532.781797333973,23.081535569442284,15.680382648130884,27.13535092064059,141.7238247074241,11.523109770502208,15.884157016148777,246.7518454567132,48.202912777782686,322.9247614234929,0.1365653384548059,-43.47669769315094,-0.002,348.75874233737244,16835.23637096284,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,3.963120558321702,391.3474426269531,10550.5458984375,-628.8701171875,eta_4_x,0.0,10.72844992638966,391.3474426269531,5667.6328125,-628.8701171875,eta_3_top,0.0,3.963120558321702,151.1527972701735,2.054655036131177,16129.04203362974,174.93117083373906,0.5968098189182299,4684.957078508105,102945.36541797864,166.17667705173045,0.31408341686450375,663859.6641911746,0.0008080239180400161,25.506791401390455
787,787,616,16393.94618449123,15232.657046776078,451.1473535467862,1071.937521064672,3108.096377270116,15.076894961654196,16.95333307046687,24.944557075014423,223.0112226152248,19.23268044248126,13.709531522969291,397.0064295198699,26.37088975518133,379.987011482777,0.8348838456238742,18.961881782371933,-0.002,410.3859724013992,15232.657046776078,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.4577809347354199,6017.900390625,7385.78076171875,-403.6581726074219,eta_3_y,82.0,4.812371501553937e-05,5292.34765625,7385.78076171875,-403.6581726074219,eta_3_top,845.0,4.812371501553937e-05,112.66203292491026,1.1265685590404022,8843.563188467157,101.50083382078098,0.3890580442203978,3054.1056471301226,49820.40253602068,84.94506303731177,0.13222291707336786,340776.87680131686,0.0004590065621877889,12.77082112234324
788,788,617,8125.059633576266,10903.955189305998,445.88139254028033,1164.1261990487988,3784.561683935861,17.75361211274714,24.76669429798143,22.777194579483066,120.8464671823666,14.131610141240737,21.66357911875833,448.9530798741122,46.96806542536531,375.3242980231282,0.3403842375316724,-3.55259368898642,-0.002,405.3502418649785,10903.955189305998,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,5.703956469210387,2652.34033203125,2547.18115234375,-398.9465026855469,eta_1_x,0.0,9.626317804684138,2652.34033203125,242.718017578125,-398.9465026855469,eta_3_bot,0.0,5.703956469210387,39.502989563275776,0.9163060733448752,7193.0026757572705,96.07927231210667,0.18586806055415223,1459.064275350095,40904.896894345955,66.92309227713491,0.12381691241447207,276004.37616929563,0.00033496430892058463,10.224118955274129
789,789,618,8185.076099286089,12161.913681569906,464.95460094909873,1098.3879536005727,2623.595460910016,21.35709361811116,26.78973176300744,23.29593946388136,368.4001450852604,19.863232494643874,29.97131375268096,491.02967491344447,26.89249548127514,414.68098165608126,0.303346582481522,-34.74346217008329,-0.002,447.8554601885678,12161.913681569906,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.7528211418142257,282.7127380371094,2593.197998046875,-417.2669372558594,eta_1_x,0.0,5.196459086458259,282.7127380371094,247.1030120849609,-417.2669372558594,eta_3_bot,0.0,2.7528211418142257,46.28445858091693,0.3948463516775086,3099.5438606684424,70.0945972035655,0.2236754656701731,1755.852405510859,26669.734271152716,44.608799421372915,0.07441891054629836,169298.81819054522,0.00018904568660939506,5.677260565947719
790,790,618,8185.076099286089,12161.913681569906,464.95460094909873,1098.3879536005727,2623.595460910016,21.35709361811116,26.78973176300744,23.29593946388136,368.4001450852604,19.863232494643874,29.97131375268096,491.02967491344447,26.89249548127514,414.68098165608126,0.303346582481522,-34.74346217008329,-0.002,447.8554601885678,12161.913681569906,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.7528211418142257,282.7127380371094,2593.197998046875,-417.2669372558594,eta_1_x,0.0,5.196459086458259,282.7127380371094,247.1030120849609,-417.2669372558594,eta_3_bot,0.0,2.7528211418142257,46.28445858091693,0.3948463516775086,3099.5438606684424,70.0945972035655,0.2236754656701731,1755.852405510859,26669.734271152716,44.608799421372915,0.07441891054629836,169298.81819054522,0.00018904568660939506,5.677260565947719
791,791,619,17915.30529777553,14792.532356417703,1186.1437664772784,409.9245773638646,3419.9285534718565,20.293637084039275,10.291853869089833,18.545047496799548,255.5429071393264,24.92174682679901,24.586444111540512,287.6940555071126,47.85160555528356,358.08947430699925,0.7332787322710271,7.47001536526831,-0.002,386.7366322515592,14792.532356417703,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,314.34320163194036,0.8191236657799423,6430.120776372547,41.47567993038498,0.7552501524718693,5928.713696904174,109738.85938197927,171.35264960997475,0.359232576728009,622250.4261615811,0.0004933903437598557,19.713451739299135
792,792,619,17915.30529777553,14792.532356417703,1186.1437664772784,409.9245773638646,3419.9285534718565,20.293637084039275,10.291853869089833,18.545047496799548,255.5429071393264,24.92174682679901,24.586444111540512,287.6940555071126,47.85160555528356,358.08947430699925,0.7332787322710271,7.47001536526831,-0.002,386.7366322515592,14792.532356417703,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,314.34320163194036,0.8191236657799423,6430.120776372547,41.47567993038498,0.7552501524718693,5928.713696904174,109738.85938197927,171.35264960997475,0.359232576728009,622250.4261615811,0.0004933903437598557,19.713451739299135
793,793,620,17779.117980069917,18751.575846661603,1008.872727242048,532.8726446640715,4462.413241716227,18.84559759663296,21.96229973403833,17.617361956946276,422.6359972124425,19.03617603667505,26.246949700569434,374.801417189361,37.58846126260896,378.12585201835526,0.7520304217450605,29.98703792908184,-0.002,408.3759201798237,18751.575846661603,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,336.3445265869531,0.8003692497605551,6282.898610620357,89.1786673687274,0.7710762769641897,6052.948774168889,124666.85494886257,195.75662823297097,0.4122266301560021,720034.8669041516,0.0004954816913605022,20.46711188606515
794,794,621,6914.071076256112,4283.980418609929,833.7291968350391,276.6259212481003,3491.845999852818,24.565294593679468,20.87894976155493,26.1893614736098,390.7917473237877,23.36140260357481,14.140836432048172,403.8289471983074,36.462591621158616,379.5355269988177,0.4916336413921539,35.53417887410784,-0.002,409.8983691587232,4283.980418609929,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8005185667106118,4130.0771484375,6545.236328125,-955.48486328125,eta_4_x,0.0,3.608774216099163,4130.0771484375,6545.236328125,-1288.128173828125,eta_3_bot,0.0,1.8005185667106118,24.69484629564838,0.11127487863131347,873.5077972558107,8.276094250030999,0.07657253493670355,601.0943992531228,7580.521241058885,12.733403837998253,0.020925440727187716,48940.56081417495,5.727244771063863e-05,1.6860724694939946
795,795,621,6914.071076256112,4283.980418609929,833.7291968350391,276.6259212481003,3491.845999852818,24.565294593679468,20.87894976155493,26.1893614736098,390.7917473237877,23.36140260357481,14.140836432048172,403.8289471983074,36.462591621158616,379.5355269988177,0.4916336413921539,35.53417887410784,-0.002,409.8983691587232,4283.980418609929,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.8005185667106118,4130.0771484375,6545.236328125,-955.48486328125,eta_4_x,0.0,3.608774216099163,4130.0771484375,6545.236328125,-1288.128173828125,eta_3_bot,0.0,1.8005185667106118,24.69484629564838,0.11127487863131347,873.5077972558107,8.276094250030999,0.07657253493670355,601.0943992531228,7580.521241058885,12.733403837998253,0.020925440727187716,48940.56081417495,5.727244771063863e-05,1.6860724694939946
796,796,622,15737.244744518748,6301.808466949391,437.5768580728826,400.82712316927456,2642.161444226332,13.029468357349682,27.73022946708844,18.91434300367909,418.6141376847107,13.724835193382196,28.6259631179461,193.8663395293844,31.513037110108428,368.089974608836,0.3983291384930896,46.06967845178474,-0.002,397.53717257754295,6301.808466949391,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,43.395854456155234,0.26802705934154064,2104.012415831094,13.34786014377831,0.36738548715755437,2883.9760741868017,13660.10845644055,24.275692987067448,0.03210624752580364,108401.36194055623,0.0001904655062685771,4.823261244860067
797,797,622,15737.244744518748,6301.808466949391,437.5768580728826,400.82712316927456,2642.161444226332,13.029468357349682,27.73022946708844,18.91434300367909,418.6141376847107,13.724835193382196,28.6259631179461,193.8663395293844,31.513037110108428,368.089974608836,0.3983291384930896,46.06967845178474,-0.002,397.53717257754295,6301.808466949391,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,43.395854456155234,0.26802705934154064,2104.012415831094,13.34786014377831,0.36738548715755437,2883.9760741868017,13660.10845644055,24.275692987067448,0.03210624752580364,108401.36194055623,0.0001904655062685771,4.823261244860067
798,798,623,16415.41098944229,3115.975451167876,325.59628891525256,984.8159347030248,3341.7596357529173,12.549634541812724,26.62332600681028,24.33048894125144,328.7592157359676,18.199460357025927,22.57041496861767,342.2555499015888,32.36023648317629,339.1455757541679,0.2701411369337432,-12.784695419111976,-0.002,366.2772218145014,3115.975451167876,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,16.654255929326386,0.19579101560865425,1536.9594725279358,20.50946346242041,0.10778401175647565,846.1044922883339,8725.12991391401,15.047430866201765,0.022436868180339024,62277.02308080488,9.159594612053549e-05,2.4658682414368838
799,799,624,6584.944826226461,5383.182818904847,1137.737329001694,492.8013673512303,3797.914906691773,12.366561481934584,28.08353168883522,20.006374348508857,331.959140717976,12.112746997460556,14.800472838821667,125.01854957041704,28.135499276573707,387.0058949108305,0.442422470768861,-15.77685646299765,-0.002,417.966366503697,5383.182818904847,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.8778082707762,187.7040252685547,2827.210205078125,-1083.559326171875,eta_1_x,0.0,13.373023948637234,187.7040252685547,5892.67578125,-2126.193115234375,eta_3_bot,0.0,2.8778082707762,40.330469436024124,0.1246171469393696,978.2446034740514,20.150520052066334,0.22223077003600766,1744.5115447826602,13909.956536324502,23.37494759343883,0.03835669378943289,89950.70456934269,0.00010572611890832103,3.106833669284046
800,800,625,9741.559856194684,19420.143521469246,1146.1867206894813,611.2240606105175,4321.922745390437,17.5815972391826,13.38792384282558,18.14935081514283,160.29568244179745,22.15000301146939,13.782403862020155,228.4625473150253,39.81125762374944,401.4124085293321,0.546780362023644,-31.0305579677206,-0.002,433.5254012116787,19420.143521469246,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.358166408238949,7672.232421875,8872.6630859375,-2271.022216796875,eta_4_x,0.0,14.365159777246353,6070.0703125,8872.6630859375,-1447.585693359375,eta_3_bot,0.0,4.358166408238949,216.83845843277516,0.8914772968447393,6998.096780231203,102.60295579676311,0.7673550515226581,6023.737154452867,94530.09673351713,150.57977645143853,0.3034621218645048,577641.2883311403,0.0005130337725985369,18.3144248571153
801,801,625,9741.559856194684,19420.143521469246,1146.1867206894813,611.2240606105175,4321.922745390437,17.5815972391826,13.38792384282558,18.14935081514283,160.29568244179745,22.15000301146939,13.782403862020155,228.4625473150253,39.81125762374944,401.4124085293321,0.546780362023644,-31.0305579677206,-0.002,433.5254012116787,19420.143521469246,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.358166408238949,7672.232421875,8872.6630859375,-2271.022216796875,eta_4_x,0.0,14.365159777246353,6070.0703125,8872.6630859375,-1447.585693359375,eta_3_bot,0.0,4.358166408238949,216.83845843277516,0.8914772968447393,6998.096780231203,102.60295579676311,0.7673550515226581,6023.737154452867,94530.09673351713,150.57977645143853,0.3034621218645048,577641.2883311403,0.0005130337725985369,18.3144248571153
802,802,626,13964.528356156348,19626.20590277753,1118.4303714134835,350.0384835086911,3545.5350334814675,19.621095323146363,16.266360863824254,21.391554402086708,496.3908032130493,15.729437560478608,15.076900253217117,387.178273614463,32.1460019532181,442.22878376161054,0.2565520013914447,-45.436967000530814,-0.002,477.6070864625394,19626.20590277753,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,306.5290046961292,0.5425612051080229,4259.10546009798,48.71513620257068,0.45425220442773995,3565.8798047577584,79655.91786421162,129.42520304208543,0.23831726558171676,447757.25049302704,0.00031465861728453945,11.843230073654532
803,803,626,13964.528356156348,19626.20590277753,1118.4303714134835,350.0384835086911,3545.5350334814675,19.621095323146363,16.266360863824254,21.391554402086708,496.3908032130493,15.729437560478608,15.076900253217117,387.178273614463,32.1460019532181,442.22878376161054,0.2565520013914447,-45.436967000530814,-0.002,477.6070864625394,19626.20590277753,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,306.5290046961292,0.5425612051080229,4259.10546009798,48.71513620257068,0.45425220442773995,3565.8798047577584,79655.91786421162,129.42520304208543,0.23831726558171676,447757.25049302704,0.00031465861728453945,11.843230073654532
804,804,627,11555.919438827872,17908.45494369474,243.08146407277724,224.34264718429424,3703.6753198600345,10.692045228778284,18.15767371111973,19.461456396243285,476.66675079497537,26.942413052902783,29.39764411610031,355.3300326982993,45.76675857057912,393.6292851977303,0.8921506879948143,6.710061975195501,-0.002,425.1196280135488,17908.45494369474,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,50.305383893492746,0.3296556062054158,2587.796508712514,29.7599955510118,0.7297150938209958,5728.263486494817,24958.985232288636,42.610437475351716,0.06800427596043246,194627.0095556329,0.0003180822282745066,8.55248201427186
805,805,628,4705.054546043009,15411.106878150871,216.3024611536401,918.8735353663864,4957.904594428972,18.004525534005097,24.990062448012186,26.89914420914157,355.3888652035137,21.392115802552688,16.605969284618556,453.8400551486704,42.62586976785901,419.34452674223024,0.4631014992892613,-42.44455036075438,-0.002,452.8920888816087,15411.106878150871,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.5866135477910364,5220.005859375,1385.45947265625,-170.76510620117188,eta_1_x,0.0,4.599020621731823,5587.0322265625,1385.45947265625,-170.76510620117188,eta_3_top,0.0,2.5866135477910364,15.684112758981053,0.2910418439667541,2284.6784751390196,140.41636846689298,0.2662233267018779,2089.8531146097416,45695.46363554012,71.66675403074106,0.151463171571884,262652.45276932174,0.0001761084181634601,7.389971514441741
806,806,629,3865.714314881318,7728.052246867732,1080.632956504911,723.8715096084778,3264.303219819919,18.49127505792461,18.24594179684438,20.97023918940475,469.725058828803,13.515674024017423,17.544536559979807,494.94866671572,35.7446875211897,327.8656600672206,0.2543368174771776,-35.15850973256734,-0.002,354.09491287259823,7728.052246867732,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,20.015656744436416,7450.419921875,314.4687805175781,-3033.17431640625,eta_1_x,0.0,52.07257688549515,269.4664611816406,314.4687805175781,-4117.29248046875,eta_3_bot,0.0,20.015656744436416,32.2833067951358,0.06286821402040443,493.5154800601748,36.52178726667779,0.06657420645789594,522.6075206944831,15302.941578868324,24.58626550843551,0.046954629963068005,81795.76475362328,4.2211413549486484e-05,1.9021591718907989
807,807,630,7563.989679871741,8705.617473350023,816.0831317842965,874.5198331271008,2988.5570147965614,12.52337854202582,25.31375596918038,20.292472198561143,340.83284474789843,28.611894890219528,10.288533557726309,109.02578852123546,29.986045881256707,408.9575242092271,0.8239487553029305,-37.21791871672782,-0.002,441.67412614596526,8705.617473350023,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,4.268567204220339,4005.728271484375,4001.303466796875,-768.7739868164062,eta_1_x,0.0,22.87464502080312,4612.833984375,4001.303466796875,-768.7739868164062,eta_3_top,0.0,4.268567204220339,53.73842195342062,0.20536524349116783,1612.1171614056675,45.505174566258546,0.6197754637969217,4865.237390805835,23328.4034043301,40.29270454786814,0.05973536959440397,167427.22327725124,0.00024885947548506954,6.673984894972953
808,808,631,4320.649570847435,18138.284872548087,290.9002485592033,869.2006965978011,2618.696958529191,20.1279183109984,15.13214141068974,21.755539372138088,103.14411157287692,29.527625588889435,11.021950634488418,364.75112831311264,39.88448800441126,389.28420953075744,0.1860543594160668,-3.747257717900325,-0.002,420.42694629321807,18138.284872548087,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,8.103043076832988,3239.66015625,3331.101806640625,-244.356201171875,eta_4_x,0.0,14.05173083001233,3239.66015625,1262.9720458984375,-244.356201171875,eta_3_top,0.0,8.103043076832988,22.797611832494766,0.746780902852018,5862.230087388341,82.57175658655349,0.30039387645552623,2358.091930175881,32164.601729286816,53.45202842219739,0.09383992649008603,229262.38799151412,0.00031644191863217525,9.11921179641513
809,809,632,6983.312753703764,18608.501842826336,1006.673369188438,1114.7468993211833,2855.6775267613075,27.10133162369564,15.63332261333548,15.472224795305674,269.8180754369448,27.24101830188539,24.154085528322973,413.75178670195567,33.21456275660441,353.0179389337598,0.6195949846564908,-41.70446479398022,-0.002,381.25937404846064,18608.501842826336,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,22.900407313306445,8620.3095703125,2358.2861328125,-958.736572265625,eta_1_x,0.0,57.3635095649706,9802.107421875,3510.280029296875,-958.736572265625,eta_3_top,0.0,22.900407313306445,130.8161858205609,0.5152948410747766,4045.0645024369965,118.47503407827654,0.4094942772674555,3214.530076549526,56341.301529894015,92.52788884306044,0.16441837458934544,331659.5575522162,0.00028713940161450614,9.697806013133523
810,810,633,12837.950388829302,11100.12459867414,1028.0843519982427,386.7274305789744,4375.651514443702,27.050808929993227,11.587501344607846,25.583641403263485,161.0412378300111,11.383583824953035,28.651412680743963,454.68996340560886,29.751566251740712,391.2833639617439,0.2458489436262648,22.293831799885908,-0.002,422.5860330786834,11100.12459867414,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,2.398060162921595,6603.8447265625,12303.3564453125,-4112.34375,eta_1_x,0.0,4.335689719731362,4385.2783203125,5390.9140625,-967.6088256835938,eta_3_top,0.0,2.398060162921595,146.50494907707588,1.1568321362228093,9081.132269349053,37.56691686171585,0.3012677509974566,2364.9518453300343,43126.05971356484,74.18564846491569,0.11169940416778788,304933.573844589,0.00044027602949104293,11.933292999695531
811,811,634,17311.07053360198,7485.620510091521,997.449964058328,972.5548863774992,2856.757507104211,17.923310795816874,17.547649263463647,19.06846823367568,144.71058010404812,13.045097054835004,29.559467583669825,495.74050353326425,29.735812681918087,351.90289576440483,0.1489572486004559,1.8381940920203943,-0.002,380.05512742555726,7485.620510091521,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.9357630470388016,522.0263061523438,15899.6806640625,-3110.69921875,eta_1_x,0.0,3.569476542875391,522.0263061523438,15899.6806640625,-1196.6722412109375,eta_3_bot,0.0,1.9357630470388016,129.25366051367575,0.7994927381369668,6276.017994375189,41.59539947950045,0.18898837811699787,1483.5587682184332,39310.482273207774,66.09621660977024,0.10824269188248714,254769.414776307,0.0003012183295223081,8.829812184259179
812,812,634,17311.07053360198,7485.620510091521,997.449964058328,972.5548863774992,2856.757507104211,17.923310795816874,17.547649263463647,19.06846823367568,144.71058010404812,13.045097054835004,29.559467583669825,495.74050353326425,29.735812681918087,351.90289576440483,0.1489572486004559,1.8381940920203943,-0.002,380.05512742555726,7485.620510091521,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,1.9357630470388016,522.0263061523438,15899.6806640625,-3110.69921875,eta_1_x,0.0,3.569476542875391,522.0263061523438,15899.6806640625,-1196.6722412109375,eta_3_bot,0.0,1.9357630470388016,129.25366051367575,0.7994927381369668,6276.017994375189,41.59539947950045,0.18898837811699787,1483.5587682184332,39310.482273207774,66.09621660977024,0.10824269188248714,254769.414776307,0.0003012183295223081,8.829812184259179
813,813,635,16013.876707801111,4052.9936520496185,247.88846029866207,232.7942515588012,2735.845054925627,28.971504895448582,24.085115482899862,28.576116384131144,412.3869120765663,28.9191116870688,18.217840522002472,284.3804390193271,32.34285305373981,325.0019839022629,0.8528178550127113,7.05792191925746,-0.002,351.002142614444,4052.9936520496185,90,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0,0,False,False,0,0,0.045,1000,2e-05,30,6.5,2500,225000,True,True,3,30,30,12,12,12,0.0,,,,,,0.0,,,,,,0.0,16.0889874906102,0.29419874264187884,2309.460129738749,5.162614163864384,0.17479829799066238,1372.1666392266998,5570.33256854674,10.839408244902232,0.009132647726292093,58490.84355107245,0.00013935303233544383,3.2286278900032537
