val/h_w_loss,val/t_p_loss,val/s_walls_loss,epoch,val/ODP_loss,val/b1_loss,val/d1_walls_loss,val/d2_plate_loss,val/d4_walls_loss,val/z_loss,val/L_loss,val/loss,val/s_plate_loss,val/d1_plate_loss,val/eta_min_tot_loss,val/AP_loss,val/GWP_loss,val/ADP-minerals-metals_loss,val/decorrelation_loss,step,val/fcc_loss,val/fsy_loss,val/POCP_loss,val/d4_plate_loss,val/features_loss,val/s_loss,val/beta_loss,val/ADP-fossil_loss,val/t_w_loss,train/loss,train/fsy_loss,train/s_loss,train/t_p_loss,train/d1_walls_loss,train/POCP_loss,train/fcc_loss,train/ADP-minerals-metals_loss,train/b1_loss,train/d4_plate_loss,train/beta_loss,train/h_w_loss,train/GWP_loss,train/eta_min_tot_loss,train/ADP-fossil_loss,train/t_w_loss,train/z_loss,train/AP_loss,train/d2_plate_loss,train/s_walls_loss,train/s_plate_loss,train/L_loss,train/decorrelation_loss,train/d4_walls_loss,train/ODP_loss,train/d1_plate_loss,train/features_loss
0.07537270337343216,0.09243129938840866,0.08198808878660202,0,0.08996469527482986,0.0807921513915062,0.09302254021167755,0.18274520337581635,0.08616773784160614,1.0357125997543335,0.08018726110458374,2.975032329559326,0.07206743955612183,0.08316356688737869,0.13049370050430298,0.07370434701442719,0.04374726116657257,0.061285290867090225,0.0,0,0.08632207661867142,0.08489205688238144,0.06542494148015976,0.08290178328752518,1.9393196105957031,0.06768352538347244,0.08645005524158478,0.05349486321210861,0.08501699566841125,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07529793679714203,0.09242266416549683,0.08192365616559982,1,0.08560305833816528,0.08069620281457901,0.09316270053386688,0.17146562039852142,0.08607316762208939,1.0285873413085938,0.08032809942960739,2.9470953941345215,0.07206396013498306,0.08334376662969589,0.13147908449172974,0.07179971039295197,0.04262908548116684,0.059235792607069016,0.0,1,0.08629118651151657,0.08490679413080215,0.06610368937253952,0.0827418640255928,1.9185080528259277,0.06764092296361923,0.08645954728126526,0.052174318581819534,0.08466518670320511,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07523840665817261,0.09241513907909393,0.08190744370222092,2,0.08173231780529022,0.08063319325447083,0.09328862279653549,0.15844060480594635,0.08603369444608688,1.0202932357788086,0.08043838292360306,2.917083740234375,0.07207396626472473,0.08349541574716568,0.1325596272945404,0.06995753943920135,0.041657060384750366,0.05723001807928085,0.0,2,0.08625686913728714,0.0849519819021225,0.06675686687231064,0.08257536590099335,1.8967902660369873,0.06757461279630661,0.08643838763237,0.05085150897502899,0.08428342640399933,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07519616931676865,0.09239625930786133,0.08191745728254318,3,0.0782838836312294,0.08061224967241287,0.09344854950904846,0.14451764523983002,0.08601883053779602,1.0109453201293945,0.08051569014787674,2.8857898712158203,0.0720946341753006,0.08366855978965759,0.13379298150539398,0.06803765892982483,0.04084307700395584,0.05505629628896713,0.0,3,0.08623335510492325,0.08504816144704819,0.06745083630084991,0.08241138607263565,1.8748445510864258,0.0675312727689743,0.0863972082734108,0.049452513456344604,0.08391992747783661,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07517191767692566,0.0923890769481659,0.08193755149841309,4,0.07519366592168808,0.0805688351392746,0.09363924711942673,0.13054034113883972,0.08601702749729156,1.0005544424057007,0.08060719817876816,2.8538241386413574,0.07212270051240921,0.0838167667388916,0.13492882251739502,0.06594453752040863,0.040137890726327896,0.05292317271232605,0.0,4,0.0862279012799263,0.08514468371868134,0.06815531104803085,0.08225376158952713,1.8532696962356567,0.06752549856901169,0.08638457208871841,0.04804237186908722,0.0835968405008316,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07513967156410217,0.09238641709089279,0.0819428414106369,5,0.07245621085166931,0.08047431707382202,0.09375383704900742,0.11712518334388733,0.08600801229476929,0.9886197447776794,0.08064799010753632,2.8213319778442383,0.0721375048160553,0.08389704674482346,0.13597752153873444,0.06394334882497787,0.03946780413389206,0.050901878625154495,0.0,5,0.0862102061510086,0.08526083827018738,0.06892138719558716,0.08209709078073502,1.8327120542526245,0.06752083450555801,0.08637525886297226,0.04666837304830551,0.08339858800172806,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07509603351354599,0.09240167587995529,0.08197669684886932,6,0.06995103508234024,0.08035006374120712,0.09385339915752411,0.10450349003076553,0.085999496281147,0.9753600358963013,0.0806298479437828,2.7888317108154297,0.07214062660932541,0.08400475233793259,0.13695205748081207,0.061999376863241196,0.038773588836193085,0.049038492143154144,0.0,6,0.08619574457406998,0.08528076857328415,0.06979409605264664,0.08199439197778702,1.8134716749191284,0.06752045452594757,0.0863674059510231,0.04535626247525215,0.08329186588525772,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07504533976316452,0.09242217987775803,0.0820314884185791,7,0.06757607311010361,0.08019910752773285,0.09389768540859222,0.09265965223312378,0.08597848564386368,0.9590646624565125,0.08057153970003128,2.754377841949463,0.07213601469993591,0.08408989757299423,0.13787104189395905,0.06028255447745323,0.038127098232507706,0.04718678444623947,0.0,7,0.086173877120018,0.08524888008832932,0.07067585736513138,0.08191695064306259,1.7953132390975952,0.0675087422132492,0.08634918183088303,0.04409205541014671,0.08327265083789825,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07498099654912949,0.09244612604379654,0.08206729590892792,8,0.06551899015903473,0.08002673834562302,0.09393538534641266,0.08185942471027374,0.08598096668720245,0.9415934681892395,0.08045023679733276,2.7199907302856445,0.0721358209848404,0.08416588604450226,0.13875029981136322,0.05853699520230293,0.03751906007528305,0.04513045400381088,0.0,8,0.0861501395702362,0.08515170216560364,0.0717841312289238,0.08185121417045593,1.7783973217010498,0.06747087091207504,0.08634570986032486,0.04277602210640907,0.08336285501718521,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07489015907049179,0.09247646480798721,0.08209817111492157,9,0.06352346390485764,0.07981815934181213,0.09389525651931763,0.07230653613805771,0.08598031848669052,0.9222942590713501,0.08028068393468857,2.6854140758514404,0.07212762534618378,0.08417624235153198,0.1395886093378067,0.05700715631246567,0.03689202293753624,0.043308597058057785,0.0,9,0.08610474318265915,0.08496886491775513,0.07289838045835495,0.08179254829883575,1.7631198167800903,0.0673665702342987,0.0864224061369896,0.04161953926086426,0.08357735723257065,,,,,,,,,,,,,,,,,,,,,,,,,,,
