,ID,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate_1_6,d4_plate_7_9,d3_plate,d2_plate,d1_plate,s_plate,d4_walls_1_3,d4_walls_4_9,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,5800,9720,400,400,2780,90,0,0,30,30,24,14,12,14,24,200,24,14,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.25,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.6824900231048536,9642.4013671875,266.1778564453125,-352.941162109375,eta_4,0,4.176002891624486,9642.4013671875,152.94117736816406,-641.1768798828125,eta_3_bot,0,0.7278244236945739,9536.4,168.75,0.0,bot,4,1.2935033199144634,9536.4,506.25,0.0,bot,0,2.372065518613778,9642.4013671875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses
