,ID,d4_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,7.150190548067293,225.94854736328125,160.0,-1393.869384765625,eta_4,0,15.147412143679324,225.94854736328125,160.0,-1923.530517578125,eta_3_bot,0,4.68095151645079,534.5999999999999,0.0,-1658.7,bot,0,7.832765905012459,225.94854736328125,160.0,-1923.530517578125,eta_y_bot_stresses
1,1,12.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,8.955274698193579,225.94854736328125,152.94117736816406,-1393.869384765625,eta_4,0,15.271395280142904,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.655842722628013,534.5999999999999,0.0,-1658.7,bot,0,7.894680269240423,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
2,2,14.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.089078723748408,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.371051838215765,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.634176840435523,534.5999999999999,0.0,-1658.7,bot,0,7.944462151702144,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
3,3,16.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.130423030574452,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.473400665055069,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.612088603605649,534.5999999999999,0.0,-1658.7,bot,0,7.995583980898981,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
4,4,18.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.167440046456656,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.578844922775652,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.589017579168847,534.5999999999999,0.0,-1658.7,bot,0,8.048253579686747,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
5,5,20.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.202319168850982,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.685390651486204,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.565447412184692,534.5999999999999,0.0,-1658.7,bot,0,8.101473686821315,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
6,6,22.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.23531103697937,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.793492704187376,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.541462273199221,534.5999999999999,0.0,-1658.7,bot,0,8.155474603216243,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
7,7,26.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.294296381598649,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,16.010358523629613,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.49056675259072,534.5999999999999,0.0,-1658.7,bot,0,8.263818398822,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
8,8,30.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.34892195439808,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,16.2256489124872,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.436301336807556,534.5999999999999,0.0,-1658.7,bot,0,8.371391733676136,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
