,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
10,10,6700.78356539419,6316.188137696698,1060.7306589683094,229.4589152058778,2133.2945852046105,19.08319144211239,25.173968248160072,17.892071406088945,398.3324848025642,13.30703272352919,15.99054487855812,371.2217987302288,32.2763444724576,0.4338845012372404,-54.22193595804951,856.9216340730732,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,6316.188137696698,0.33,0.33,421.2000000000001,1.1589218309639078,877.7843017578125,6402.4873046875,-1199.53466796875,eta_4,0.0,4.513769152448656,44.04728698730469,6402.4873046875,-1097.92333984375,eta_3_bot,0.0,2.022726784926034,312.65131281598656,6471.324650188312,-1148.7290606079996,bot,0.0,2.7324803292346544,104.21710427199552,6471.324650188312,-1324.72586388738,bot,0.0,2.53802942491166,44.04728698730469,6402.4873046875,-1097.92333984375,eta_y_bot_stresses
11,11,15816.140943407723,4696.283859718622,898.2530264201414,719.447127986396,3080.393332554353,26.934546232159377,24.31754050568933,19.172562395802547,258.5460919577503,15.408595830024712,25.989096997619043,437.0821199305401,37.16804413714559,0.1142311497688838,49.75809614167759,1167.0122373091435,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4696.283859718622,0.33,0.33,421.2000000000001,0.9992482818336128,4583.80712890625,14784.93359375,-1299.1090087890625,eta_4,74.0,1.780937724135,4583.80712890625,14784.93359375,-1299.1090087890625,eta_3_bot,0.0,0.0973634638128814,4430.161107667898,15096.69381542133,-1152.3854763558752,bot,45.0,0.8579491334678122,4430.1611076679,14740.8431754864,0.0,bot,9.0,1.2380537050857294,4583.80712890625,14784.93359375,-1299.1090087890625,eta_y_bot_stresses
12,12,11309.291146317832,16217.256107848643,698.558725426515,832.259972611397,2632.650435689645,24.37585574277967,20.881379234816592,16.650106012804446,222.06323164297797,24.759488163190376,16.698503583199372,320.29220595609365,33.29727709628577,0.1337432884512977,-1.3641894673302668,1152.7121753867184,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16217.256107848643,0.33,0.33,421.2000000000001,1.018891174374333,1479.2921142578125,359.70556640625,-1041.149169921875,eta_4,0.0,2.75056781870386,141.36830139160156,10330.9033203125,-651.1987915039062,eta_3_bot,0.0,0.1807266092306204,334.48090722437826,10131.289144974122,0.0,bot,31.0,0.1807266092306204,334.48090722437826,10131.289144974122,0.0,bot,7.0,1.6845352864921053,141.36830139160156,10330.9033203125,-651.1987915039062,eta_y_bot_stresses
13,13,11950.254105872633,12582.581150557904,575.420761553328,406.523735979739,2596.2141456253985,24.10660846808115,28.068139694127428,20.930839847342543,247.0936489221376,20.551794520299733,26.45914627314301,441.14143061857794,46.1051169479568,0.4492344057196484,42.72837566411759,969.3837534091192,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12582.581150557904,0.33,0.33,421.2000000000001,0.9947082347481576,12275.8525390625,11388.294921875,-800.6531982421875,eta_4,516.0,0.3601294577574572,12500.3935546875,11388.294921875,-635.7717895507812,eta_3_bot,217.0,0.0288654217938585,12388.123078231094,11543.730369892892,-718.2125395627249,bot,144.0,0.2199004093502535,12388.1230782311,5183.1349360819095,0.0,top,21.0,0.8473978739777496,12500.3935546875,11388.294921875,-635.7717895507812,eta_y_bot_stresses
14,14,13602.083477943614,4072.822600577485,887.004287044986,747.6195879759181,2690.3418674231875,28.262902780675336,20.83121077231032,21.14828838372202,457.6177985484263,14.231623629576164,24.5042514722737,149.1543883861038,51.19822362376253,0.4328893107953397,42.86866840767368,1445.572313552976,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4072.822600577485,0.33,0.33,421.2000000000001,0.9995767749818874,3926.505859375,12296.8740234375,-830.6865844726562,eta_4,48.0,3.728525911065082,3926.505859375,12296.8740234375,-830.6865844726562,eta_3_bot,0.0,0.1545872375616475,3726.6326795284,353.4977569741116,0.0,bot,18.0,0.1974648593941676,3726.6326795284,12500.966132993584,0.0,bot,6.0,2.1529808931096626,3926.505859375,12296.8740234375,-830.6865844726562,eta_y_bot_stresses
15,15,16404.31129125649,17913.25652978835,652.5495493026564,1118.5142561186497,3144.47480320158,28.05169669159524,28.70844840287008,11.624698401579886,193.6697562501977,20.74979296076338,25.763093615552,376.96175020081273,47.96241766025659,0.1847187190373348,32.57999262814655,811.1312071084246,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17913.25652978835,0.33,0.33,421.2000000000001,1.0724341912654702,9924.4150390625,15152.548828125,-606.756591796875,eta_4,0.0,3.24299580417706,10174.2587890625,14788.5068359375,-606.756591796875,eta_3_bot,0.0,0.4638096494568523,4433.530991122616,315.269563849718,0.0,bot,104.0,0.5461142448097932,10936.043111435789,14970.527471288126,0.0,bot,42.0,1.9182648408520624,10174.2587890625,14788.5068359375,-606.756591796875,eta_y_bot_stresses
16,16,10696.471567179302,5337.472440627895,576.6540567053796,332.49533785187674,3894.7712996106648,27.413266245476517,20.948714194387744,13.36841281371533,197.2044743876566,15.67066466711268,22.85634179411037,458.9109756419281,43.50888848422604,0.3578769767103357,-25.28603625111102,362.9179934612801,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5337.472440627895,0.33,0.33,421.2000000000001,0.999896787301823,231.52426147460935,10245.2275390625,-830.0703125,eta_4,38.0,1.998050685977427,62.036739349365234,10245.2275390625,-644.5567016601562,eta_3_bot,0.0,0.4533790428749828,146.7804921172675,10363.976229327423,-737.3133728143196,bot,19.0,0.4533790428749828,146.7804921172675,10363.976229327423,-737.3133728143196,bot,19.0,1.3324724321031478,62.036739349365234,10245.2275390625,-644.5567016601562,eta_y_bot_stresses
17,17,14506.938351704148,19240.18484970633,825.41466252067,1012.2758237022376,2842.5631900381823,25.78754220655643,29.55205432068422,25.92162991017588,525.0049615756292,17.530976631250205,20.24823474310324,489.8710888623542,28.842199411774956,0.2449812881991117,-30.703631231161037,405.6212000641734,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,19240.18484970633,0.33,0.33,421.2000000000001,0.9999657142053586,167.71966552734375,156.84658813476562,-777.5645141601562,eta_4,2.0,1.7360531555633705,167.71966552734375,156.84658813476562,-777.5645141601562,eta_3_bot,0.0,0.0776236912025996,396.8288125251929,371.10321952005256,0.0,bot,58.0,1.1894134217162216,396.828812525193,7129.680035627675,0.0,top,0.0,1.219216795531676,167.71966552734375,585.3594360351562,-777.5645141601562,eta_y_bot_stresses
18,18,14616.653895555692,18604.771502373143,635.3380378069055,1067.2792631151694,3502.187372426072,27.01322567727464,11.71292823189689,29.541290333083765,127.84935333665268,15.985861805502546,19.389304460283004,223.8137178815447,28.63781245684868,0.7433624187595705,38.71902473086109,1337.6683892234812,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18604.771502373143,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
19,19,7705.961776949261,9326.279654890668,342.99927356796275,390.2695164602312,4142.77844884933,28.66280581870676,17.188142719693754,27.35781496664734,310.10428328339094,30.07113088617191,22.85646946736777,215.1653587210286,26.93214620896605,0.6981306243112938,10.227625522831367,1313.1837963427045,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9326.279654890668,0.33,0.33,421.2000000000001,0.99597791876681,9259.2705078125,238.0000762939453,-295.68902587890625,eta_4,184.0,0.4906822552864989,9259.2705078125,7251.919921875,-295.68902587890625,eta_3_bot,231.0,0.0222827764356877,9167.732900757526,7164.806107616443,0.0,bot,54.0,0.0222827764356877,9167.732900757526,7164.806107616443,0.0,bot,29.0,0.9054068788713362,9259.2705078125,7077.69189453125,-295.68902587890625,eta_y_bot_stresses
20,20,15679.395501689614,12617.062043067624,667.5516557537152,617.3072312968881,2055.98731189646,26.62679572310994,20.26496489461071,16.733452958342532,284.5407437920863,27.70772901437258,16.805868820510174,170.21933296408434,40.12320266779661,0.7490191525628518,18.053875416859974,548.2789998930313,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12617.062043067624,0.33,0.33,421.2000000000001,0.9978610331981448,12487.5556640625,14945.3779296875,-616.2015380859375,eta_4,144.0,1.019284268562447,12487.5556640625,14626.521484375,-616.2015380859375,eta_3_bot,0.0,0.0238738055930694,12310.647679164553,14785.949985435524,0.0,bot,222.0,0.6804030439221035,12310.647679164553,6393.019688100023,0.0,top,4.0,1.0004311042115186,12487.5556640625,14626.521484375,-616.2015380859375,eta_y_bot_stresses
