,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,11241.20341128698,3674.8370374576016,885.3322813909954,480.7249865663388,5014.597860500645,28.38974237536276,10.92907665009636,30.16180316038541,377.1410038746923,26.191930558869736,15.378797920127605,453.166499272707,35.51979233715149,0.7414843285163337,37.731838998814005,855.4467328447978,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3674.8370374576016,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
1,1,16261.180228518297,15966.35292051705,856.927838057039,492.62097370234255,2967.323613439937,22.123991510287528,23.780368948826798,16.229902981888227,344.2337443889119,27.997766285914636,10.880010090734569,143.44125014522197,37.91456721970434,0.4421736737628708,19.34715733259026,743.0379362670712,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15966.35292051705,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
2,2,3717.8706064971016,18559.716902802225,1058.425005355733,292.2682276805404,3793.5404915805657,11.031245774787797,23.41518108622636,16.488663658299533,359.10792139155427,10.424272366381553,24.99487004733577,392.903069504906,40.41831178811583,0.502010566876433,1.9361722061853592,578.9070874332657,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18559.716902802225,0.33,0.33,421.2000000000001,0.999566055906114,9562.9052734375,3319.78076171875,-2364.806640625,eta_1,1094.0,2.167059372518009,9394.51953125,3319.78076171875,-2513.740478515625,eta_3_top,0.0,0.0930703342935606,9187.059866887104,3284.296280690378,0.0,bot,158.0,0.0930703342935606,9187.059866887104,3284.296280690378,0.0,bot,64.0,1.4085154769471575,9394.51953125,3319.78076171875,-2513.740478515625,eta_y_top_stresses
3,3,4767.23398985861,3424.689089873013,302.9751852689609,278.89070606152814,4258.958269584153,28.35790673791859,17.006190521153716,14.75678666248804,332.7268959177852,24.267762015083225,27.955683680462997,109.5033193180091,32.58446872030069,0.2780552589060277,-46.79074919380414,1344.1929727790823,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3424.689089873013,0.33,0.33,421.2000000000001,1.0070756423212253,47.76554870605469,4293.6513671875,-252.4793243408203,eta_4,0.0,2.576462186642712,47.76554870605469,4293.6513671875,-252.4793243408203,eta_3_bot,0.0,0.3923404520088567,113.01473996580944,4364.913843492662,0.0,bot,19.0,0.3923404520088567,113.01473996580944,4364.913843492662,0.0,bot,6.0,1.5992358761035637,47.76554870605469,4293.6513671875,-252.4793243408203,eta_y_bot_stresses
4,4,7983.461980731938,5002.0612565417405,979.5456041822168,295.0016037929108,3026.692585052238,15.349776159953882,25.98208033782724,17.7869526074157,174.84156836761412,12.771613995253665,29.340875525746203,181.90396504043255,36.92248253168077,0.3363508365237136,17.406955509403065,747.5482836303768,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5002.0612565417405,0.33,0.33,421.2000000000001,0.9922022453517204,4942.1611328125,3637.6240234375,-940.36376953125,eta_1,432.0,0.5324877061662112,4942.1611328125,3637.6240234375,-940.36376953125,eta_3_top,288.0,0.0057670489427079,4860.336187606392,7547.505270028478,0.0,bot,137.0,0.0057670489427079,4860.336187606392,7547.505270028478,0.0,bot,119.0,0.9171850108590216,4942.1611328125,3637.6240234375,-940.36376953125,eta_y_top_stresses
5,5,14218.479216119504,18357.441388434458,581.5539170529985,486.86046438349655,4458.772285847856,26.220265403009765,26.326453017810945,27.036253285042825,363.8037063124547,23.212150552391,15.922176156965635,189.97133410639395,40.04473762257733,0.675638142061226,39.6962906431262,442.9154923576547,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18357.441388434458,0.33,0.33,421.2000000000001,0.9904728754736316,18255.98046875,195.93165588378903,-871.6673583984375,eta_4,809.0,0.2713684914583352,18255.98046875,195.93165588378903,-659.2896118164062,eta_3_bot,476.0,0.0154944312404464,18117.382539508813,0.0,-765.4782738442225,bot,112.0,0.159055214735573,18117.382539508777,13505.047042332364,0.0,bot,19.0,0.7867862399315079,18255.98046875,195.93165588378903,-659.2896118164062,eta_y_bot_stresses
6,6,8394.68345530537,8916.146951845803,1087.8495244145158,708.3891735247156,3560.056559715015,15.681650027929136,9.792631455097968,29.187336242459285,399.87634016556086,12.198321149019078,26.970914912682485,470.1565544945467,29.63872410099949,0.5081149235559049,37.52627021060533,1168.5257733503263,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8916.146951845803,0.33,0.33,421.2000000000001,0.999488132239098,8788.021484375,7186.18017578125,-1043.1434326171875,eta_4,110.0,5.126649555025513,8788.021484375,3327.8779296875,-1043.1434326171875,eta_3_top,0.0,0.1781707891987928,8612.997955483046,7369.234642657202,0.0,bot,27.0,2.5996659378123086,8612.997955483046,2863.144619963294,0.0,top,0.0,2.8408704146617816,8788.021484375,3327.8779296875,-1043.1434326171875,eta_y_top_stresses
7,7,8412.46975849878,6371.300665864174,764.7326556523209,1151.084566187318,3116.587058834263,17.79150050604414,12.164366585219495,27.462281141597494,263.6871850797072,13.936528608818088,22.819728366659422,392.512615281648,36.4027589527886,0.4851952517025713,25.055064746649613,952.2145912068412,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,6371.300665864174,0.33,0.33,421.2000000000001,1.0278502421667863,6218.70751953125,472.4668884277344,-716.9368896484375,eta_4,0.0,6.119909890587076,6218.70751953125,7134.7880859375,-716.9368896484375,eta_3_bot,0.0,0.4786533420251004,6010.260294798538,6961.853053128615,0.0,bot,7.0,3.2059621799441174,6010.260294798538,2096.724974279935,0.0,top,0.0,3.332886634419252,6218.70751953125,7134.7880859375,-716.9368896484375,eta_y_bot_stresses
8,8,10570.067977085382,5759.089595317793,964.0500790940354,273.1796803386807,3465.944151534283,14.968994747072632,18.208110296662284,27.06773283755767,121.67260001437892,25.46150495674218,11.819513228373957,191.6331172681752,41.60866748592734,0.5291541289924824,55.07832706439212,910.712984380368,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,5759.089595317793,0.33,0.33,421.2000000000001,0.9996760822151164,4973.08154296875,10205.828125,-1144.4610595703125,eta_4,88.0,1.908774037097828,5707.36572265625,10205.828125,-1012.3909912109376,eta_3_bot,0.0,0.4173056632442051,5636.708941417287,10296.888296746702,-1078.4262360946668,bot,36.0,0.4173056632442051,5636.708941417287,10296.888296746702,-1078.4262360946668,bot,36.0,1.2931175774159276,5707.36572265625,10205.828125,-1012.3909912109376,eta_y_bot_stresses
9,9,8362.866622627871,3748.1426986981983,767.2360875706208,402.07909835332174,3924.8567668598175,12.48883545493324,18.40911302564642,14.517236154905646,484.2776645613082,22.21572164942151,21.18183101759052,418.5506118769785,46.82919290318368,0.4162642148156592,47.99376944153204,495.449362114287,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3748.1426986981983,0.33,0.33,421.2000000000001,1.0016124887906654,3680.816650390625,3705.347900390625,-722.1045532226562,eta_1,0.0,5.67649112991945,3680.816650390625,7807.0517578125,-1022.6098022460938,eta_3_bot,0.0,1.429413999926716,3588.8466340035266,7960.787524274549,-929.1364292035882,bot,0.0,2.5024763348725925,3588.8466340035247,7773.140389773793,0.0,bot,0.0,3.1123938380155507,3680.816650390625,7807.0517578125,-1022.6098022460938,eta_y_bot_stresses
