,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,911,10906.768321766587,8929.241485077719,760.6685507542654,546.6368265532873,4168.075012296023,22.158370063592766,25.227397406170752,26.527319631821083,211.51356580525172,18.696268286117917,23.38481978996767,438.4605151950447,34.148941561421054,0.5673725718221658,-40.8163717666661,1133.5164215573366,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8929.241485077719,0.33,0.33,421.2000000000001,1.0171626915807477,103.78333282470705,10134.3466796875,-1122.26708984375,eta_4,0.0,2.215800659998922,103.78333282470705,10134.3466796875,-857.5588989257812,eta_3_bot,0.0,0.3416549171627597,245.5541408396375,10360.131495213302,-989.9126764305468,bot,30.0,1.368251164723197,245.5541408396373,3174.640293890362,0.0,top,0.0,1.4310027176003903,103.78333282470705,10134.3466796875,-857.5588989257812,eta_y_bot_stresses
1,912,9229.641327464,10831.67423949182,599.456108625837,672.6440020113818,2734.8334151473705,13.598956355388202,19.599019404564867,14.577039451839038,106.62331125050846,11.493229689428428,29.702174655355957,161.93822252285298,40.04741088775003,0.6739888993765165,-20.592950113426124,949.1203042913216,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10831.67423949182,0.33,0.33,421.2000000000001,2.1385371745890778,5831.52587890625,4446.47216796875,-551.4996337890625,eta_1,0.0,6.6268912011823575,6427.26806640625,445.4137573242188,-551.4996337890625,eta_3_bot,0.0,1.1132315611974328,4468.065623790377,8274.616413712682,0.0,bot,0.0,1.1132315611974328,4468.065623790377,8274.616413712682,0.0,bot,0.0,3.5877236052262576,6427.26806640625,445.4137573242188,-551.4996337890625,eta_y_bot_stresses
2,913,12607.885518806894,18588.045751676116,642.4942612198604,1077.6469979586957,3602.116747405002,19.715720023579152,13.20938585820294,22.55706190997332,267.6148238665901,26.81302838182698,25.39930094911401,278.6660202040396,35.708688251866185,0.8742655315968251,-13.875706344686003,820.675814658981,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18588.045751676116,0.33,0.33,421.2000000000001,0.9961823186211404,18454.490234375,134.014404296875,-594.902099609375,eta_4,340.0,0.7523819852279753,15294.521484375,5926.78857421875,-594.902099609375,eta_3_top,46.0,0.0285012866454367,18272.048973897618,317.08155932332534,0.0,bot,117.0,0.0379596747476398,18272.04897389762,11213.156961524872,0.0,bot,30.0,0.965881933882335,15294.521484375,5603.44921875,-594.902099609375,eta_y_top_stresses
3,914,7526.98515158838,18570.572053557848,1206.3781408542054,273.4736269633178,2717.041705844074,26.639194817686427,18.628133938705187,13.07411669426926,395.2488459384076,19.454874553494687,22.44765006723803,415.1548392575938,34.58750171778092,0.6344800615112871,-25.635916398509387,382.6358094010257,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18570.572053557848,0.33,0.33,421.2000000000001,1.9121631755098123,11247.0947265625,89.17618560791016,-1383.164306640625,eta_4,0.0,5.853331593674504,8582.6220703125,7164.3359375,-1253.7476806640625,eta_3_bot,0.0,1.8297360840917172,11324.011871789098,0.0,-1318.4561112202734,bot,0.0,1.8297360840917172,11324.011871789098,0.0,-1318.4561112202734,bot,0.0,3.20099993459155,8582.6220703125,7164.3359375,-1253.7476806640625,eta_y_bot_stresses
4,915,9734.029604256224,4802.856598407996,639.0939385491305,756.7286483474035,4080.860136137428,22.988829216357743,13.16782126826152,14.899507287858638,299.7766125809022,24.95152942691181,12.648747640629324,258.6876157351231,42.78232964624917,0.5944667693392344,16.667710934038173,1317.222461790972,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4802.856598407996,0.33,0.33,421.2000000000001,0.998273631910999,4687.82763671875,8852.0908203125,-591.753662109375,eta_4,86.0,1.3287068910605189,4687.82763671875,4664.8740234375,-591.753662109375,eta_3_top,0.0,0.053562517890123,4530.694724498209,8681.050024363829,0.0,bot,20.0,0.053562517890123,4530.694724498209,8681.050024363829,0.0,bot,11.0,1.065308622296551,4687.82763671875,4664.8740234375,-591.753662109375,eta_y_top_stresses
5,916,3435.8683556918177,11078.625897193817,206.33600475747664,747.3866617010337,2138.7243856132,26.415267914445764,22.414777038964758,29.944974161222905,402.92604531245655,10.044371183924778,18.40245118533565,373.9020169743302,39.36406972172525,0.1579011912381754,6.929546097463418,945.660732108811,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,11078.625897193817,0.33,0.33,421.2000000000001,1.3790975568110704,1581.9432373046875,139.94252014160156,-160.4835662841797,eta_4,0.0,5.049040556403804,1667.7867431640625,37.49748229980469,-160.4835662841797,eta_3_bot,0.0,1.1318076727177704,1117.0947779670437,88.7198959016959,0.0,bot,0.0,1.2867029749627406,1320.2029194155969,2599.761798089089,0.0,bot,0.0,2.804926768652236,1667.7867431640625,37.49748229980469,-160.4835662841797,eta_y_bot_stresses
6,917,12278.94813391734,9062.59658260939,1097.2037616070886,824.0238382259573,4134.0297006680985,10.506357938050302,24.37122916019961,23.451341961898347,485.3980464669093,28.08880298662751,25.326814058726104,496.5833328097853,36.129243959557215,0.3734142321050298,14.238028839197396,1200.8402198272902,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9062.59658260939,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
7,918,3570.893282590966,11511.792897699826,229.65606210707088,548.8300955880526,3341.32283150942,23.16034279733025,23.15735486399376,14.356194633826316,217.11545749096956,13.878439873656912,29.01772029484713,247.73949020113983,49.71006561149758,0.3564348898307427,-17.425164906849506,926.0495637445892,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,11511.792897699826,0.33,0.33,421.2000000000001,2.5124447746534497,3622.650634765625,42.1500129699707,-183.724853515625,eta_4,0.0,7.302311598341751,3622.650634765625,42.1500129699707,-183.724853515625,eta_3_bot,0.0,1.3236599980078658,4134.087978850438,99.72808517109615,0.0,bot,0.0,1.5757487465365565,4134.087978850437,2922.335101831817,0.0,bot,0.0,3.919753701336962,3622.650634765625,42.1500129699707,-183.724853515625,eta_y_bot_stresses
8,919,10453.278222241332,3832.470612640439,439.9325594896936,1084.0321556834492,4538.135212893961,20.39239131310302,18.547715357181776,28.060561253100506,103.4424013406103,14.560445838380206,23.55224576774506,257.83690163885905,35.7682953129445,0.4204577738752776,-3.840993215064452,1047.4775946698842,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3832.470612640439,0.33,0.33,421.2000000000001,1.03735697202737,89.0886459350586,9064.4384765625,-392.3722839355469,eta_4,0.0,1.5918095847680267,89.0886459350586,9064.4384765625,-392.3722839355469,eta_3_bot,0.0,0.1190696220544233,210.78588369522413,9176.005366435127,0.0,bot,37.0,0.576236340608459,210.78588369522416,8789.523966189614,0.0,bot,10.0,1.161150690410767,89.0886459350586,9287.5732421875,-392.3722839355469,eta_y_bot_stresses
9,920,17526.420897196593,15550.587971931642,1073.3374737474924,1011.110172803508,4092.123479269259,30.34937820381244,25.520070996897783,12.98908524232054,355.8514925622818,14.133549918685178,11.809377481323471,286.0308631417982,47.3356621120607,0.4260993960204454,-30.10223742548481,897.4473258566304,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15550.587971931642,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
