,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,506,17789.523629829924,4404.934264799687,1137.4161661355722,1133.7655635982023,3029.017442805862,24.586087629119465,26.992623507520825,18.821285129265764,253.15553328428413,19.27859265343117,23.58457741936976,277.4607507475939,46.709798055765056,0.284816346122385,-0.7647705090315488,1255.5830761575285,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,4404.934264799687,0.33,0.33,421.2000000000001,1.0206064381386268,153.5938720703125,16423.453125,-1089.52490234375,eta_4,0.0,2.114952245664284,153.5938720703125,15788.783203125,-1089.52490234375,eta_3_bot,0.0,0.0809936111894612,363.4070768459743,16106.118050046076,0.0,bot,37.0,0.0809936111894612,363.4070768459743,16106.118050046076,0.0,bot,7.0,1.3849188956186311,153.5938720703125,15788.783203125,-1089.52490234375,eta_y_bot_stresses
1,507,14132.501846753565,15157.81716462772,1225.5524249088155,1026.976829097335,2269.042048304492,11.39292024796689,28.67136726834248,20.38779426608105,287.1179390177875,19.969861740901404,12.836946523927752,259.5446791839448,33.82234078730079,0.6851665060244455,-40.78922729983694,1181.482313698419,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15157.81716462772,0.33,0.33,421.2000000000001,1.0328223049575116,4790.6669921875,6810.0224609375,-1185.149658203125,eta_1,0.0,5.092145545476162,211.41278076171875,12627.861328125,-1816.099365234375,eta_3_bot,0.0,0.2696327425202003,500.207966432715,13105.525017656228,-1599.9443628790568,bot,61.0,1.8798983996652296,500.2079664327148,11808.078040908262,0.0,bot,0.0,2.8258677433014285,211.41278076171875,12627.861328125,-1816.099365234375,eta_y_bot_stresses
2,508,5594.772297527303,18341.33590280195,530.4084142287884,752.4549487723103,3553.0365716830825,18.907083939446743,16.709665747881495,12.485698806554648,361.0519359381996,17.692468359386545,22.98713479291262,240.78502381389907,33.45436633298811,0.7079739585086402,48.5555425438264,842.5552330019337,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,18341.33590280195,0.33,0.33,421.2000000000001,1.355408161220076,15333.1279296875,84.42237854003906,-483.260986328125,eta_4,0.0,9.8837303363579,14813.45703125,84.42237854003906,-483.260986328125,eta_3_bot,0.0,1.4500788961613342,14963.473207369258,199.7455906361434,0.0,bot,0.0,3.977729872964571,14963.473207369258,4243.0805768465625,0.0,bot,0.0,5.205287589222083,14813.45703125,84.42237854003906,-483.260986328125,eta_y_bot_stresses
3,509,6977.421393663984,8573.022447341742,586.8520646964735,666.7446838002218,3509.933238053562,14.417517984532392,14.102908519436836,8.898587843866753,148.93547273968136,29.57890227754327,14.7391669931176,222.11933771322737,27.71168539396541,0.5513137685109479,-21.93757620705198,290.06612032658626,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8573.022447341742,0.33,0.33,421.2000000000001,1.7993347902011825,3841.164306640625,110.02227783203124,-542.3935546875,eta_4,0.0,7.974770745180229,3841.164306640625,110.02227783203124,-542.3935546875,eta_3_bot,0.0,1.4254238463671116,3677.826629909608,260.3154142818802,0.0,bot,0.0,3.38244710992515,4243.646111434163,780.9462428456405,0.0,bot,0.0,4.2553217619717065,3841.164306640625,110.02227783203124,-542.3935546875,eta_y_bot_stresses
4,510,8471.386473021425,12539.138185269912,416.9247474056439,848.4132278628358,3602.2694108571604,27.723982148439344,13.467836153140423,17.559289689580467,228.6664108906933,23.65927371930716,22.47556928598486,343.923108848068,32.9322742232993,0.7480588057330559,-39.09435918221979,781.2689887200669,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12539.138185269912,0.33,0.33,421.2000000000001,0.9998627259893332,6533.220703125,75.943603515625,-369.2762145996094,eta_4,76.0,2.742853408935336,7121.9013671875,283.4253845214844,-369.2762145996094,eta_3_bot,0.0,0.2374375933398536,4758.602941309932,7443.288875808423,0.0,bot,47.0,1.9340867859937825,3931.019821082117,7083.920137108088,0.0,bot,0.0,1.6859326299381687,6947.0126953125,75.943603515625,-369.2762145996094,eta_y_bot_stresses
5,511,9626.71014798645,15835.065226921157,430.1752871669779,654.1625456260385,2520.612494134001,19.911768238929707,18.762717286489817,24.63945899738311,208.24782132901845,23.133197494191187,16.329954561103865,289.1016604832176,37.05721746755594,0.7707068302741363,-8.62163051770702,855.6459118869379,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15835.065226921157,0.33,0.33,421.2000000000001,1.0149239939690156,12848.509765625,4185.5263671875,-382.3780212402344,eta_1,0.0,1.4210905492209378,12020.21484375,4405.68896484375,-382.3780212402344,eta_3_top,0.0,0.0481543210550127,12314.80841878257,0.0,-638.1258179330329,bot,117.0,0.0481543210550127,12314.80841878257,0.0,-638.1258179330329,bot,78.0,1.096275298343495,12020.21484375,4185.5263671875,-382.3780212402344,eta_y_top_stresses
6,512,11446.233981095907,17871.093625944028,1110.5543456866487,298.7532162232151,3117.1486010562767,20.42364437013315,17.870251806395718,18.601939416858706,355.66947845533923,18.053018790117985,27.17594108857956,147.08576680725184,31.89238981908548,0.632845042292349,48.719496232680655,1051.1174107937338,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,17871.093625944028,0.33,0.33,421.2000000000001,1.002993568343062,17520.607421875,10924.3056640625,-1066.1322021484375,eta_4,0.0,1.4581874866529845,17809.94921875,101.57609558105467,-1313.3736572265625,eta_3_bot,0.0,0.1412963937092458,17726.42286801972,11005.993509010848,0.0,bot,200.0,0.1412963937092458,17726.42286801972,11005.993509010848,0.0,bot,26.0,1.1095755033489356,17809.94921875,101.57609558105467,-1313.3736572265625,eta_y_bot_stresses
7,513,12856.432789433333,9082.074956855537,1103.5506164860092,1107.7669090412992,2626.342377853419,27.24197534501514,16.381424870167372,12.328702954454872,194.51625974264616,14.003469640129069,15.513453045873542,311.91200198934087,41.33691296085974,0.5342079475005685,-38.12762374305967,1196.2343209595629,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9082.074956855537,0.33,0.33,421.2000000000001,1.2771466361849857,211.1194610595703,10984.23046875,-1055.5701904296875,eta_4,0.0,8.0934785918088,211.1194610595703,11543.8359375,-1055.5701904296875,eta_3_bot,0.0,0.7538686031739179,499.5141226270544,484.6324675661713,0.0,bot,2.0,3.487637927010046,499.5141226270544,1453.8974026985138,0.0,bot,0.0,4.313551266837556,211.1194610595703,11543.8359375,-1055.5701904296875,eta_y_bot_stresses
8,514,13724.298825116515,14781.83896003158,903.5774897571872,887.7697766692997,2367.784778014519,22.0380301816257,24.15918855535659,27.4476001145942,397.2872337136497,23.141851748517517,15.679479144308871,242.0355735590909,40.52762828466979,0.1157102956362683,6.1732529804649925,1159.8105556434111,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,14781.83896003158,0.33,0.33,421.2000000000001,1.0056910774176362,171.8073272705078,668.1742553710938,-854.7354736328125,eta_4,0.0,2.321232232946481,171.8073272705078,179.0367431640625,-854.7354736328125,eta_3_bot,0.0,0.0986810500768339,406.5005714008686,423.6054585987581,0.0,bot,66.0,0.1083364100115655,406.5005714008685,12412.923589848457,0.0,bot,15.0,1.4822926977078892,171.8073272705078,179.0367431640625,-854.7354736328125,eta_y_bot_stresses
9,515,15643.008581909196,8065.460151657535,776.4893287178398,1034.243416983394,3684.286854929457,21.53676686876806,28.831925075765884,25.532764208984563,210.0605056607722,12.81336254026889,28.125156440351176,373.2994109131328,27.976442732969254,0.4615298610194487,27.569658042311485,1227.9981877445723,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8065.460151657535,0.33,0.33,421.2000000000001,1.0242944694536962,7920.58349609375,14139.3779296875,-3981.3349609375,eta_1,0.0,1.998015365297093,7920.58349609375,14065.60546875,-728.7053833007812,eta_3_bot,0.0,0.2243667726583423,7722.67809521209,14264.415700323978,0.0,bot,65.0,0.6412678942794456,7722.67809521209,13575.716771120333,0.0,bot,14.0,1.3347022217714724,7920.58349609375,14463.2255859375,-728.7053833007812,eta_y_bot_stresses
