,ID,L,b1,t_p,t_w,h_w,d1_plate,d4_plate,d2_plate,s_plate,d1_walls,d4_walls,s_walls,fcc,s,beta,h_G,alpha_l,h_v,l_v,oo,uu,d3_plate,d3_walls,d2_walls,fsy,fsu_fac,esu,ecu,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,800,16574.43020850108,16644.478139339197,415.01211870937584,887.2290933087025,2815.803367905832,13.012317928501012,29.928646032694463,13.907172638656265,115.83680529079182,26.895603828044248,28.48082407159354,306.8101817771365,32.17835004752293,0.3900230631919712,-7.15972393743105,445.8020235169907,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,16644.478139339197,0.33,0.33,421.2000000000001,1.013388382386311,5017.43408203125,7725.16259765625,-367.5821533203125,eta_1,0.0,0.8157830619733933,4625.10009765625,15373.140625,-367.5821533203125,eta_3_bot,66.0,0.3019977592526404,4511.842467056589,15488.09433180724,0.0,bot,346.0,0.3019977592526404,4511.842467056589,15488.09433180724,0.0,bot,112.0,0.976638821680738,4790.919921875,15373.140625,-367.5821533203125,eta_y_bot_stresses
1,801,7858.341730577238,19614.92538884214,823.3453960680162,346.9609855849466,3331.290880290764,17.34059559506463,13.32857672348758,25.006447910652,252.9187489559568,15.88909782488301,27.54153348272941,475.6362447331944,37.731377424196936,0.1953732794228277,-31.62139536477157,382.6483418901339,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,19614.92538884214,0.33,0.33,421.2000000000001,0.999678762552482,71.99415588378906,3503.9189453125,-766.5629272460938,eta_1,12.0,2.5826892184156165,71.99415588378906,3688.22802734375,-766.5629272460938,eta_3_top,0.0,0.0311414990819788,170.34014153468175,7356.458517126824,0.0,bot,117.0,0.0311414990819788,170.34014153468175,7356.458517126824,0.0,bot,60.0,1.6024047949228364,71.99415588378906,3503.9189453125,-766.5629272460938,eta_y_top_stresses
2,802,11564.00275272198,15708.1651603685,1093.2968229976811,378.0261576043251,4345.180885774575,25.857682990342475,20.422396685092476,16.970859544244927,357.7815869381025,24.27767773082726,20.394918808156763,315.61564896602505,47.357721672307086,0.1555629830550377,-27.815114683922268,1360.109592784975,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15708.1651603685,0.33,0.33,421.2000000000001,0.9924545035716004,448.5099792480469,5493.17919921875,-1024.9658203125,eta_1,688.0,0.7972629810994332,1773.0732421875,5493.17919921875,-1024.9658203125,eta_3_top,232.0,0.0121491557785912,185.13194653291447,11001.407981298213,0.0,bot,151.0,0.0121491557785912,185.13194653291447,11001.407981298213,0.0,bot,108.0,0.9729330546212676,1773.0732421875,5493.17919921875,-1024.9658203125,eta_y_top_stresses
3,803,17167.2222167187,7817.677357016363,740.4200757146496,707.985262023226,2255.357096998477,23.44468942741795,24.68744877175924,14.975191246588873,226.03890057950923,21.43705655438021,21.53043278485997,388.18751410363967,35.211641935123495,0.3599528219071619,-30.31211202325933,955.251106560122,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,7817.677357016363,0.33,0.33,421.2000000000001,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,0.0,,,,
4,804,13646.7535191204,15662.375939748816,464.1514320233663,1099.702676460765,2089.9395993101894,17.202845191851008,25.469046101495177,27.627032453066864,290.8418870377889,18.536482255880813,16.99881373164892,115.33250246332804,35.64030299204245,0.7745791324261019,5.42250146359332,839.932564487843,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15662.375939748816,0.33,0.33,421.2000000000001,0.9919475476073168,15568.5966796875,12184.2138671875,-416.546142578125,eta_4,958.0,0.2417484515879701,15568.5966796875,12449.8291015625,-416.546142578125,eta_3_bot,718.0,0.0030366117413274,7968.2337593472,0.0,-636.5714489664568,bot,477.0,0.0075409473178129,15440.492280602375,12317.021577210877,0.0,bot,54.0,0.7613645954603983,15568.5966796875,12449.8291015625,-416.546142578125,eta_y_bot_stresses
5,805,14505.77712747924,9935.960792593338,660.2349936806122,804.6118809052675,3812.362257944106,27.16904319496638,23.512054966318757,25.9799341881838,440.7482044047659,24.77718143686072,26.60394884946581,92.08824423791124,31.502034785775475,0.6316566858784561,-48.16507100411525,895.1036060509409,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9935.960792593338,0.33,0.33,421.2000000000001,0.9972025501177242,138.58114624023438,136.4972686767578,-613.0753784179688,eta_4,210.0,0.767300579561994,138.58114624023438,6727.5283203125,-613.0753784179688,eta_3_top,18.0,0.0428761858427982,4262.527180022542,322.9560379549579,0.0,bot,109.0,0.0446862912512437,327.8867061555802,13378.209208619011,0.0,bot,19.0,0.968247181657416,138.58114624023438,6727.5283203125,-613.0753784179688,eta_y_top_stresses
6,806,10661.349793794792,3682.491010599093,556.8725761133509,779.4035557189181,2882.8988292819254,17.889111107755728,13.51645603467359,25.47645727743741,149.07637023236242,11.06376888879141,12.392490757467847,57.99636940458432,29.81959650410193,0.1055919760700783,46.40279969058221,482.0215130222071,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,3682.491010599093,0.33,0.33,421.2000000000001,1.0785688423685855,3594.294677734375,9453.2958984375,-509.4791564941406,eta_4,0.0,5.412096800719203,3594.294677734375,9453.2958984375,-509.4791564941406,eta_3_bot,0.0,0.8839012468746448,202.53700558295012,271.7535215470865,0.0,bot,3.0,1.4491447173145715,3473.816519998478,9610.192716528789,0.0,bot,0.0,2.982313946478702,3594.294677734375,9453.2958984375,-509.4791564941406,eta_y_bot_stresses
7,807,8861.44354705961,10452.008607400468,657.9810816810402,306.16377868041184,4772.490486736127,15.008081166839458,25.076466853020587,29.1192992538871,397.738193221459,24.611015133171684,14.287150462342264,297.25931462064204,32.76041423107208,0.0919125562260367,-16.71508240349701,380.3806512671408,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,10452.008607400468,0.33,0.33,421.2000000000001,0.9916944063726874,60.74110794067383,4048.230224609375,-607.3671264648438,eta_1,1046.0,0.274455675550152,60.74110794067383,8449.2998046875,-713.4510498046875,eta_3_bot,720.0,0.0412078049448936,143.71511835175625,0.0,-789.2245700662838,bot,85.0,0.0412078049448936,143.71511835175625,0.0,-789.2245700662838,bot,72.0,0.7893889534177879,60.74110794067383,8449.2998046875,-713.4510498046875,eta_y_bot_stresses
8,808,6726.993575701121,12735.550012718217,528.7286174665307,349.2595824466545,2568.1333406289627,22.786904088583025,14.075845751600076,18.89616396076844,389.2687696185026,20.19666378423044,11.596615815299987,471.09905086423095,43.91225370330196,0.60808972123999,41.19433568261461,817.7351599613332,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,12735.550012718217,0.33,0.33,421.2000000000001,0.9990583221100364,12665.1611328125,2789.667236328125,-475.8557434082031,eta_1,88.0,1.759296970565857,12665.1611328125,2789.667236328125,-475.8557434082031,eta_3_top,0.0,0.0343824188847337,12569.008204859594,6227.401691984897,0.0,bot,75.0,1.1254547742507517,12569.008204859594,2569.315694425371,0.0,top,0.0,1.2299265655246032,12665.1611328125,2789.667236328125,-475.8557434082031,eta_y_top_stresses
9,809,8443.316450490127,8045.61577101875,885.697425476637,304.09289480334473,4781.130812226181,28.012101153655536,28.802314020941253,19.506395331952397,383.6405877682002,17.51313851551725,19.029509758532907,405.56230567893215,35.03963770141317,0.4469244051450691,15.115893821555122,731.1189193150664,90,0,0,30,30,12,12,12,390,1.08,0.045,-0.002,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,8045.61577101875,0.33,0.33,421.2000000000001,0.9925846087208662,3477.72900390625,105.26292419433594,-3219.008544921875,eta_1,1142.0,0.2143352978140527,3772.73486328125,105.26292419433594,-3219.008544921875,eta_3_top,772.0,0.0051313532926821,4572.591629862323,149.21909852092432,0.0,bot,131.0,0.0185669812710681,6677.8610899455625,7990.004457165857,0.0,bot,27.0,0.7304585638541726,3772.73486328125,105.26292419433594,-3062.58642578125,eta_y_top_stresses
