,ID,d2_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,4.159136559459377,2189.211669921875,2506.003662109375,-350.0,eta_2,0,8.046999511461909,2189.211669921875,1975.9962158203125,-350.0,eta_3_top,0,1.71055199025671,2475.0,445.5,0.0,bot,0,1.71055199025671,2475.0,445.5,0.0,bot,0,4.295288174514911,2189.211669921875,1975.9962158203125,-350.0,eta_y_top_stresses
1,1,11.428571428571429,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,4.9228478492524745,2189.211669921875,2506.003662109375,-354.28570556640625,eta_2,0,8.336243932582661,2189.211669921875,1975.9962158203125,-354.28570556640625,eta_3_top,0,1.7388663167381528,2475.0,445.5,0.0,bot,0,1.7388663167381528,2475.0,445.5,0.0,bot,0,4.438959623257157,2189.211669921875,1975.9962158203125,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.712061426856867,2189.211669921875,2506.003662109375,-352.941162109375,eta_2,0,8.343571859802642,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7249698910519975,2475.0,445.5,0.0,bot,0,1.7249698910519975,2475.0,445.5,0.0,bot,0,4.442254147780886,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.916701959081697,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.403046119586945,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7289903669169788,2475.0,445.5,0.0,bot,0,1.7289903669169788,2475.0,445.5,0.0,bot,0,4.471571293845864,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
4,4,15.714285714285715,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.918067746225259,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.458292893268997,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7329746102141086,2475.0,445.5,0.0,bot,0,1.7329746102141086,2475.0,445.5,0.0,bot,0,4.49884676399231,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
5,5,17.142857142857142,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.918024325195649,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.510437004236488,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7368694629379948,2475.0,445.5,0.0,bot,0,1.7368694629379948,2475.0,445.5,0.0,bot,0,4.5246222308244,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
6,6,18.57142857142857,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.916773182599521,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.558319624412444,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7405370335431316,2475.0,445.5,0.0,bot,0,1.7405370335431316,2475.0,445.5,0.0,bot,0,4.548322850492292,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
7,7,20.0,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.914188718790603,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.603246502854448,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.744120440406144,2475.0,445.5,0.0,bot,0,1.744120440406144,2475.0,445.5,0.0,bot,0,4.570569042554932,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
8,8,21.42857142857143,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.893609464713693,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.60104553012889,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7405105577362692,2475.0,445.5,0.0,bot,0,1.7405105577362692,2475.0,445.5,0.0,bot,0,4.569578419277404,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
9,9,22.857142857142858,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.888633063196961,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.63967264745184,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.74346803249964,2475.0,445.5,0.0,bot,0,1.74346803249964,2475.0,445.5,0.0,bot,0,4.588717891669686,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
10,10,24.285714285714285,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.882451500173534,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.676088147302716,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7462408010914972,2475.0,445.5,0.0,bot,0,1.7462408010914972,2475.0,445.5,0.0,bot,0,4.606771747289263,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
11,11,25.714285714285715,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.875838000383662,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.711109390284884,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7490910477660366,2475.0,445.5,0.0,bot,0,1.7490910477660366,2475.0,445.5,0.0,bot,0,4.624149374862741,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
12,12,27.142857142857142,5800,15000,400,400,2780,90,0,0,30,30,30,12,30,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,15000,0.33,0.33,-0.002,407.94,5.869051738441795,5159.21142578125,2506.003662109375,-352.941162109375,eta_3,0,8.744580864988407,2189.211669921875,1975.9962158203125,-352.941162109375,eta_3_top,0,1.7517818759568389,2475.0,445.5,0.0,bot,0,1.7517818759568389,2475.0,445.5,0.0,bot,0,4.640775470665895,2189.211669921875,1975.9962158203125,-352.941162109375,eta_y_top_stresses
