,ID,d4_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,7.150361742757019,225.94854736328125,160.0,-1393.869384765625,eta_4,0,15.14684956817815,225.94854736328125,160.0,-1923.530517578125,eta_3_bot,0,4.680914307216411,534.5999999999999,0.0,-1658.7,bot,0,4.680914307216411,534.5999999999999,0.0,-1658.7,bot,0,7.832482903438706,225.94854736328125,160.0,-1923.530517578125,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,8.431634066532578,225.94854736328125,154.2857208251953,-1393.869384765625,eta_4,0,15.24065914489759,225.94854736328125,154.2857208251953,-1923.530517578125,eta_3_bot,0,4.656664345837791,534.5999999999999,0.0,-1658.7,bot,0,4.656664345837791,534.5999999999999,0.0,-1658.7,bot,0,7.879339622495434,225.94854736328125,154.2857208251953,-1923.530517578125,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,9.73033666390926,225.94854736328125,152.94117736816406,-1393.869384765625,eta_4,0,15.314300268202864,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.646989747696238,534.5999999999999,0.0,-1658.7,bot,0,4.646989747696238,534.5999999999999,0.0,-1658.7,bot,0,7.916116036306357,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.09530177003978,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.385144051784213,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.631068983015999,534.5999999999999,0.0,-1658.7,bot,0,4.631068983015999,534.5999999999999,0.0,-1658.7,bot,0,7.951498196906866,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.124636707824582,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.459577629064947,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.615343245055233,534.5999999999999,0.0,-1658.7,bot,0,4.615343245055233,534.5999999999999,0.0,-1658.7,bot,0,7.98868029416032,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.151960165762992,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.533289964563847,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.59900674758793,534.5999999999999,0.0,-1658.7,bot,0,4.59900674758793,534.5999999999999,0.0,-1658.7,bot,0,8.025498905892476,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.17769914069842,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.608332518159704,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.582268985862619,534.5999999999999,0.0,-1658.7,bot,0,4.582268985862619,534.5999999999999,0.0,-1658.7,bot,0,8.06298053223927,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.202294904033057,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.68547836759308,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.565545473615002,534.5999999999999,0.0,-1658.7,bot,0,4.565545473615002,534.5999999999999,0.0,-1658.7,bot,0,8.101516436970142,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.225699997659524,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.762869932165469,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.548496305236295,534.5999999999999,0.0,-1658.7,bot,0,4.548496305236295,534.5999999999999,0.0,-1658.7,bot,0,8.140178533617107,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,2780,90,0,0,30,30,14,12,14,24,200,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,10.248333443014534,225.94854736328125,1975.9962158203125,-1129.4117431640625,eta_1,0,15.840386316586546,225.94854736328125,152.94117736816406,-1923.530517578125,eta_3_bot,0,4.529994372884836,534.5999999999999,0.0,-1658.7,bot,0,4.529994372884836,534.5999999999999,0.0,-1658.7,bot,0,8.178906873279008,225.94854736328125,152.94117736816406,-1923.530517578125,eta_y_bot_stresses
