,ID,d1_walls,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.4059085033023613,9487.2041015625,5240.0,-3029.626220703125,eta_1,0,5.070911521439265,9487.2041015625,5240.0,-6025.6572265625,eta_3_bot,0,1.475706766949585,9169.2,5400.0,-5787.5,bot,0,2.2045896306450725,9169.2,5400.0,-1612.5,bot,0,2.812810052619997,9487.2041015625,5240.0,-6025.6572265625,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.6722974068033207,9487.2041015625,5245.71435546875,-3029.626220703125,eta_1,0,5.2417098612172,9487.2041015625,5245.71435546875,-6025.6572265625,eta_3_bot,0,1.475485639913482,9169.2,5400.0,-5787.5,bot,0,2.2120895941396284,9169.2,5400.0,-1612.5,bot,0,2.897228276451281,9487.2041015625,5245.71435546875,-6025.6572265625,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.9306157741114969,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.309696407451527,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.4753114479861036,9169.2,5400.0,-5787.5,bot,0,2.218971540277281,9169.2,5400.0,-1612.5,bot,0,2.9308500464237075,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.2088569915477936,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.427773901165582,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.4785992287582312,9169.2,5400.0,-5787.5,bot,0,2.2258233650997057,9169.2,5400.0,-1612.5,bot,0,2.9892667567992883,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.5005064169268123,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.552294882752124,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.4821807950354395,9169.2,5400.0,-5787.5,bot,0,2.231986816379386,9169.2,5400.0,-1612.5,bot,0,3.050902441116204,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.805554109293449,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.682901187472416,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.485937958637204,9169.2,5400.0,-5787.5,bot,0,2.2372917157750067,9169.2,5400.0,-1612.5,bot,0,3.1155830581097974,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.123577034502957,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.819183971447167,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.4897750011398188,9169.2,5400.0,-5787.5,bot,0,2.2420857409634536,9169.2,5400.0,-1612.5,bot,0,3.1831077669251515,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
7,7,20.0,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.4557413882108103,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,5.960741102710805,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.493671740683855,9169.2,5400.0,-5787.5,bot,0,2.24620236448542,9169.2,5400.0,-1612.5,bot,0,3.253278575282148,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.801316807516341,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,6.105785741264649,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.4973717183094093,9169.2,5400.0,-5787.5,bot,0,2.25032727489062,9169.2,5400.0,-1612.5,bot,0,3.3252088441002146,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,1200,400,5000,90,0,0,30,30,60,30,30,60,200,60,12,12,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,4.163086944232309,9487.2041015625,5247.05859375,-3029.626220703125,eta_1,0,6.254700093038462,9487.2041015625,5247.05859375,-6025.6572265625,eta_3_bot,0,1.501248603986518,9169.2,5400.0,-5787.5,bot,0,2.2553340129007897,9169.2,5400.0,-1612.5,bot,0,3.3990957049889223,9487.2041015625,5247.05859375,-6025.6572265625,eta_y_bot_stresses
