,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,4.447711681168302,2204.14892578125,2438.801513671875,-350.0,eta_2,0,5.897170712635428,2365.0810546875,141.1764678955078,-641.1768798828125,eta_3_bot,0,1.2364755592369001,8186.538461538462,178.20000000000005,0.0,bot,0,1.9487335586916332,3236.5384615384614,5221.8,0.0,bot,0,3.223318713523414,2365.0810546875,141.1764678955078,-641.1768798828125,eta_y_bot_stresses,0
0,4.865667504801125,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,5.947794784284339,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.264526568023928,8186.538461538462,178.20000000000005,0.0,bot,0,1.9916157946689343,3236.5384615384614,5221.8,0.0,bot,0,3.2482827479419787,2365.0810546875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,1
0,4.870769952709498,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,5.95367746659738,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.244426262465313,8186.538461538462,178.20000000000005,0.0,bot,0,1.9680403851364259,3236.5384615384614,5221.8,0.0,bot,0,3.251128370145762,2365.0810546875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,2
0,4.8841909837222,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,5.96855391798335,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.2449097932185555,8186.538461538462,178.20000000000005,0.0,bot,0,1.9721608135086381,3236.5384615384614,5221.8,0.0,bot,0,3.258416955382902,2365.0810546875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,3
0,4.896763684727003,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,5.982559447218441,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.2454691812545338,8186.538461538462,178.20000000000005,0.0,bot,0,1.975758761810071,3236.5384615384614,5221.8,0.0,bot,0,3.265283868014008,2365.0810546875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,4
0,4.908385524763121,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,5.995674978894575,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.246015423996644,8186.538461538462,178.20000000000005,0.0,bot,0,1.9790585109397385,3236.5384615384614,5221.8,0.0,bot,0,3.271715696953688,2365.0810546875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,5
0,4.919314801860306,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.008008121713799,2365.0810546875,152.94117736816406,-641.1768798828125,eta_3_bot,0,1.2467221143451632,8186.538461538462,178.20000000000005,0.0,bot,0,1.9819009208297564,3236.5384615384614,5221.8,0.0,bot,0,3.27730047766468,8076.6201171875,152.94117736816406,-464.6231384277344,eta_y_bot_stresses,6
0,4.929591325676396,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.017670187304914,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.247391732625841,8186.538461538462,178.20000000000005,0.0,bot,0,1.9846023220621423,3236.5384615384614,5221.8,0.0,bot,0,3.2815084915539248,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,7
0,4.927647957355608,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.011004169509859,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.2449611259014524,8186.538461538462,178.20000000000005,0.0,bot,0,1.982328980795196,3236.5384615384614,5221.8,0.0,bot,0,3.2782063036670275,8076.6201171875,152.94117736816406,-464.6231384277344,eta_y_bot_stresses,8
0,4.936531472403093,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.018589344370768,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.2456124515329574,8186.538461538462,178.20000000000005,0.0,bot,0,1.9843731326169531,3236.5384615384614,5221.8,0.0,bot,0,3.2819705267148276,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,9
0,4.945085832272582,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.026078486060773,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.2463116717976725,8186.538461538462,178.20000000000005,0.0,bot,0,1.9861566601398866,3236.5384615384614,5221.8,0.0,bot,0,3.285685119108302,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,10
0,4.953126502389337,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.033723497422829,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.247112557851498,8186.538461538462,178.20000000000005,0.0,bot,0,1.987928071916153,3236.5384615384614,5221.8,0.0,bot,0,3.289477066675358,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,11
0,4.961014451689009,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.041159557715535,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.2478684637960837,8186.538461538462,178.20000000000005,0.0,bot,0,1.9895018836908647,3236.5384615384614,5221.8,0.0,bot,0,3.293168076140252,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,12
0,4.968414304921493,2204.14892578125,152.94117736816406,-641.1768798828125,eta_4,0,6.048540500004753,8076.6201171875,152.94117736816406,-464.6231384277344,eta_3_bot,0,1.2487268648343874,8186.538461538462,178.20000000000005,0.0,bot,0,1.9910292212172118,3236.5384615384614,5221.8,0.0,bot,0,3.2968284822836806,8076.6201171875,152.94117736816406,-641.1768798828125,eta_y_bot_stresses,13
