,ID,d1_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.7682275656449882,9487.2041015625,1975.9962158203125,-360.0,eta_1,0,2.363423769235637,8851.1953125,2506.003662109375,-360.0,eta_3_top,0,0.3216797061595093,9169.2,445.5,0.0,bot,9,0.3216797061595093,9169.2,445.5,0.0,bot,9,1.501845275441949,8851.1953125,1975.9962158203125,-360.0,eta_y_top_stresses
1,1,11.428571428571429,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.7689036954652395,9487.2041015625,1975.9962158203125,-354.28570556640625,eta_1,0,2.7398109012132768,9487.2041015625,2506.003662109375,-354.28570556640625,eta_3_top,0,0.4226745316757281,9169.2,445.5,0.0,bot,7,0.4226745316757281,9169.2,445.5,0.0,bot,7,1.678552775918079,9487.2041015625,2506.003662109375,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.789295244150899,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,3.0356394710702506,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.5307793744660133,9169.2,445.5,0.0,bot,5,0.5307793744660133,9169.2,445.5,0.0,bot,5,1.8198388478050969,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8154786340972136,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,3.4504152045973218,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.625510683607021,9169.2,445.5,0.0,bot,3,0.625510683607021,9169.2,445.5,0.0,bot,3,2.018433640722118,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
4,4,15.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.8268249406588677,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.71164995633701,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.6867149155008734,9169.2,445.5,0.0,bot,3,0.6867149155008734,9169.2,445.5,0.0,bot,3,2.144817071818116,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
5,5,17.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.83438263857648,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.8085092640808953,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7200477119751649,9169.2,445.5,0.0,bot,3,0.7200477119751649,9169.2,445.5,0.0,bot,3,2.192051254101487,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
6,6,18.57142857142857,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.848033329043468,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.8887134064302336,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7473734548501684,9169.2,445.5,0.0,bot,2,0.7473734548501684,9169.2,445.5,0.0,bot,2,2.23124592636859,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
7,7,20.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.9280572646972225,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,3.963279905314261,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7712444908964983,9169.2,445.5,0.0,bot,2,0.7712444908964983,9169.2,445.5,0.0,bot,2,2.267732849189349,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
8,8,21.42857142857143,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.0090191000621447,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.037617149427637,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.7945014052244304,9169.2,445.5,0.0,bot,2,0.7945014052244304,9169.2,445.5,0.0,bot,2,2.3041473283833303,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
9,9,22.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.090819882292481,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.117135847345602,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8187280329407931,9169.2,445.5,0.0,bot,2,0.8187280329407931,9169.2,445.5,0.0,bot,2,2.343138235668177,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
