,ID,d4_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.796611615057052,9487.2041015625,188.2904510498047,-350.0,eta_4,0,3.567702325929118,9487.2041015625,2506.003662109375,-350.0,eta_3_top,0,0.6557414566321291,9169.2,445.5,0.0,bot,3,0.6557414566321291,9169.2,445.5,0.0,bot,3,2.074633889485156,9487.2041015625,2506.003662109375,-350.0,eta_y_top_stresses
1,1,11.428571428571429,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.822795513101621,9487.2041015625,188.2904510498047,-354.28570556640625,eta_4,0,3.878468283234189,9487.2041015625,2506.003662109375,-354.28570556640625,eta_3_top,0,0.7410939103995845,9169.2,445.5,0.0,bot,2,0.7410939103995845,9169.2,445.5,0.0,bot,2,2.22625516926776,9487.2041015625,2506.003662109375,-354.28570556640625,eta_y_top_stresses
2,2,12.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.9271210006637485,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.043595655714158,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.797650267254353,9169.2,445.5,0.0,bot,2,0.797650267254353,9169.2,445.5,0.0,bot,2,2.307096671235944,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
3,3,14.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.2164747873099397,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.208081202378955,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8462281355565703,9169.2,445.5,0.0,bot,1,0.8462281355565703,9169.2,445.5,0.0,bot,1,2.387771179424597,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
4,4,15.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.5272318179164577,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.368862509540271,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.8929994438528528,9169.2,445.5,0.0,bot,1,0.8929994438528528,9169.2,445.5,0.0,bot,1,2.466758008556312,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
5,5,17.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,2.8592792999365195,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.526693846534688,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.9374756757946648,9169.2,445.5,0.0,bot,1,0.9374756757946648,9169.2,445.5,0.0,bot,1,2.54440521071216,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
6,6,18.57142857142857,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.2130342122741573,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.681456972607069,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,0.9794248290691702,9169.2,445.5,0.0,bot,1,0.9794248290691702,9169.2,445.5,0.0,bot,1,2.6206364040460985,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
7,7,20.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.5880716982893937,9487.2041015625,188.2904510498047,-352.941162109375,eta_4,0,4.833620530045134,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.0187038144288725,9169.2,445.5,0.0,bot,0,1.0187038144288725,9169.2,445.5,0.0,bot,0,2.6956674764535795,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
8,8,21.42857142857143,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.711505726587903,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,4.98353265942966,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.055292140469429,9169.2,445.5,0.0,bot,0,1.055292140469429,9169.2,445.5,0.0,bot,0,2.7696584224175376,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
9,9,22.857142857142858,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.7694835400963456,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.130305812900234,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.0876962771824028,9169.2,445.5,0.0,bot,0,1.0876962771824028,9169.2,445.5,0.0,bot,0,2.842161838147273,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
10,10,24.285714285714285,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.826445824592526,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.277049248176017,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.1190560325705188,9169.2,445.5,0.0,bot,0,1.1190560325705188,9169.2,445.5,0.0,bot,0,2.914703847886285,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
11,11,25.714285714285715,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.878330708925469,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.423030515116852,9487.2041015625,2506.003662109375,-352.941162109375,eta_3_top,0,1.1479510284055885,9169.2,445.5,0.0,bot,0,1.1479510284055885,9169.2,445.5,0.0,bot,0,2.9869183728684794,9487.2041015625,2506.003662109375,-352.941162109375,eta_y_top_stresses
12,12,27.142857142857142,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.9258723882142426,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.530326429037332,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.1745596163272711,9169.2,445.5,0.0,bot,0,1.1745596163272711,9169.2,445.5,0.0,bot,0,3.040132844394256,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
13,13,28.571428571428573,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,3.969221948406252,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.493958936501519,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.19897298827011,9169.2,445.5,0.0,bot,0,1.19897298827011,9169.2,445.5,0.0,bot,0,3.022125235345915,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
14,14,30.0,5800,9720,400,400,2780,90,0,0,30,30,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,4.008741323943736,9487.2041015625,1975.9962158203125,-352.941162109375,eta_1,0,5.463472191493932,9487.2041015625,152.94117736816406,-1123.530517578125,eta_3_bot,0,1.2213555406489425,9169.2,445.5,0.0,bot,0,1.2213555406489425,9169.2,445.5,0.0,bot,0,3.0070311165112464,9487.2041015625,152.94117736816406,-1123.530517578125,eta_y_bot_stresses
