,ID,h_G,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,300.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.1212066958881,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.25030693875891,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.8824660351506415,9536.4,5400.0,-3027.1000000000004,bot,0,7.460308433299794,9536.4,5400.0,-2415.5,bot,0,8.383564969603809,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
1,1,385.7142857142857,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,3.011963659707523,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.19666481828757,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.849134749665133,9536.4,5400.0,-3027.1000000000004,bot,0,7.434783170283831,9536.4,5400.0,-2415.5,bot,0,8.356753563042988,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
2,2,471.4285714285714,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.9101646574501614,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,16.14317278858637,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.816852644451759,9536.4,5400.0,-3027.1000000000004,bot,0,7.410387346928053,9536.4,5400.0,-2415.5,bot,0,8.330017650310873,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
3,3,557.1428571428571,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.81467497511465,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.088991327283996,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.7853411533947217,9536.4,5400.0,-3027.1000000000004,bot,0,7.385994730088766,9536.4,5400.0,-2415.5,bot,0,8.302939584019429,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
4,4,642.8571428571429,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.7249687258164617,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.037030311431607,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.754682833908924,9536.4,5400.0,-3027.1000000000004,bot,0,7.362750540642258,9536.4,5400.0,-2415.5,bot,0,8.276971463547218,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
5,5,728.5714285714286,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.641222300768478,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.987544123061287,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.725984911112069,9536.4,5400.0,-3027.1000000000004,bot,0,7.419256093490095,8801.999999999998,5400.0,-2415.5,bot,0,8.252230771935682,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
6,6,814.2857142857142,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.562619385024812,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,15.93319986069937,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6955662069537545,9536.4,5400.0,-3027.1000000000004,bot,0,7.631482672351983,3385.8000000000006,5221.8,0.0,bot,0,8.225070970351062,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
7,7,900.0,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.488525586147856,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.878275349228828,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6659232973923546,9536.4,5400.0,-3027.1000000000004,bot,0,7.205627008229199,3385.8000000000006,5221.8,0.0,bot,0,8.197622967283136,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
8,8,985.7142857142856,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.418680196859297,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.82432578832086,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6369467469172423,9536.4,5400.0,-3027.1000000000004,bot,0,6.813672745316713,3385.8000000000006,5221.8,0.0,bot,0,8.170662723974628,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses
9,9,1071.428571428571,5800,9720,400,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,2e-05,30,6.5e-06,2500,0.2249999999999999,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,2.35289709113254,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,15.28226804995374,75.3161849975586,75.3161849975586,-352.941162109375,eta_3_bot,0,3.608804368666948,9536.4,5400.0,-3027.1000000000004,bot,0,6.452985283456479,3029.4000000000005,5221.8,0.0,bot,0,7.899590215500436,75.3161849975586,75.3161849975586,-352.941162109375,eta_y_bot_stresses
