,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses,ID
0,3.1212066958881,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.25030693875891,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.8824660351506415,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.460308433299794,9536.400000000001,5400.0,-2415.5,bot,0,8.383564969603809,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,0
0,3.011963659707523,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.19666481828757,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.8491347496651334,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.434783170283831,9536.400000000001,5400.0,-2415.5,bot,0,8.356753563042988,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,1
0,2.9101646574501614,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,16.14317278858637,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.816852644451759,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.4103873469280535,9536.400000000001,5400.0,-2415.5,bot,0,8.330017650310873,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,2
0,2.81467497511465,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.088991327283996,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.7853411533947217,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.385994730088766,9536.400000000001,5400.0,-2415.5,bot,0,8.302939584019429,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,3
0,2.7249687258164617,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,16.037030311431607,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.754682833908924,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.362750540642258,9536.400000000001,5400.0,-2415.5,bot,0,8.276971463547218,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,4
0,2.641222300768478,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.987544123061289,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.7259849111120684,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.419256093490095,8801.999999999998,5400.0,-2415.5,bot,0,8.252230771935682,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,5
0,2.5626193850248113,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,15.93319986069937,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6955662069537545,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.631482672351983,3385.8000000000006,5221.8,0.0,bot,0,8.225070970351062,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,6
0,2.4885255861478557,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.878275349228828,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6659232973923546,9536.400000000001,5400.0,-3027.1000000000004,bot,0,7.205627008229199,3385.8000000000006,5221.8,0.0,bot,0,8.197622967283136,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,7
0,2.4186801968592975,75.3161849975586,281.0838317871094,-352.941162109375,eta_4,0,15.82432578832086,9642.4013671875,5247.05859375,-2938.8232421875,eta_3_bot,0,3.6369467469172427,9536.400000000001,5400.0,-3027.1000000000004,bot,0,6.813672745316713,3385.8000000000006,5221.8,0.0,bot,0,8.170662723974628,9642.4013671875,5247.05859375,-2938.8232421875,eta_y_bot_stresses,8
0,2.35289709113254,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,15.282268049953739,75.3161849975586,75.3161849975586,-352.941162109375,eta_3_bot,0,3.608804368666948,9536.400000000001,5400.0,-3027.1000000000004,bot,0,6.452985283456479,3029.4000000000005,5221.8,0.0,bot,0,7.899590215500436,75.3161849975586,75.3161849975586,-352.941162109375,eta_y_bot_stresses,9
0,2.2906437957983377,75.3161849975586,75.3161849975586,-352.941162109375,eta_4,0,14.741482419650854,75.3161849975586,281.0838317871094,-352.941162109375,eta_3_bot,0,3.5813080880285444,9536.400000000001,5400.0,-3027.1000000000004,bot,0,6.1185137537143275,3029.4000000000005,5221.8,0.0,bot,0,7.629518946940486,75.3161849975586,75.3161849975586,-352.941162109375,eta_y_bot_stresses,10
