,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,ID
0,24.739956977904217,9487.2041015625,152.94117736816406,-1943.225830078125,eta_1_x,0,17.977324183890435,225.94854736328125,152.94117736816406,-2800.078125,eta_3_bot,0,0
0,25.9905957023679,9487.2041015625,152.94117736816406,-1943.225830078125,eta_1_x,0,18.47637736997574,225.94854736328125,152.94117736816406,-2800.078125,eta_3_bot,0,1
0,28.16183383469293,9487.2041015625,152.94117736816406,-1943.225830078125,eta_1_x,0,20.813883479679543,225.94854736328125,152.94117736816406,-2800.078125,eta_3_bot,0,2
0,27.034435145799264,2364.3486328125,152.94117736816406,-1436.774169921875,eta_1_x,0,22.362935019591312,225.94854736328125,2426.65087890625,-579.9219970703125,eta_3_bot,0,3
0,20.356289597679382,225.94854736328125,1167.8262939453125,-352.941162109375,eta_1_x,0,17.91599486240857,225.94854736328125,1167.8262939453125,-352.941162109375,eta_3_top,0,4
0,14.428495486003929,225.94854736328125,1933.6104736328125,-352.941162109375,eta_1_x,0,13.299923936319743,225.94854736328125,1299.0435791015625,-352.941162109375,eta_3_top,0,5
0,8.76747677922796,225.94854736328125,1651.7275390625,-352.941162109375,eta_1_x,0,8.27431448594617,225.94854736328125,1302.3953857421875,-352.941162109375,eta_3_top,0,6
0,7.942148421611884,225.94854736328125,1421.881103515625,-352.941162109375,eta_1_x,0,7.271309823009131,225.94854736328125,1803.261962890625,-352.941162109375,eta_3_top,0,7
0,6.19745547434729,225.94854736328125,1541.36669921875,-352.941162109375,eta_1_x,0,5.755962159788804,225.94854736328125,1954.7962646484375,-352.941162109375,eta_3_top,0,8
0,5.149313540100677,225.94854736328125,1660.8525390625,-352.941162109375,eta_1_x,0,4.860286681015655,225.94854736328125,1660.8525390625,-352.941162109375,eta_3_top,0,9
0,4.425717074587237,225.94854736328125,2257.86572265625,-352.941162109375,eta_1_x,0,4.189849471926789,225.94854736328125,1780.3382568359375,-352.941162109375,eta_3_top,0,10
0,3.8360241208330947,225.94854736328125,1899.8238525390625,-352.941162109375,eta_1_x,0,3.6342374820931,225.94854736328125,2409.400146484375,-352.941162109375,eta_3_top,0,11
0,3.32387811703035,225.94854736328125,2560.935302734375,-352.941162109375,eta_1_x,0,3.157801231625381,225.94854736328125,2019.3096923828125,-352.941162109375,eta_3_top,0,12
0,2.9545684088063644,225.94854736328125,2138.79541015625,-352.941162109375,eta_1_x,0,2.7774056786738646,225.94854736328125,2138.79541015625,-352.941162109375,eta_3_top,0,13
0,2.7654236246322266,225.94854736328125,2258.281005859375,-352.941162109375,eta_1_x,0,2.651239337901175,225.94854736328125,2258.281005859375,-352.941162109375,eta_3_top,0,14
0,2.523690998206896,225.94854736328125,2377.767578125,-352.941162109375,eta_1_x,0,2.399644937003952,225.94854736328125,2377.767578125,-352.941162109375,eta_3_top,0,15
0,2.296007025542331,225.94854736328125,2497.253173828125,-352.941162109375,eta_1_x,0,2.157676918326597,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0,16
0,2.3895360567048107,225.94854736328125,3809.467041015625,-352.941162109375,eta_1_x,0,2.267238625383078,225.94854736328125,3341.553955078125,-352.941162109375,eta_3_top,0,17
0,2.447215394424721,225.94854736328125,3983.414794921875,-352.941162109375,eta_1_x,0,2.2832580139079117,225.94854736328125,3494.13623046875,-352.941162109375,eta_3_top,0,18
0,2.279848742945338,225.94854736328125,4157.36328125,-352.941162109375,eta_1_x,0,2.132172914086367,225.94854736328125,3646.71875,-352.941162109375,eta_3_top,0,19
0,1.9017515118397996,225.94854736328125,4331.3115234375,-352.941162109375,eta_1_x,0,1.7103849414890577,225.94854736328125,3799.300537109375,-352.941162109375,eta_3_top,0,20
0,2.0253628777731394,225.94854736328125,733.6934204101562,-352.941162109375,eta_4_x,0,1.8597138512932039,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0,21
0,1.8371448852796735,225.94854736328125,762.0210571289062,-352.941162109375,eta_4_x,0,1.5212031643391846,225.94854736328125,152.94117736816406,-1071.47802734375,eta_3_bot,0,22
