,ID,t_w,L,b1,t_p,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,200.0,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.1811090928896513,9603.6025390625,2424.590576171875,-352.941162109375,eta_1,0,1.6671652205337706,9603.6025390625,52.94117736816406,-496.9347229003906,eta_3_bot,0,0.8158879753603159,9444.6,231.0,0.0,bot,3,0.8158879753603159,9444.6,231.0,0.0,bot,3,1.190680395220485,9603.6025390625,52.94117736816406,-496.9347229003906,eta_y_bot_stresses
1,1,271.42857142857144,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.0343360541132316,9580.322265625,2945.160888671875,-347.8260803222656,eta_1,0,2.0581504016239145,9580.322265625,2945.160888671875,-347.8260803222656,eta_3_top,0,0.2140902433691891,9389.52,304.07142857142856,0.0,bot,26,0.2140902433691891,9389.52,304.07142857142856,0.0,bot,26,1.359525211603564,9580.322265625,2583.409912109375,-347.8260803222656,eta_y_top_stresses
2,2,342.8571428571429,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.243290636373052,9545.4033203125,190.2830352783203,-344.8275756835937,eta_4,0,3.847395454462492,9545.4033203125,2532.52197265625,-344.8275756835937,eta_3_top,0,0.8414454816661464,9306.9,450.2142857142858,0.0,bot,2,0.8414454816661464,9306.9,450.2142857142858,0.0,bot,2,2.211048618719136,9545.4033203125,2532.52197265625,-344.8275756835937,eta_y_top_stresses
3,3,414.2857142857143,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2102914983144588,9487.2041015625,187.7923583984375,-352.941162109375,eta_4,0,4.2347045390499485,9487.2041015625,2499.3740234375,-352.941162109375,eta_3_top,0,0.834345021746875,9169.2,444.32142857142856,0.0,bot,2,0.834345021746875,9169.2,444.32142857142856,0.0,bot,2,2.4008435344339105,9487.2041015625,2499.3740234375,-352.941162109375,eta_y_top_stresses
4,4,485.7142857142857,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2352090887308802,9487.2041015625,185.3016815185547,-352.941162109375,eta_4,0,4.616364042576475,9487.2041015625,2466.22607421875,-352.941162109375,eta_3_top,0,0.8721880084119166,9169.2,438.4285714285716,0.0,bot,1,0.8721880084119166,9169.2,438.4285714285716,0.0,bot,1,2.588564827571362,9487.2041015625,2466.22607421875,-352.941162109375,eta_y_top_stresses
5,5,557.1428571428571,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2505115849230972,9487.2041015625,182.8110198974609,-352.941162109375,eta_4,0,4.83470193793383,9487.2041015625,2433.078125,-352.941162109375,eta_3_top,0,0.8908558941647138,9169.2,432.53571428571433,0.0,bot,1,1.418066013669345,9169.2,4810.321428571428,0.0,bot,0,2.696209907593436,9487.2041015625,2433.078125,-352.941162109375,eta_y_top_stresses
6,6,628.5714285714286,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.2801075028855406,9487.2041015625,180.320556640625,-352.941162109375,eta_4,0,5.029038066639214,9487.2041015625,2399.92919921875,-352.941162109375,eta_3_top,0,0.9171150469478662,9169.2,426.6428571428572,0.0,bot,1,1.4634281086902463,9169.2,4744.785714285715,0.0,bot,0,2.79214939569374,9487.2041015625,2399.92919921875,-352.941162109375,eta_y_top_stresses
7,7,700.0,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.3729339451286626,9487.2041015625,177.8298797607422,-352.941162109375,eta_4,0,5.092817659583456,9487.2041015625,2366.78125,-352.941162109375,eta_3_top,0,0.9833980736735533,9169.2,420.75,0.0,bot,1,1.558639685076905,9169.2,4679.25,0.0,bot,0,2.823670552899161,9487.2041015625,2366.78125,-352.941162109375,eta_y_top_stresses
8,8,771.4285714285714,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.3628431588146477,9487.2041015625,175.33920288085938,-352.941162109375,eta_4,0,5.420154003585595,9487.2041015625,2333.633544921875,-352.941162109375,eta_3_top,0,0.9878422007474436,9169.2,414.8571428571429,0.0,bot,1,1.5638480765362373,9169.2,4613.714285714286,0.0,bot,0,2.985530124756488,9487.2041015625,2333.633544921875,-352.941162109375,eta_y_top_stresses
9,9,842.8571428571429,5800,9720,400,2780,90,0,0,30,30,14,12,14,24,200,24,12,12,14,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,3,9720,0.33,0.33,-0.002,407.94,1.4182315705385538,9487.2041015625,172.84873962402344,-352.941162109375,eta_4,0,5.6181106584922205,9487.2041015625,2300.484619140625,-352.941162109375,eta_3_top,0,1.0285011866762368,9169.2,408.96428571428567,0.0,bot,0,1.624450698698032,9169.2,4548.178571428571,0.0,bot,0,3.0835362493366536,9487.2041015625,2300.484619140625,-352.941162109375,eta_y_top_stresses
