,ID,d2_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d4_plate,d3_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,3.5940303567377847,1603.54296875,2167.823486328125,-340.0,eta_2,0,12.254042707768187,1984.31201171875,312.3153381347656,-340.0,eta_3_bot,0,1.5510257207385625,2094.230769230769,198.0,0.0,bot,0,2.558253825982932,2855.769230769231,4602.0,0.0,bot,0,6.389742608686685,1984.31201171875,312.3153381347656,-340.0,eta_y_bot_stresses
1,1,11.428571428571429,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,4.339814327683645,1823.3800048828125,2167.823486328125,-342.8571472167969,eta_2,0,12.761344556048254,1984.31201171875,312.3153381347656,-342.8571472167969,eta_3_bot,0,1.5535976204429056,2094.230769230769,198.0,0.0,bot,0,2.5595176804901487,2855.769230769231,4602.0,0.0,bot,0,6.643120892047092,1984.31201171875,312.3153381347656,-342.8571472167969,eta_y_bot_stresses
2,2,12.857142857142858,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,4.983155487278014,1603.54296875,2167.823486328125,-337.5,eta_2,0,12.402369487123284,2204.14892578125,312.3153381347656,-337.5,eta_3_bot,0,1.554644867218328,2094.230769230769,198.0,0.0,bot,0,2.5678295869597,2855.769230769231,4602.0,0.0,bot,0,6.462816110397946,2204.14892578125,312.3153381347656,-337.5,eta_y_bot_stresses
3,3,14.285714285714285,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,5.9493021882792965,1823.3800048828125,2167.823486328125,-344.8275756835937,eta_2,0,13.348811896383916,2204.14892578125,312.3153381347656,-344.8275756835937,eta_3_bot,0,1.5724103307439643,2094.230769230769,198.0,0.0,bot,0,2.586895150406378,2855.769230769231,4602.0,0.0,bot,0,6.935277426683066,2204.14892578125,312.3153381347656,-344.8275756835937,eta_y_bot_stresses
4,4,15.714285714285715,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,6.6848844791352935,1823.3800048828125,2167.823486328125,-338.4615478515625,eta_2,0,12.914130196734328,2204.14892578125,312.3153381347656,-338.4615478515625,eta_3_bot,0,1.555641437340148,2094.230769230769,198.0,0.0,bot,0,2.566224676364256,2855.769230769231,4602.0,0.0,bot,0,6.718406979293116,2204.14892578125,312.3153381347656,-338.4615478515625,eta_y_bot_stresses
5,5,17.142857142857142,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,7.512926403076358,1823.3800048828125,2167.823486328125,-333.3333435058594,eta_2,0,12.56992701375075,2204.14892578125,312.3153381347656,-333.3333435058594,eta_3_bot,0,1.5539679106008368,2094.230769230769,198.0,0.0,bot,0,2.5705058837749686,2855.769230769231,4602.0,0.0,bot,0,6.546452665981034,2204.14892578125,312.3153381347656,-333.3333435058594,eta_y_bot_stresses
6,6,18.57142857142857,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,8.232481635548636,1823.3800048828125,2167.823486328125,-327.2727355957031,eta_2,0,12.182778298427689,2204.14892578125,312.3153381347656,-327.2727355957031,eta_3_bot,0,1.5530119505199669,2094.230769230769,198.0,0.0,bot,0,2.572629788310391,2855.769230769231,4602.0,0.0,bot,0,6.3532702617048,2204.14892578125,312.3153381347656,-327.2727355957031,eta_y_bot_stresses
7,7,20.0,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,9.053584385888971,1984.31201171875,83.68464660644531,-340.0,eta_4,0,13.791981089267733,2204.14892578125,312.3153381347656,-340.0,eta_3_bot,0,1.5609285451477306,2094.230769230769,198.0,0.0,bot,0,2.576757928522345,2855.769230769231,4602.0,0.0,bot,0,7.156595720927395,2204.14892578125,312.3153381347656,-340.0,eta_y_bot_stresses
8,8,21.42857142857143,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,8.927119950901622,1984.31201171875,83.68464660644531,-336.84210205078125,eta_4,0,13.590364993864316,2204.14892578125,312.3153381347656,-336.84210205078125,eta_3_bot,0,1.5574159326558343,2094.230769230769,198.0,0.0,bot,0,2.5712828092554214,2855.769230769231,4602.0,0.0,bot,0,7.055984468478751,2204.14892578125,312.3153381347656,-336.84210205078125,eta_y_bot_stresses
9,9,22.857142857142858,5800,15000,400,1000,2780,90,0,0,30,30,50,30,50,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,15000,0.33,0.33,-0.002,407.94,8.781754414845238,1984.31201171875,312.3153381347656,-333.3333435058594,eta_4,0,13.366885028352328,2204.14892578125,312.3153381347656,-333.3333435058594,eta_3_bot,0,1.5530189716217602,2094.230769230769,198.0,0.0,bot,0,2.564153886889328,2855.769230769231,4602.0,0.0,bot,0,6.944517967741671,2204.14892578125,312.3153381347656,-333.3333435058594,eta_y_bot_stresses
