,ID,d4_plate,L,b1,t_p,t_w,h_w,alpha_l,h_v,l_v,oo,uu,d3_plate,d2_plate,d1_plate,s_plate,d4_walls,d3_walls,d2_walls,d1_walls,s_walls,fcc,fsy,fsu_fac,esu,s1,beta1,s2,beta2,h_G,gamma_E,phi_k,q_Gl,b_Bs,Q_k,l_sec,b_sec1_b1,b_sec2_b1,h_S1_3,h_S7_9,mesh_size_factor,b2,b_sec1_b2,b_sec2_b2,ecu,fsu,eta_min_s,x_s,y_s,z_s,Location_s,GP_count_s,eta_min_c,x_c,y_c,z_c,Location_c,GP_count_c,eta_min_shear,x_c_shear,y_c_shear,z_c_shear,Location_c_shear,element_count_shear,eta_min_shear_reduced,x_c_shear_reduced,y_c_shear_reduced,z_c_shear_reduced,Location_c_shear_reduced,element_count_shear_reduced,eta_min_c_stresses,x_c_stresses,y_c_stresses,z_c_stresses,Location_c_stresses
0,0,10.0,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,0.9999367193955052,9642.4013671875,83.68464660644531,-360.0,eta_4,20,3.6754975590809176,9642.4013671875,83.68464660644531,-360.0,eta_3_bot,0,0.4156449979789537,9536.4,198.0,0.0,bot,23,0.6520807930185262,9536.4,4602.0,0.0,bot,4,2.1284558742839006,9642.4013671875,83.68464660644531,-360.0,eta_y_bot_stresses
1,1,11.428571428571429,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.008811362767679,9642.4013671875,312.3153381347656,-354.28570556640625,eta_4,0,3.807864759927039,9642.4013671875,83.68464660644531,-354.28570556640625,eta_3_bot,0,0.4769738144116729,9536.4,198.0,0.0,bot,17,0.7699118545264035,9536.4,4602.0,0.0,bot,1,2.192756118869936,9642.4013671875,83.68464660644531,-354.28570556640625,eta_y_bot_stresses
2,2,12.857142857142858,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0209031923816476,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,3.953345379239279,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.5826170644496687,9536.4,198.0,0.0,bot,13,1.010180863466488,9536.4,4602.0,0.0,bot,0,2.2633555559135075,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
3,3,14.285714285714285,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0320393519976636,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,4.105102213522376,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.7057796416128705,9536.4,198.0,0.0,bot,11,1.1937492804580865,9536.4,4602.0,0.0,bot,0,2.337446666036108,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
4,4,15.714285714285715,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.0795700912746156,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,4.210784244684212,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.7802335876524613,9536.4,198.0,0.0,bot,9,1.292222314307725,9536.4,4602.0,0.0,bot,0,2.3892623858478297,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
5,5,17.142857142857142,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.2233424499108034,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,4.33410890439742,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.8336634289014827,9536.4,198.0,0.0,bot,4,1.373883233209687,9536.4,4602.0,0.0,bot,0,2.449799467069929,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
6,6,18.57142857142857,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.3754017302128243,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,4.4562718019667535,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.8842505259421843,9536.4,198.0,0.0,bot,2,1.4503412147046624,9536.4,4602.0,0.0,bot,0,2.5098475465140138,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
7,7,20.0,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.535547730260037,9642.4013671875,312.3153381347656,-352.941162109375,eta_4,0,4.577664393893168,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.9319824628994466,9536.4,198.0,0.0,bot,1,1.5211693931145456,9536.4,4602.0,0.0,bot,0,2.569578103129968,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
8,8,21.42857142857143,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.5883418646251908,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,4.696947954112273,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,0.976888290553912,9536.4,198.0,0.0,bot,1,1.58695791488095,9536.4,4602.0,0.0,bot,0,2.6283335412092987,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
9,9,22.857142857142858,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.6209309838465695,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,4.809922397834566,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.0178015156714215,9536.4,198.0,0.0,bot,0,1.6432627915492564,9536.4,4602.0,0.0,bot,0,2.684026175736685,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
10,10,24.285714285714285,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.653364881782884,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,4.925957163057162,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.0575170957353122,9536.4,198.0,0.0,bot,0,1.6995254965993118,9536.4,4602.0,0.0,bot,0,2.741276903067527,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
11,11,25.714285714285715,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.6831453012508766,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,5.0378092764134745,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.093902612018214,9536.4,198.0,0.0,bot,0,1.751664856748867,9536.4,4602.0,0.0,bot,0,2.79649870084433,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
12,12,27.142857142857142,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7110951633049576,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,5.146986588372755,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.1275587096403767,9536.4,198.0,0.0,bot,0,1.80009444347611,9536.4,4602.0,0.0,bot,0,2.8504344331331004,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
13,13,28.571428571428573,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7373932072370717,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,5.252742919310544,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.1588867650810146,9536.4,198.0,0.0,bot,0,1.8446939045505069,9536.4,4602.0,0.0,bot,0,2.902707851310309,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
14,14,30.0,5800,9720,400,1000,2780,90,0,0,30,30,12,14,14,200,30,12,12,30,200,28,390,1.046,0.045,2250.0,5.6,8270.0,0,1000,2e-05,30,6.5,2500,225000,0.33,0.33,0.33,0.33,0.33,1,9720,0.33,0.33,-0.002,407.94,1.7617009983840104,9642.4013671875,2494.2236328125,-352.941162109375,eta_1,0,5.356089253141758,9642.4013671875,83.68464660644531,-352.941162109375,eta_3_bot,0,1.1879336919423804,9536.4,198.0,0.0,bot,0,1.88559658364065,9536.4,4602.0,0.0,bot,0,2.953816039050982,9642.4013671875,83.68464660644531,-352.941162109375,eta_y_bot_stresses
